Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.730432439800e-02,2.288788812984e-01,7.538167943018e-01,1.104858763206e-15,-2.230614288906e+00
8.800000000000e-03,3.000000001319e+02,1.730430746764e-02,2.288788854737e-01,7.538168070563e-01,3.591296521074e-13,3.999842744296e-04
1.200000000000e-02,3.000000074712e+02,1.730385642874e-02,2.288789966975e-01,7.538171468625e-01,7.284351135211e-12,1.362072499633e-03
1.280000000000e-02,3.000001044096e+02,1.730102762335e-02,2.288796939153e-01,7.538192783024e-01,1.332814800588e-10,2.142238560755e-02
1.310000000000e-02,3.000006591631e+02,1.729294052401e-02,2.288816848015e-01,7.538253733929e-01,1.132589059642e-09,1.407331264165e-01
1.340000000000e-02,3.000055317991e+02,1.725564348571e-02,2.288908494237e-01,7.538534926467e-01,1.315566674254e-08,1.204777529512e+00
1.347500000000e-02,3.000126796173e+02,1.722527693532e-02,2.288982897426e-01,7.538763933654e-01,3.689461359010e-08,2.796422014144e+00
1.351250000000e-02,3.000214771980e+02,1.719981771838e-02,2.289045096282e-01,7.538955939001e-01,7.334919535565e-08,4.786465901785e+00
1.355000000000e-02,3.000388563319e+02,1.716288078076e-02,2.289135032436e-01,7.539234454060e-01,1.601415364368e-07,8.779386900997e+00
1.356250000000e-02,3.000484157154e+02,1.714686998462e-02,2.289173866490e-01,7.539355143082e-01,2.156801415638e-07,1.104494496456e+01
1.357500000000e-02,3.000610852011e+02,1.712845611992e-02,2.289218396267e-01,7.539493900282e-01,2.967592848017e-07,1.408362782771e+01
1.360000000000e-02,3.000987980257e+02,1.708334364569e-02,2.289326956866e-01,7.539833592993e-01,5.706845842747e-07,2.334488357280e+01
1.361250000000e-02,3.001268697833e+02,1.705571538707e-02,2.289393019813e-01,7.540041392584e-01,8.020587460985e-07,3.058936729984e+01
1.362500000000e-02,3.001640950235e+02,1.702394974790e-02,2.289468523307e-01,7.540280018364e-01,1.139711230878e-06,4.054198971775e+01
1.363750000000e-02,3.002134679200e+02,1.698743150580e-02,2.289554690376e-01,7.540553892700e-01,1.632396359171e-06,5.436354369841e+01
1.365000000000e-02,3.002789664551e+02,1.694545566544e-02,2.289652847081e-01,7.540867999932e-01,2.351181976616e-06,7.377725865770e+01
1.365625000000e-02,3.003197427982e+02,1.692211702734e-02,2.289706946279e-01,7.541042253786e-01,2.834261573337e-06,8.658680696520e+01
1.366250000000e-02,3.003671860741e+02,1.689703786717e-02,2.289764659778e-01,7.541229146602e-01,3.428108112319e-06,1.020792874888e+02
1.366875000000e-02,3.004223908963e+02,1.687008983612e-02,2.289826165732e-01,7.541429520106e-01,4.158069688781e-06,1.209164382634e+02
1.367500000000e-02,3.004866309653e+02,1.684113625170e-02,2.289891629205e-01,7.541644251056e-01,5.055256495824e-06,1.439354092092e+02
1.367812500000e-02,3.005226951093e+02,1.682585153611e-02,2.289925902680e-01,7.541757353256e-01,5.580929114573e-06,1.574179719383e+02
1.368125000000e-02,3.005617121797e+02,1.680999900970e-02,2.289961228212e-01,7.541874456703e-01,6.166774481294e-06,1.724133917165e+02
1.368750000000e-02,3.006493362459e+02,1.677652898261e-02,2.290035077810e-01,7.542121022396e-01,7.539475148836e-06,2.075331119469e+02
1.369375000000e-02,3.007513263874e+02,1.674057687914e-02,2.290113266834e-01,7.542384804500e-01,9.226077048194e-06,2.511365006581e+02
1.370000000000e-02,3.008700476673e+02,1.670196279542e-02,2.290195856898e-01,7.542666794587e-01,1.129806253719e-05,3.055982682064e+02
1.370312500000e-02,3.009367145940e+02,1.668158450912e-02,2.290238804690e-01,7.542815003117e-01,1.251158099443e-05,3.380873639214e+02
1.370625000000e-02,3.010088529311e+02,1.666045392712e-02,2.290282839464e-01,7.542968206663e-01,1.386358389724e-05,3.746855233241e+02
1.370937500000e-02,3.010869142486e+02,1.663854374049e-02,2.290327944185e-01,7.543126531056e-01,1.536981590568e-05,4.160041446620e+02
1.371250000000e-02,3.011713857844e+02,1.661582641620e-02,2.290374093111e-01,7.543290095479e-01,1.704775430622e-05,4.627498191045e+02
1.371562500000e-02,3.012627964940e+02,1.659227288354e-02,2.290421252809e-01,7.543459020782e-01,1.891688245997e-05,5.157469843179e+02
1.371875000000e-02,3.013617183762e+02,1.656785356413e-02,2.290469380636e-01,7.543633419787e-01,2.099884361760e-05,5.759607120418e+02
1.372187500000e-02,3.014687707212e+02,1.654253782536e-02,2.290518422811e-01,7.543813401512e-01,2.331771271723e-05,6.445265131356e+02
1.372500000000e-02,3.015846239397e+02,1.651629407664e-02,2.290568313247e-01,7.543999068715e-01,2.590025673900e-05,7.227848015143e+02
1.372812500000e-02,3.017100037578e+02,1.648908975339e-02,2.290618971911e-01,7.544190516588e-01,2.877622957348e-05,8.123234275868e+02
1.373125000000e-02,3.018456957474e+02,1.646089130268e-02,2.290670302989e-01,7.544387831324e-01,3.197869796509e-05,9.150300275687e+02
1.373437500000e-02,3.019925502168e+02,1.643166417056e-02,2.290722192836e-01,7.544591088500e-01,3.554440155957e-05,1.033156889796e+03
1.373750000000e-02,3.021514874877e+02,1.640137278582e-02,2.290774506884e-01,7.544800348661e-01,3.951415031581e-05,1.169401893959e+03
1.373906250000e-02,3.022358601374e+02,1.638581384085e-02,2.290800764412e-01,7.544907253746e-01,4.166770758139e-05,1.245488521266e+03
1.374062500000e-02,3.023237038650e+02,1.636997248299e-02,2.290827054540e-01,7.545015681350e-01,4.394312015494e-05,1.327442189335e+03
1.374375000000e-02,3.025102350770e+02,1.633742900212e-02,2.290879655274e-01,7.545237098302e-01,4.887956416259e-05,1.510645049555e+03
1.374687500000e-02,3.027121187092e+02,1.630370802631e-02,2.290932120862e-01,7.545464609685e-01,5.437350321768e-05,1.723867367765e+03
1.375000000000e-02,3.029306190260e+02,1.626876988526e-02,2.290984206958e-01,7.545698206427e-01,6.048709876599e-05,1.972806990715e+03
1.375312500000e-02,3.031671036912e+02,1.623257388931e-02,2.291035632868e-01,7.545937854893e-01,6.728928641189e-05,2.264409054626e+03
1.375625000000e-02,3.034230520033e+02,1.619507833993e-02,2.291086077155e-01,7.546183493705e-01,7.485648317558e-05,2.607163021034e+03
1.375937500000e-02,3.037000637364e+02,1.615624054550e-02,2.291135172762e-01,7.546435030279e-01,8.327336244391e-05,3.011480619714e+03
1.376250000000e-02,3.039998686216e+02,1.611601684300e-02,2.291182501602e-01,7.546692337054e-01,9.263370185665e-05,3.490177211096e+03
1.376562500000e-02,3.043243365023e+02,1.607436262644e-02,2.291227588571e-01,7.546955247404e-01,1.030413095170e-04,4.059086949858e+03
1.376875000000e-02,3.046754881984e+02,1.603123237714e-02,2.291269894143e-01,7.547223548668e-01,1.146110339624e-04,4.737852824386e+03
1.377031250000e-02,3.048618897247e+02,1.600909529712e-02,2.291289772771e-01,7.547359631704e-01,1.208801029010e-04,5.127040880282e+03
1.377187500000e-02,3.050559509648e+02,1.598656827404e-02,2.291308672016e-01,7.547496943048e-01,1.274982018479e-04,5.553844294144e+03
1.377343750000e-02,3.052579847115e+02,1.596364528817e-02,2.291326497010e-01,7.547635438327e-01,1.344843314130e-04,6.022412467812e+03
1.377500000000e-02,3.054683162392e+02,1.594032027304e-02,2.291343146858e-01,7.547775069190e-01,1.418584851796e-04,6.537389863380e+03
1.377656250000e-02,3.056872837701e+02,1.591658711778e-02,2.291358514296e-01,7.547915783112e-01,1.496416976247e-04,7.103982996575e+03
1.377812500000e-02,3.059152389546e+02,1.589243966978e-02,2.291372485335e-01,7.548057523189e-01,1.578560939680e-04,7.728036375930e+03
1.377968750000e-02,3.061525473670e+02,1.586787173748e-02,2.291384938896e-01,7.548200227936e-01,1.665249419895e-04,8.416118904639e+03
1.378125000000e-02,3.063995890144e+02,1.584287709336e-02,2.291395746414e-01,7.548343831066e-01,1.756727058518e-04,9.175622479402e+03
1.378281250000e-02,3.066567588617e+02,1.581744947720e-02,2.291404771433e-01,7.548488261274e-01,1.853251019582e-04,1.001487478940e+04
1.378437500000e-02,3.069244673700e+02,1.579158259951e-02,2.291411869176e-01,7.548633442013e-01,1.955091568757e-04,1.094326864659e+04
1.378593750000e-02,3.072031410511e+02,1.576527014530e-02,2.291416886097e-01,7.548779291260e-01,2.062532673427e-04,1.197141057621e+04
1.378750000000e-02,3.074932230350e+02,1.573850577796e-02,2.291419659414e-01,7.548925721286e-01,2.175872623795e-04,1.311129187667e+04
1.378906250000e-02,3.077951736534e+02,1.571128314350e-02,2.291420016616e-01,7.549072638414e-01,2.295424675094e-04,1.437648593766e+04
1.379062500000e-02,3.081094710368e+02,1.568359587505e-02,2.291417774952e-01,7.549219942773e-01,2.421517710913e-04,1.578237630526e+04
1.379218750000e-02,3.084366117260e+02,1.565543759758e-02,2.291412740898e-01,7.549367528059e-01,2.554496927573e-04,1.734642082752e+04
1.379375000000e-02,3.087771112973e+02,1.562680193293e-02,2.291404709596e-01,7.549515281277e-01,2.694724539374e-04,1.908845823683e+04
1.379531250000e-02,3.091315050014e+02,1.559768250520e-02,2.291393464272e-01,7.549663082496e-01,2.842580504440e-04,2.103106476274e+04
1.379687500000e-02,3.095003484155e+02,1.556807294632e-02,2.291378775632e-01,7.549810804590e-01,2.998463270753e-04,2.319996987046e+04
1.379843750000e-02,3.098842181073e+02,1.553796690206e-02,2.291360401229e-01,7.549958312991e-01,3.162790541858e-04,2.562454204236e+04
1.380000000000e-02,3.102837123113e+02,1.550735803822e-02,2.291338084807e-01,7.550105465429e-01,3.336000061574e-04,2.833835773395e+04
1.380156250000e-02,3.106994516168e+02,1.547624004733e-02,2.291311555620e-01,7.550252111685e-01,3.518550416863e-04,3.137986932903e+04
1.380312500000e-02,3.111320796648e+02,1.544460665547e-02,2.291280527722e-01,7.550398093337e-01,3.710921857892e-04,3.479319119395e+04
1.380468750000e-02,3.115822638553e+02,1.541245162962e-02,2.291244699236e-01,7.550543243519e-01,3.913617134089e-04,3.862902691753e+04
1.380625000000e-02,3.120506960628e+02,1.537976878525e-02,2.291203751591e-01,7.550687386679e-01,4.127162344836e-04,4.294576567212e+04
1.380781250000e-02,3.125380933579e+02,1.534655199429e-02,2.291157348735e-01,7.550830338343e-01,4.352107803207e-04,4.781078152850e+04
1.380937500000e-02,3.130451987356e+02,1.531279519344e-02,2.291105136325e-01,7.550971904892e-01,4.589028910948e-04,5.330197672253e+04
1.381093750000e-02,3.135727818466e+02,1.527849239288e-02,2.291046740887e-01,7.551111883346e-01,4.838527042645e-04,5.950961856733e+04
1.381250000000e-02,3.141216397314e+02,1.524363768530e-02,2.290981768948e-01,7.551250061162e-01,5.101230436785e-04,6.653853024359e+04
1.381406250000e-02,3.146925975551e+02,1.520822525529e-02,2.290909806152e-01,7.551386216042e-01,5.377795091127e-04,7.451070844823e+04
1.381562500000e-02,3.152865093397e+02,1.517224938915e-02,2.290830416339e-01,7.551520115761e-01,5.668905659532e-04,8.356845626816e+04
1.381718750000e-02,3.159042586931e+02,1.513570448493e-02,2.290743140615e-01,7.551651518016e-01,5.975276347092e-04,9.387813816950e+04
1.381875000000e-02,3.165467595311e+02,1.509858506300e-02,2.290647496382e-01,7.551780170286e-01,6.297651800100e-04,1.056346862279e+05
1.382031250000e-02,3.172149567906e+02,1.506088577678e-02,2.290542976366e-01,7.551905809730e-01,6.636807987055e-04,1.190670133273e+05
1.382187500000e-02,3.179098271304e+02,1.502260142395e-02,2.290429047609e-01,7.552028163098e-01,6.993553066599e-04,1.344445207644e+05
1.382343750000e-02,3.186323796162e+02,1.498372695792e-02,2.290305150454e-01,7.552146946681e-01,7.368728237890e-04,1.520849253321e+05
1.382500000000e-02,3.193836563870e+02,1.494425749962e-02,2.290170697508e-01,7.552261866289e-01,7.763208568616e-04,1.723636754383e+05
1.382656250000e-02,3.201647332985e+02,1.490418834959e-02,2.290025072598e-01,7.552372617263e-01,8.177903795442e-04,1.957252781021e+05
