Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,5.464489619246e-02,-3.911534599515e-12,-1.818180079554e-13,2.201819179071e-01,-2.720114184675e-14,7.251731858512e-01,-7.445837974401e+03
6.400000000000e-03,2.999999996991e+02,5.464489603142e-02,-3.554503681203e-12,-1.885419989168e-11,2.201819175807e-01,-2.590041611271e-12,7.251731845823e-01,-1.740272299437e-02
9.600000000000e-03,2.999999996896e+02,5.464489426916e-02,-3.554564266047e-12,-1.851825136864e-11,2.201819137971e-01,-2.754490680843e-12,7.251731709213e-01,5.787598361457e-04
1.120000000000e-02,2.999999996885e+02,5.464488434022e-02,-3.554502714669e-12,-1.846575932531e-11,2.201818924875e-01,-2.304763839646e-12,7.251730939683e-01,-1.882978519476e-06
1.160000000000e-02,2.999999997105e+02,5.464487123921e-02,-3.554215671280e-12,-1.834984296926e-11,2.201818643716e-01,-2.164395119516e-13,7.251729924371e-01,-4.507570001832e-05
1.180000000000e-02,2.999999997744e+02,5.464485628057e-02,-3.553173324285e-12,-1.802248399698e-11,2.201818322728e-01,5.486881330081e-12,7.251728765250e-01,-5.477135904478e-05
1.190000000000e-02,2.999999998785e+02,5.464484399890e-02,-3.551008147598e-12,-1.746702508845e-11,2.201818059243e-01,1.464810856834e-11,7.251727813820e-01,-5.764612012987e-05
1.200000000000e-02,3.000000001380e+02,5.464482645644e-02,-3.544285739729e-12,-1.602200123229e-11,2.201817683021e-01,3.730551395626e-11,7.251726455408e-01,-5.930147399248e-05
1.210000000000e-02,3.000000007837e+02,5.464480139350e-02,-3.523411482816e-12,-1.226076751792e-11,2.201817145800e-01,9.333007817005e-11,7.251724515898e-01,-6.007247802957e-05
1.220000000000e-02,3.000000023894e+02,5.464476557049e-02,-3.458590631990e-12,-2.468793040584e-12,2.201816378618e-01,2.318498186187e-10,7.251721746660e-01,-6.007906155990e-05
1.230000000000e-02,3.000000063812e+02,5.464471433018e-02,-3.257299625807e-12,2.302544468418e-11,2.201815282864e-01,5.743266893046e-10,7.251717792601e-01,-5.914738943535e-05
1.240000000000e-02,3.000000163036e+02,5.464464094598e-02,-2.632218287211e-12,8.940379757646e-11,2.201813717383e-01,1.421059000401e-09,7.251712146467e-01,-5.653907278518e-05
1.250000000000e-02,3.000000409661e+02,5.464453562777e-02,-6.911068206939e-13,2.622328916852e-10,2.201811479694e-01,3.514497813987e-09,7.251704083333e-01,-5.041886164720e-05
1.260000000000e-02,3.000001022622e+02,5.464438394806e-02,5.336798587331e-12,7.122314830189e-10,2.201808278282e-01,8.690277154223e-09,7.251692566429e-01,-3.632253519623e-05
1.270000000000e-02,3.000002545960e+02,5.464416422242e-02,2.405590437521e-11,1.883912293472e-09,2.201803690692e-01,2.148686266761e-08,7.251676111102e-01,-1.809281501199e-06
1.280000000000e-02,3.000006331419e+02,5.464384286984e-02,8.218687097102e-11,4.934702046088e-09,2.201797097611e-01,5.312543316091e-08,7.251652586609e-01,8.618189619332e-05
1.290000000000e-02,3.000015736942e+02,5.464336561676e-02,2.627109482485e-10,1.287838005107e-08,2.201787572928e-01,1.313504658326e-07,7.251618923318e-01,3.262662036577e-04
1.295000000000e-02,3.000025675055e+02,5.464303373760e-02,4.955039421852e-10,2.162773595812e-08,2.201781174316e-01,2.136562691024e-07,7.251596621214e-01,6.214024487502e-04
1.300000000000e-02,3.000042987264e+02,5.464260793236e-02,9.733671413016e-10,3.739335295022e-08,2.201773247985e-01,3.565588689413e-07,7.251569450207e-01,1.235429682797e-03
1.305000000000e-02,3.000073141980e+02,5.464205188459e-02,1.954298935337e-09,6.580186585110e-08,2.201763339400e-01,6.046732740567e-07,7.251536296466e-01,2.618456307834e-03
1.310000000000e-02,3.000125659168e+02,5.464131003706e-02,3.967906412932e-09,1.169922425202e-07,2.201750793859e-01,1.035462965740e-06,7.251495755474e-01,5.999516807062e-03
1.315000000000e-02,3.000217107853e+02,5.464029536933e-02,8.101329357513e-09,2.092343736706e-07,2.201734630546e-01,1.783422917854e-06,7.251446032325e-01,1.489039048168e-02
1.320000000000e-02,3.000376316061e+02,5.463886883908e-02,1.658610457738e-08,3.754488858766e-07,2.201713322412e-01,3.082058861825e-06,7.251384794198e-01,3.962198675965e-02
1.322500000000e-02,3.000500139372e+02,5.463791646415e-02,2.417770319820e-08,5.085368509717e-07,2.201699815415e-01,4.089878406157e-06,7.251348697239e-01,6.789274097296e-02
1.325000000000e-02,3.000669799161e+02,5.463673505865e-02,3.576475534939e-08,6.949836802228e-07,2.201683639084e-01,5.468643848096e-06,7.251308160460e-01,1.191448300081e-01
1.327500000000e-02,3.000902237086e+02,5.463525522467e-02,5.344965098518e-08,9.561781700136e-07,2.201664012894e-01,7.354844652473e-06,7.251262503099e-01,2.131311445843e-01
1.330000000000e-02,3.001220641228e+02,5.463338431215e-02,8.044055103007e-08,1.322078049811e-06,2.201639872553e-01,9.935148062525e-06,7.251210899338e-01,3.869755145261e-01
1.332500000000e-02,3.001656739461e+02,5.463099836844e-02,1.216324045998e-07,1.834638178126e-06,2.201609758632e-01,1.346480529711e-05,7.251152337826e-01,7.105983302077e-01
1.335000000000e-02,3.002253928296e+02,5.462793128463e-02,1.844926112533e-07,2.552605680554e-06,2.201571660612e-01,1.829277258587e-05,7.251085568429e-01,1.315876576064e+00
1.337500000000e-02,3.003071536843e+02,5.462396017147e-02,2.804103470088e-07,3.558222753930e-06,2.201522798485e-01,2.489596383618e-05,7.251009032078e-01,2.451750310525e+00
1.340000000000e-02,3.004190629451e+02,5.461878567418e-02,4.267507907126e-07,4.966587734341e-06,2.201459317072e-01,3.392589258930e-05,7.250920768365e-01,4.588300609197e+00
1.341250000000e-02,3.004904793504e+02,5.461559625756e-02,5.287552444396e-07,5.882187492477e-06,2.201420084073e-01,3.968456561594e-05,7.250871306839e-01,6.324600780067e+00
1.342500000000e-02,3.005750414344e+02,5.461190385592e-02,6.575494736152e-07,6.980992535202e-06,2.201374455578e-01,4.650029778900e-05,7.250817697055e-01,8.752507165888e+00
1.343750000000e-02,3.006751569445e+02,5.460762329732e-02,8.201558234970e-07,8.299575435262e-06,2.201321222143e-01,5.456645221118e-05,7.250759458125e-01,1.215177170027e+01
1.345000000000e-02,3.007936706251e+02,5.460265472967e-02,1.025430611613e-06,9.881772818532e-06,2.201258935377e-01,6.411148960102e-05,7.250696039807e-01,1.691625930955e+01
1.346250000000e-02,3.009339421297e+02,5.459688111039e-02,1.284539723624e-06,1.178011251991e-05,2.201185860561e-01,7.540522849697e-05,7.250626811742e-01,2.360060623329e+01
1.347500000000e-02,3.010999373108e+02,5.459016528118e-02,1.611555880112e-06,1.405751454618e-05,2.201099920062e-01,8.876617778729e-05,7.250551051069e-01,3.298585180211e+01
1.348750000000e-02,3.012963349974e+02,5.458234656494e-02,2.024207884518e-06,1.678931561946e-05,2.200998625821e-01,1.045701075153e-04,7.250467928238e-01,4.617173383170e+01
1.350000000000e-02,3.015286516208e+02,5.457323681505e-02,2.544819313823e-06,2.006567496615e-05,2.200878998955e-01,1.232600423927e-04,7.250376490803e-01,6.470636062001e+01
1.351250000000e-02,3.018033863097e+02,5.456261584022e-02,3.201482756676e-06,2.399442766356e-05,2.200737474195e-01,1.453578798827e-04,7.250275645003e-01,9.076817332878e+01
1.352500000000e-02,3.021281893201e+02,5.455022612150e-02,4.029526052349e-06,2.870446109883e-05,2.200569786560e-01,1.714778493578e-04,7.250164134965e-01,1.274208921488e+02
1.353750000000e-02,3.025120568639e+02,5.453576673368e-02,5.073339230394e-06,3.434969963213e-05,2.200370837336e-01,2.023420381727e-04,7.250040519385e-01,1.789700378534e+02
1.355000000000e-02,3.029655555391e+02,5.451888638020e-02,6.388645129706e-06,4.111379188955e-05,2.200134536127e-01,2.387982109824e-04,7.249903145643e-01,2.514603316794e+02
1.356250000000e-02,3.035010795666e+02,5.449917545289e-02,8.045313007503e-06,4.921560346669e-05,2.199853615416e-01,2.818401354446e-04,7.249750121430e-01,3.533676718836e+02
1.357500000000e-02,3.041331438750e+02,5.447615703479e-02,1.013083265820e-05,5.891562406384e-05,2.199519413903e-01,3.326305941352e-04,7.249579284143e-01,4.965585220036e+02
1.358750000000e-02,3.048787156230e+02,5.444927678017e-02,1.275458616296e-05,7.052340058607e-05,2.199121624800e-01,3.925272008370e-04,7.249388168599e-01,6.976146251494e+02
1.360000000000e-02,3.057575859374e+02,5.441789163303e-02,1.605307443009e-05,8.440610433354e-05,2.198648005400e-01,4.631110390838e-04,7.249173973986e-01,9.796529858686e+02
1.361250000000e-02,3.067927823050e+02,5.438125738819e-02,2.019627454827e-05,1.009983282002e-04,2.198084044702e-01,5.462179898820e-04,7.248933531517e-01,1.374808332178e+03
1.361875000000e-02,3.073791384646e+02,5.436064695051e-02,2.266423734922e-05,1.105041987215e-04,2.197761703749e-01,5.932727142758e-04,7.248802099103e-01,1.629688136773e+03
1.362500000000e-02,3.080172144198e+02,5.433831940465e-02,2.544606332717e-05,1.209313645738e-04,2.197408607924e-01,6.444626699281e-04,7.248662418469e-01,1.932563058279e+03
1.363125000000e-02,3.087113714839e+02,5.431413592135e-02,2.858061778478e-05,1.323661229493e-04,2.197021862176e-01,7.001330546123e-04,7.248513933772e-01,2.292352073372e+03
1.363750000000e-02,3.094663040409e+02,5.428794747097e-02,3.211134656708e-05,1.449022892909e-04,2.196598316870e-01,7.606546225802e-04,7.248356057952e-01,2.719580083544e+03
1.364375000000e-02,3.102870589966e+02,5.425959425687e-02,3.608676570808e-05,1.586417479224e-04,2.196134549026e-01,8.264250034045e-04,7.248188172522e-01,3.226655394919e+03
1.365000000000e-02,3.111790553173e+02,5.422890514889e-02,4.056099279389e-05,1.736950239792e-04,2.195626842853e-01,8.978699863497e-04,7.248009627687e-01,3.828188725830e+03
1.365625000000e-02,3.121481034374e+02,5.419569712342e-02,4.559432136150e-05,1.901818738077e-04,2.195071169684e-01,9.754447478503e-04,7.247819742869e-01,4.541360672197e+03
1.366250000000e-02,3.132004242849e+02,5.415977471733e-02,5.125383917808e-05,2.082318901769e-04,2.194463167439e-01,1.059634996356e-03,7.247617807714e-01,5.386344475597e+03
1.366875000000e-02,3.143426676246e+02,5.412092950450e-02,5.761409064523e-05,2.279851177293e-04,2.193798119792e-01,1.150958005422e-03,7.247403083668e-01,6.386791444952e+03
1.367500000000e-02,3.155819293791e+02,5.407893960431e-02,6.475778283109e-05,2.495926731027e-04,2.193070935249e-01,1.249963502556e-03,7.247174806195e-01,7.570387142179e+03
1.368125000000e-02,3.169257675410e+02,5.403356923306e-02,7.277653374210e-05,2.732173630813e-04,2.192276126360e-01,1.357234378167e-03,7.246932187749e-01,8.969487389158e+03
1.368750000000e-02,3.183822162420e+02,5.398456830986e-02,8.177166039896e-05,2.990342930182e-04,2.191407789376e-01,1.473387176074e-03,7.246674421577e-01,1.062184430906e+04
1.369375000000e-02,3.199597975049e+02,5.393167212996e-02,9.185500307690e-05,3.272314566222e-04,2.190459584641e-01,1.599072324702e-03,7.246400686458e-01,1.257143404514e+04
1.370000000000e-02,3.216675301599e+02,5.387460111877e-02,1.031497807159e-04,3.580102970688e-04,2.189424718110e-01,1.734974066480e-03,7.246110152468e-01,1.486939960539e+04
1.370625000000e-02,3.235149353755e+02,5.381306068079e-02,1.157914710172e-04,3.915862283146e-04,2.188295924369e-01,1.881810042360e-03,7.245801987848e-01,1.757512459885e+04
1.371250000000e-02,3.255120382258e+02,5.374674115764e-02,1.299287071458e-04,4.281891045169e-04,2.187065451603e-01,2.040330488945e-03,7.245475367052e-01,2.075745663352e+04
1.371875000000e-02,3.276693647047e+02,5.367531790926e-02,1.457241812912e-04,4.680636246554e-04,2.185725048966e-01,2.211317007917e-03,7.245129480031e-01,2.449610304242e+04
1.372500000000e-02,3.299979335960e+02,5.359845153195e-02,1.633555436546e-04,5.114696588787e-04,2.184265956823e-01,2.395580871276e-03,7.244763542771e-01,2.888322660387e+04
1.373125000000e-02,3.325092426267e+02,5.351578822552e-02,1.830162837975e-04,5.586824828296e-04,2.182678900351e-01,2.593960831796e-03,7.244376809103e-01,3.402527515929e+04
1.373750000000e-02,3.352152483738e+02,5.342696032022e-02,2.049165797774e-04,6.099929063114e-04,2.180954086968e-01,2.807320416055e-03,7.243968583726e-01,4.004508611888e+04
1.374375000000e-02,3.381283394564e+02,5.333158697158e-02,2.292840992048e-04,6.657072832105e-04,2.179081208023e-01,3.036544687558e-03,7.243538236338e-01,4.708430175793e+04
1.374687500000e-02,3.396676526137e+02,5.328129090129e-02,2.424877619448e-04,6.953409829031e-04,2.178085023909e-01,3.157467482318e-03,7.243314489956e-01,5.104328386785e+04
1.375000000000e-02,3.412647562549e+02,5.322917400347e-02,2.564233545407e-04,7.262258003531e-04,2.177046758477e-01,3.282784730441e-03,7.243084904925e-01,5.532589540529e+04
1.375312500000e-02,3.429213728440e+02,5.317518335752e-02,2.711265862871e-04,7.584062657010e-04,2.175964914501e-01,3.412615962957e-03,7.242849424727e-01,5.995747526678e+04
