Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,2.946677684090e-02,4.954136536739e-10,2.585496343726e-09,2.260460521909e-01,5.915871295576e-08,7.444868052548e-01,-1.586090538658e+03
6.400000000000e-03,3.000103110648e+02,2.946638342366e-02,1.102501620371e-08,4.435454771469e-08,2.260454714867e-01,9.341466146343e-07,7.444855469529e-01,-1.762088865587e-03
8.000000000000e-03,3.000370140611e+02,2.946547974209e-02,4.851569689845e-08,1.602423225578e-07,2.260442621726e-01,3.174662050754e-06,7.444840607117e-01,3.676657134623e-04
8.800000000000e-03,3.000878384064e+02,2.946384661411e-02,1.416790101965e-07,3.936326169331e-07,2.260420397320e-01,7.399975529644e-06,7.444822711910e-01,1.014215446223e-03
9.600000000000e-03,3.002334692977e+02,2.945931775606e-02,4.803639288386e-07,1.096644367613e-06,2.260355781813e-01,1.940902505428e-05,7.444785163527e-01,3.678630100033e-03
9.800000000000e-03,3.003125557860e+02,2.945691304748e-02,7.057236428087e-07,1.494777104493e-06,2.260319641928e-01,2.588639413687e-05,7.444768604610e-01,5.769219524098e-03
1.000000000000e-02,3.004286154147e+02,2.945342606752e-02,1.080349259362e-06,2.093810859189e-06,2.260265415278e-01,3.535354460948e-05,7.444746709445e-01,9.758253390773e-03
1.040000000000e-02,3.008236506077e+02,2.944173300504e-02,2.575240567088e-06,4.199720904757e-06,2.260075021135e-01,6.740506508038e-05,7.444681328204e-01,3.155467107870e-02
1.060000000000e-02,3.011595217641e+02,2.943193229917e-02,4.064957986740e-06,6.048989415578e-06,2.259907652289e-01,9.450607537109e-05,7.444632240366e-01,6.068463310351e-02
1.080000000000e-02,3.016518848334e+02,2.941771756691e-02,6.538910155474e-06,8.828696440927e-06,2.259655532113e-01,1.340581940440e-04,7.444566603203e-01,1.217402578131e-01
1.100000000000e-02,3.023729919142e+02,2.939711553064e-02,1.064284841022e-05,1.300318519491e-05,2.259275803828e-01,1.917150680928e-04,7.444478873086e-01,2.519805860100e-01
1.120000000000e-02,3.034277086248e+02,2.936729095993e-02,1.743980246987e-05,1.926402183509e-05,2.258704299685e-01,2.756224500755e-04,7.444361852567e-01,5.329489137835e-01
1.130000000000e-02,3.041372870370e+02,2.934739154324e-02,2.250401733610e-05,2.356312393421e-05,2.258310577795e-01,3.318240466653e-04,7.444288840651e-01,7.855567541796e-01
1.140000000000e-02,3.050095541070e+02,2.932307518638e-02,2.921594566090e-05,2.892757182013e-05,2.257818005235e-01,4.006742143317e-04,7.444203921843e-01,1.167969239750e+00
1.150000000000e-02,3.060808720717e+02,2.929338645028e-02,3.810253115761e-05,3.561564336924e-05,2.257202230239e-01,4.849225014815e-04,7.444105380002e-01,1.748493265108e+00
1.160000000000e-02,3.073944621796e+02,2.925719796351e-02,4.984062078692e-05,4.393897009523e-05,2.256433747207e-01,5.878129515414e-04,7.443991328099e-01,2.632230768596e+00
1.170000000000e-02,3.090046726651e+02,2.921309714281e-02,6.534442060187e-05,5.429588589204e-05,2.255474743137e-01,7.133947400294e-04,7.443859639116e-01,3.978309918295e+00
1.180000000000e-02,3.109734580642e+02,2.915948994398e-02,8.575053498846e-05,6.714826886282e-05,2.254281189179e-01,8.662208896866e-04,7.443708229592e-01,6.029614777794e+00
1.185000000000e-02,3.121223494696e+02,2.912835001960e-02,9.837658252571e-05,7.473697182250e-05,2.253574765349e-01,9.550530327123e-04,7.443624122350e-01,7.440916308703e+00
1.190000000000e-02,3.133974890477e+02,2.909389787029e-02,1.129750613628e-04,8.322872690073e-05,2.252782943655e-01,1.053356931649e-03,7.443533990739e-01,9.195322230319e+00
1.195000000000e-02,3.148127137416e+02,2.905578134599e-02,1.298558227621e-04,9.273148767560e-05,2.251895344291e-01,1.162123500110e-03,7.443437509612e-01,1.137742704321e+01
1.200000000000e-02,3.163814264472e+02,2.901366401919e-02,1.493413780214e-04,1.033511594776e-04,2.250901746108e-01,1.282292753662e-03,7.443334438491e-01,1.409009367879e+01
1.205000000000e-02,3.181200380196e+02,2.896713110084e-02,1.718327494127e-04,1.152183490024e-04,2.249789550379e-01,1.415018761278e-03,7.443224490579e-01,1.746311468171e+01
1.210000000000e-02,3.200442713444e+02,2.891579097934e-02,1.977440408600e-04,1.284599091285e-04,2.248546474766e-01,1.561380426480e-03,7.443107488120e-01,2.165319027692e+01
1.212500000000e-02,3.210834839769e+02,2.888813017042e-02,2.121790770216e-04,1.356564815937e-04,2.247870000655e-01,1.640195864921e-03,7.443046206339e-01,2.412206912218e+01
1.215000000000e-02,3.221774925333e+02,2.885905789254e-02,2.276995996733e-04,1.432651123833e-04,2.247154161031e-01,1.722996535863e-03,7.442983050684e-01,2.687836189488e+01
1.220000000000e-02,3.245380006283e+02,2.879647631917e-02,2.622338444064e-04,1.597861753599e-04,2.245597837849e-01,1.901095228113e-03,7.442851133892e-01,3.337171405815e+01
1.222500000000e-02,3.258105829443e+02,2.876281740481e-02,2.814291581941e-04,1.687490167080e-04,2.244752452396e-01,1.996794975598e-03,7.442782355890e-01,3.719365204736e+01
1.225000000000e-02,3.271488195896e+02,2.872747827684e-02,3.020391565954e-04,1.782147248803e-04,2.243858870350e-01,2.097199880656e-03,7.442711685222e-01,4.145727557834e+01
1.227500000000e-02,3.285560644024e+02,2.869037537419e-02,3.241687778070e-04,1.882116859859e-04,2.242914331034e-01,2.202531924973e-03,7.442639121241e-01,4.621424064111e+01
1.230000000000e-02,3.300350121802e+02,2.865144333952e-02,3.479108146742e-04,1.987630934786e-04,2.241916567823e-01,2.312960627092e-03,7.442564690932e-01,5.151866661579e+01
1.232500000000e-02,3.315892262444e+02,2.861059367484e-02,3.733823871078e-04,2.098995050263e-04,2.240862605415e-01,2.428717912846e-03,7.442488410016e-01,5.743410440278e+01
1.235000000000e-02,3.332215626780e+02,2.856775734713e-02,4.006869964092e-04,2.216458555673e-04,2.239750004531e-01,2.549979734115e-03,7.442410321979e-01,6.402704630307e+01
