Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,5.045267563446e-02,-2.959127981500e-11,-4.874972594146e-13,2.211583247131e-01,-1.935837826277e-13,7.283889995979e-01,-1.972171121791e+04
6.400000000000e-03,2.999999989363e+02,5.045267544770e-02,-3.213090391510e-11,-4.746682860985e-11,2.211583243206e-01,-1.727461787715e-11,7.283889978267e-01,-4.680291064129e-02
9.600000000000e-03,2.999999987055e+02,5.045267338560e-02,-3.213105692394e-11,-4.725738558931e-11,2.211583195017e-01,-1.678059860361e-11,7.283889798140e-01,2.590926286734e-03
1.120000000000e-02,2.999999985803e+02,5.045266238427e-02,-3.213082239263e-11,-4.716037471168e-11,2.211582938040e-01,-1.475370072374e-11,7.283888837218e-01,2.972018385064e-03
1.160000000000e-02,2.999999986133e+02,5.045264855092e-02,-3.212955884825e-11,-4.681564373596e-11,2.211582614968e-01,-8.202893659459e-12,7.283887629134e-01,3.158693901626e-03
1.180000000000e-02,2.999999987785e+02,5.045263326868e-02,-3.212515588298e-11,-4.586436605352e-11,2.211582258176e-01,8.551515791636e-12,7.283886295016e-01,3.266221009932e-03
1.190000000000e-02,2.999999990550e+02,5.045262100220e-02,-3.211639413834e-11,-4.431030436742e-11,2.211581971945e-01,3.432610232606e-11,7.283885224828e-01,3.323205895672e-03
1.200000000000e-02,2.999999997325e+02,5.045260377809e-02,-3.209023068379e-11,-4.040634881339e-11,2.211581570337e-01,9.584071418016e-11,7.283883723451e-01,3.382735569658e-03
1.210000000000e-02,3.000000013732e+02,5.045257957812e-02,-3.201210866292e-11,-3.059877824824e-11,2.211581006782e-01,2.426902145943e-10,7.283881617098e-01,3.444940274741e-03
1.220000000000e-02,3.000000053264e+02,5.045254554277e-02,-3.177884916240e-11,-5.959782664792e-12,2.211580215810e-01,5.932891050822e-10,7.283878661856e-01,3.510472413622e-03
1.230000000000e-02,3.000000148320e+02,5.045249759462e-02,-3.108238649693e-11,5.593932790731e-11,2.211579105247e-01,1.430366381239e-09,7.283874515270e-01,3.581100278691e-03
1.240000000000e-02,3.000000376682e+02,5.045242985934e-02,-2.900292397729e-11,2.114442042156e-10,2.211577544948e-01,3.428968300877e-09,7.283868696243e-01,3.661198327275e-03
1.250000000000e-02,3.000000925071e+02,5.045233373528e-02,-2.279423082017e-11,6.021064999112e-10,2.211575350261e-01,8.200835188983e-09,7.283860528220e-01,3.761389071766e-03
1.260000000000e-02,3.000002241707e+02,5.045219631171e-02,-4.256954790573e-12,1.583531625396e-09,2.211572256929e-01,1.959415077831e-08,7.283849058141e-01,3.907549049943e-03
1.270000000000e-02,3.000005402415e+02,5.045199750360e-02,5.108939856862e-11,4.049069706063e-09,2.211567881170e-01,4.679682574950e-08,7.283832939565e-01,4.160768952343e-03
1.280000000000e-02,3.000012989052e+02,5.045170452130e-02,2.163351465586e-10,1.024299674946e-08,2.211561651776e-01,1.117459559766e-07,7.283810261171e-01,4.681508345040e-03
1.290000000000e-02,3.000031196620e+02,5.045126058132e-02,7.097026394226e-10,2.580341954807e-08,2.211552684931e-01,2.668189252163e-07,7.283778288438e-01,5.914037059110e-03
1.295000000000e-02,3.000049856942e+02,5.045094267641e-02,1.323745613737e-09,4.240734556505e-08,2.211546631958e-01,4.250457142770e-07,7.283757331545e-01,7.274496623102e-03
1.300000000000e-02,3.000081573210e+02,5.045052218109e-02,2.547404396497e-09,7.156523344941e-08,2.211539053358e-01,6.930477308751e-07,7.283731964316e-01,9.864995919322e-03
1.305000000000e-02,3.000135474759e+02,5.044995265046e-02,4.985880850252e-09,1.227687641643e-07,2.211529409110e-01,1.146983118727e-06,7.283701170528e-01,1.513515233060e-02
1.310000000000e-02,3.000227068705e+02,5.044916105651e-02,9.845156478177e-09,2.126855863140e-07,2.211516873299e-01,1.915840812496e-06,7.283663643800e-01,2.668161660517e-02
1.315000000000e-02,3.000382688830e+02,5.044803093117e-02,1.952828341220e-08,3.705835182883e-07,2.211500141540e-01,3.218077889285e-06,7.283617672739e-01,5.393731142385e-02
