Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,4.248902762375e-02,8.913259300535e-12,-2.392203368684e-13,2.230131315684e-01,-1.458486966453e-14,7.344978398633e-01,2.690146001387e+03
6.400000000000e-03,2.999999998985e+02,4.248902640783e-02,-9.679963555565e-12,-1.731256854739e-11,2.230131281425e-01,-9.773663281814e-13,7.344978261386e-01,-4.961410075254e-03
9.600000000000e-03,3.000000002101e+02,4.248901709348e-02,-9.665323239927e-12,-1.575922904681e-11,2.230131021530e-01,2.727524358935e-11,7.344977215033e-01,-3.965898955513e-04
1.120000000000e-02,3.000000042838e+02,4.248897911304e-02,-9.398924415246e-12,5.694949827838e-12,2.230129965254e-01,4.060256850783e-10,7.344972964210e-01,-4.105600151754e-04
1.160000000000e-02,3.000000158371e+02,4.248894107594e-02,-8.356441028243e-12,7.090730575770e-11,2.230128915603e-01,1.470976823997e-09,7.344968745197e-01,-4.100008395379e-04
1.180000000000e-02,3.000000395309e+02,4.248890453429e-02,-5.543885507772e-12,2.126604604176e-10,2.230127920232e-01,3.637613875574e-09,7.344964753891e-01,-4.074797939607e-04
1.190000000000e-02,3.000000697492e+02,4.248887754302e-02,-1.046706774757e-12,4.021637622869e-10,2.230127197479e-01,6.383074921351e-09,7.344961866320e-01,-4.040986682367e-04
1.200000000000e-02,3.000001312068e+02,4.248884156736e-02,1.004013260470e-11,8.031161347948e-10,2.230126253990e-01,1.193672673759e-08,7.344958115989e-01,-3.971390902165e-04
1.210000000000e-02,3.000002561962e+02,4.248879297452e-02,3.737238659429e-11,1.651454534352e-09,2.230125017319e-01,2.317088891921e-08,7.344953241129e-01,-3.828946778992e-04
1.220000000000e-02,3.000005103873e+02,4.248872609400e-02,1.047543005076e-10,3.446378184455e-09,2.230123385766e-01,4.589581191524e-08,7.344946896641e-01,-3.537453970569e-04
1.230000000000e-02,3.000010273209e+02,4.248863166021e-02,2.708703190720e-10,7.244103149058e-09,2.230121211013e-01,9.186473975817e-08,7.344938623829e-01,-2.938169327958e-04
1.240000000000e-02,3.000020785382e+02,4.248849384767e-02,6.803948404360e-10,1.527939745377e-08,2.230118265849e-01,1.848527042399e-07,7.344927805803e-01,-1.782878300467e-04
1.250000000000e-02,3.000042161468e+02,4.248828454324e-02,1.689992144938e-09,3.228063987303e-08,2.230114181617e-01,3.729529124102e-07,7.344913599137e-01,9.398008345936e-05
1.260000000000e-02,3.000085625922e+02,4.248795216847e-02,4.178937039344e-09,6.825221211306e-08,2.230108323089e-01,7.534496469381e-07,7.344894824797e-01,8.085279483603e-04
1.270000000000e-02,3.000173995031e+02,4.248739971750e-02,1.031484256256e-08,1.443612334907e-07,2.230099532692e-01,1.523127527415e-06,7.344869786942e-01,2.997293315540e-03
1.280000000000e-02,3.000353638332e+02,4.248644141388e-02,2.544113929418e-08,3.053910295380e-07,2.230085599991e-01,3.080015252243e-06,7.344835961082e-01,1.058044577372e-02
1.290000000000e-02,3.000718762952e+02,4.248471693642e-02,6.272877269595e-08,6.460812102303e-07,2.230062150998e-01,6.229085455712e-06,7.344789441776e-01,3.928527303888e-02
1.295000000000e-02,3.001042645894e+02,4.248330304050e-02,1.018555190090e-07,9.589459556307e-07,2.230043528699e-01,9.011068208515e-06,7.344759064880e-01,8.113349071733e-02
1.300000000000e-02,3.001533603710e+02,4.248126131030e-02,1.696354043421e-07,1.446290829373e-06,2.230016870965e-01,1.321500857360e-05,7.344721973609e-01,1.741015339136e-01
1.305000000000e-02,3.002277697880e+02,4.247829168277e-02,2.870395747557e-07,2.205358264584e-06,2.229978018091e-01,1.956703151529e-05,7.344676140337e-01,3.846573292075e-01
1.310000000000e-02,3.003405192438e+02,4.247394746044e-02,4.903679931706e-07,3.387498402565e-06,2.229920523712e-01,2.916315571449e-05,7.344618764282e-01,8.675733727629e-01
