Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.503176010740e-02,2.294081824690e-01,7.555600574244e-01,1.290078774696e-14,1.594951833596e+01
8.800000000000e-03,3.000000017250e+02,1.503154940062e-02,2.294082315541e-01,7.555602190418e-01,2.814507752533e-12,3.902067120560e-04
1.200000000000e-02,3.000000695223e+02,1.502781918968e-02,2.294091000077e-01,7.555630806157e-01,1.527616510248e-10,1.814624036353e-02
1.280000000000e-02,3.000006924623e+02,1.501206571284e-02,2.294127628584e-01,7.555751691622e-01,1.996965445953e-09,2.086166200994e-01
1.310000000000e-02,3.000032257146e+02,1.498034658066e-02,2.294201214568e-01,7.555995187802e-01,1.202292842049e-08,9.988756542401e-01
1.325000000000e-02,3.000095985551e+02,1.493615436986e-02,2.294303434265e-01,7.556334540122e-01,4.481170877221e-08,2.971423335844e+00
1.328750000000e-02,3.000138699700e+02,1.491688616559e-02,2.294347846095e-01,7.556482523816e-01,7.195245767394e-08,4.279962863164e+00
1.332500000000e-02,3.000210168424e+02,1.489188625504e-02,2.294405294847e-01,7.556674525798e-01,1.241975617646e-07,6.443261636570e+00
1.336250000000e-02,3.000329737030e+02,1.485945676725e-02,2.294479525678e-01,7.556923540223e-01,2.246847080286e-07,1.002093953996e+01
1.340000000000e-02,3.000529910600e+02,1.481739386008e-02,2.294575322863e-01,7.557246360854e-01,4.180112908047e-07,1.593604267612e+01
1.340937500000e-02,3.000601033820e+02,1.480492709182e-02,2.294603579043e-01,7.557341981602e-01,4.942240178921e-07,1.802682436208e+01
1.341875000000e-02,3.000684152368e+02,1.479153559290e-02,2.294633848091e-01,7.557444655452e-01,5.880258452160e-07,2.045252150271e+01
1.343750000000e-02,3.000892462044e+02,1.476177490325e-02,2.294700824722e-01,7.557672672725e-01,8.405260753689e-07,2.648355704275e+01
1.345625000000e-02,3.001171128125e+02,1.472760464449e-02,2.294777227167e-01,7.557934160943e-01,1.209486143635e-06,3.448813887494e+01
1.347500000000e-02,3.001544005994e+02,1.468837601483e-02,2.294864248565e-01,7.558233864293e-01,1.748559218822e-06,4.511007421815e+01
1.348437500000e-02,3.001777753715e+02,1.466658517426e-02,2.294912218985e-01,7.558400063798e-01,2.111303565881e-06,5.173432911339e+01
1.349375000000e-02,3.002051072040e+02,1.464318391108e-02,2.294963410956e-01,7.558578287648e-01,2.557633749106e-06,5.943659177824e+01
1.351250000000e-02,3.002736661046e+02,1.459120010355e-02,2.295075977044e-01,7.558973201110e-01,3.758566209388e-06,7.861840381162e+01
1.352187500000e-02,3.003166660820e+02,1.456233187711e-02,2.295137727585e-01,7.559191825319e-01,4.566450941886e-06,9.060510121664e+01
1.353125000000e-02,3.003669651456e+02,1.453133701306e-02,2.295203355344e-01,7.559425931790e-01,5.560243944659e-06,1.045641982887e+02
1.354062500000e-02,3.004258088336e+02,1.449806123760e-02,2.295272997260e-01,7.559676489109e-01,6.782622145569e-06,1.208436271531e+02
1.355000000000e-02,3.004946566696e+02,1.446233955593e-02,2.295346767163e-01,7.559944496112e-01,8.286018160633e-06,1.398495343357e+02
1.355625000000e-02,3.005470622303e+02,1.443706759405e-02,2.295398284074e-01,7.560133437582e-01,9.480263509017e-06,1.543067197898e+02
1.356250000000e-02,3.006054151134e+02,1.441055991646e-02,2.295451682091e-01,7.560330980581e-01,1.085738544660e-05,1.703927885204e+02
1.356875000000e-02,3.006703941510e+02,1.438275741986e-02,2.295506956557e-01,7.560537434890e-01,1.244529153373e-05,1.883099866452e+02
1.357500000000e-02,3.007427565357e+02,1.435359842850e-02,2.295564087503e-01,7.560753107258e-01,1.427613782498e-05,2.082882140945e+02
1.357812500000e-02,3.007820219053e+02,1.433848564504e-02,2.295593334610e-01,7.560864518455e-01,1.529659987872e-05,2.191492947601e+02
1.358125000000e-02,3.008235196076e+02,1.432300484568e-02,2.295623024236e-01,7.560978368144e-01,1.639506678987e-05,2.306381711560e+02
1.358750000000e-02,3.009135960202e+02,1.429091401233e-02,2.295683702427e-01,7.561213481873e-01,1.884360607456e-05,2.556261333610e+02
1.359375000000e-02,3.010139253234e+02,1.425726370651e-02,2.295746044975e-01,7.561458694479e-01,2.166601573458e-05,2.835998808687e+02
1.360000000000e-02,3.011256815305e+02,1.422198069396e-02,2.295809934951e-01,7.561714273471e-01,2.491906167305e-05,3.149647260831e+02
1.360625000000e-02,3.012501738608e+02,1.418498865539e-02,2.295875219308e-01,7.561980465797e-01,2.866804353598e-05,3.502018584073e+02
1.361250000000e-02,3.013888623425e+02,1.414620810923e-02,2.295941702437e-01,7.562257492120e-01,3.298805468618e-05,3.898836938959e+02
1.361875000000e-02,3.015433752009e+02,1.410555634121e-02,2.296009138683e-01,7.562545540206e-01,3.796542196300e-05,4.346962129145e+02
1.362500000000e-02,3.017155282223e+02,1.406294734185e-02,2.296077223537e-01,7.562844756806e-01,4.369934915397e-05,4.854701101347e+02
1.362812500000e-02,3.018089776453e+02,1.404087436075e-02,2.296111367252e-01,7.562998598846e-01,4.689313918297e-05,5.134594692929e+02
1.363125000000e-02,3.019077649897e+02,1.401827186187e-02,2.296145492005e-01,7.563155270487e-01,5.032929764089e-05,5.433730863034e+02
1.363437500000e-02,3.020121967394e+02,1.399512785051e-02,2.296179531756e-01,7.563314770766e-01,5.402604880105e-05,5.753849603346e+02
1.363750000000e-02,3.021225968010e+02,1.397143018927e-02,2.296213413670e-01,7.563477093197e-01,5.800295480360e-05,6.096872155785e+02
1.364062500000e-02,3.022393077575e+02,1.394716639902e-02,2.296247058002e-01,7.563642226838e-01,6.228101690028e-05,6.464934293648e+02
1.364375000000e-02,3.023626918795e+02,1.392232392294e-02,2.296280376809e-01,7.563810153724e-01,6.688279270820e-05,6.860426033677e+02
1.364687500000e-02,3.024931321146e+02,1.389688986291e-02,2.296313274095e-01,7.563980850524e-01,7.183247793848e-05,7.286026540959e+02
1.365000000000e-02,3.026310336366e+02,1.387085116860e-02,2.296345644449e-01,7.564154286368e-01,7.715606538448e-05,7.744752606828e+02
1.365312500000e-02,3.027768247132e+02,1.384419456140e-02,2.296377372678e-01,7.564330423032e-01,8.288143622752e-05,8.240007587596e+02
1.365625000000e-02,3.029309581345e+02,1.381690655013e-02,2.296408332934e-01,7.564509214189e-01,8.903850295461e-05,8.775639559819e+02
1.365937500000e-02,3.030939125907e+02,1.378897343381e-02,2.296438387862e-01,7.564690604763e-01,9.565935103711e-05,9.356008781347e+02
1.366250000000e-02,3.032661941230e+02,1.376038130507e-02,2.296467387688e-01,7.564874530257e-01,1.027783896485e-04,9.986065984001e+02
1.366562500000e-02,3.034483376497e+02,1.373111605424e-02,2.296495169239e-01,7.565060916035e-01,1.104325118834e-04,1.067144341005e+03
1.366875000000e-02,3.036409085720e+02,1.370116337414e-02,2.296521554897e-01,7.565249676572e-01,1.186612649474e-04,1.141856082066e+03
1.367187500000e-02,3.038445044614e+02,1.367050876563e-02,2.296546351469e-01,7.565440714651e-01,1.275070307918e-04,1.223474909909e+03
