Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.417684046225e-02,2.296073011333e-01,7.562158584015e-01,-9.553667834953e-15,6.480440459946e+00
4.400000000000e-03,3.000000000126e+02,1.417683099428e-02,2.296073032895e-01,7.562158657147e-01,-8.631490608047e-13,-1.426418526644e-03
1.040000000000e-02,3.000000024259e+02,1.417638109117e-02,2.296074056651e-01,7.562162132358e-01,3.849346643956e-12,5.418760800432e-04
1.200000000000e-02,3.000000394474e+02,1.417329375076e-02,2.296081079026e-01,7.562185982271e-01,9.714623883127e-11,1.217473874643e-02
1.240000000000e-02,3.000001865810e+02,1.416749846567e-02,2.296094248284e-01,7.562230760352e-01,5.867107854193e-10,6.165875305890e-02
1.280000000000e-02,3.000012112480e+02,1.414661875745e-02,2.296141619656e-01,7.562392137416e-01,5.036767131175e-09,4.041733901552e-01
1.295000000000e-02,3.000031717860e+02,1.412478112445e-02,2.296191031748e-01,7.562560984425e-01,1.599563187725e-08,1.054358009880e+00
1.310000000000e-02,3.000095237375e+02,1.408164604152e-02,2.296288297961e-01,7.562894601463e-01,6.027571252339e-08,3.119278577624e+00
1.317500000000e-02,3.000180402406e+02,1.404431196538e-02,2.296372092359e-01,7.563183387932e-01,1.329117544125e-07,5.834519634577e+00
1.325000000000e-02,3.000361177188e+02,1.398880059553e-02,2.296496025562e-01,7.563612664961e-01,3.159803133388e-07,1.147867333245e+01
1.326875000000e-02,3.000438108286e+02,1.397070150945e-02,2.296536201594e-01,7.563752555314e-01,4.052479987727e-07,1.384780441030e+01
1.328750000000e-02,3.000536668463e+02,1.395040213496e-02,2.296581093198e-01,7.563909383913e-01,5.284468809709e-07,1.684940042003e+01
1.332500000000e-02,3.000817006742e+02,1.390240692935e-02,2.296686595635e-01,7.564279843816e-01,9.152542974727e-07,2.526781002165e+01
1.334375000000e-02,3.001016401772e+02,1.387403898168e-02,2.296748480520e-01,7.564498512635e-01,1.218886355264e-06,3.118408492529e+01
1.336250000000e-02,3.001272021420e+02,1.384223045271e-02,2.296817399359e-01,7.564743371595e-01,1.637836200837e-06,3.868659493907e+01
1.338125000000e-02,3.001599787958e+02,1.380656730502e-02,2.296894044861e-01,7.565017421355e-01,2.215849944005e-06,4.820793787302e+01
1.340000000000e-02,3.002020160768e+02,1.376658666986e-02,2.296979138760e-01,7.565323952965e-01,3.013234910034e-06,6.029489104032e+01
1.340937500000e-02,3.002274921112e+02,1.374478225363e-02,2.297025125148e-01,7.565490759666e-01,3.525421875932e-06,6.756850303459e+01
1.341875000000e-02,3.002565725901e+02,1.372166012542e-02,2.297073534921e-01,7.565667327043e-01,4.134756697422e-06,7.581917431479e+01
1.342812500000e-02,3.002897700980e+02,1.369714164844e-02,2.297124450377e-01,7.565854171450e-01,4.859632844605e-06,8.518507176698e+01
1.343750000000e-02,3.003276706119e+02,1.367114364934e-02,2.297177947068e-01,7.566051825947e-01,5.721915771759e-06,9.582029759228e+01
1.344687500000e-02,3.003709440980e+02,1.364357818275e-02,2.297234091199e-01,7.566260838602e-01,6.747594875622e-06,1.079004569205e+02
1.345625000000e-02,3.004203566532e+02,1.361435228834e-02,2.297292936446e-01,7.566481770214e-01,7.967556745604e-06,1.216267288775e+02
