Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,2.182013584365e-02,1.963325275362e-04,6.618431667733e-05,2.266951680156e-01,1.251264440609e-03,7.499630407288e-01,2.211538164235e+00
1.000000000000e-04,3.003962370021e+02,2.181044638857e-02,2.025498658065e-04,6.777955029954e-05,2.266698364527e-01,1.278817594511e-03,7.499625239853e-01,3.194643971091e-03
2.000000000000e-04,3.008009015590e+02,2.180055577116e-02,2.089567736271e-04,6.941157071674e-05,2.266439069858e-01,1.306940110091e-03,7.499620060452e-01,3.371594588518e-03
3.000000000000e-04,3.012141554247e+02,2.179046024712e-02,2.155586535618e-04,7.108115297009e-05,2.266173666980e-01,1.335642192621e-03,7.499614870671e-01,3.519718609764e-03
4.000000000000e-04,3.016361627357e+02,2.178015601986e-02,2.223610432961e-04,7.278908530866e-05,2.265902024457e-01,1.364934167421e-03,7.499609672171e-01,3.671469259441e-03
5.000000000000e-04,3.020670900175e+02,2.176963924051e-02,2.293696181054e-04,7.453616929067e-05,2.265624008571e-01,1.394826478759e-03,7.499604466697e-01,3.829906215026e-03
6.000000000000e-04,3.025071061887e+02,2.175890600785e-02,2.365901933279e-04,7.632321987541e-05,2.265339483298e-01,1.425329688625e-03,7.499599256075e-01,3.995962871626e-03
7.000000000000e-04,3.029563825642e+02,2.174795236834e-02,2.440287268379e-04,7.815106551020e-05,2.265048310300e-01,1.456454475385e-03,7.499594042219e-01,4.170149535638e-03
8.000000000000e-04,3.034150928569e+02,2.173677431618e-02,2.516913215163e-04,8.002054821206e-05,2.264750348905e-01,1.488211632314e-03,7.499588827136e-01,4.352895991982e-03
9.000000000000e-04,3.038834131781e+02,2.172536779339e-02,2.595842277159e-04,8.193252364375e-05,2.264445456095e-01,1.520612065995e-03,7.499583612925e-01,4.544629370870e-03
1.000000000000e-03,3.043615220359e+02,2.171372868989e-02,2.677138457192e-04,8.388786118415e-05,2.264133486490e-01,1.553666794596e-03,7.499578401785e-01,4.745792628862e-03
1.100000000000e-03,3.048496003327e+02,2.170185284371e-02,2.760867281864e-04,8.588744399244e-05,2.263814292342e-01,1.587386946011e-03,7.499573196014e-01,4.956849627171e-03
1.200000000000e-03,3.053478313604e+02,2.168973604111e-02,2.847095825895e-04,8.793216906610e-05,2.263487723514e-01,1.621783755861e-03,7.499567998018e-01,5.178287182545e-03
1.300000000000e-03,3.058564007946e+02,2.167737401683e-02,2.935892736309e-04,9.002294729224e-05,2.263153627482e-01,1.656868565370e-03,7.499562810311e-01,5.410616455452e-03
1.400000000000e-03,3.063754966861e+02,2.166476245436e-02,3.027328256429e-04,9.216070349215e-05,2.262811849317e-01,1.692652819090e-03,7.499557635520e-01,5.654374223883e-03
1.500000000000e-03,3.069053094519e+02,2.165189698621e-02,3.121474249657e-04,9.434637645884e-05,2.262462231680e-01,1.729148062493e-03,7.499552476390e-01,5.910124174232e-03
1.600000000000e-03,3.074460318633e+02,2.163877319427e-02,3.218404222992e-04,9.658091898709e-05,2.262104614819e-01,1.766365939416e-03,7.499547335788e-01,6.178458243445e-03
1.700000000000e-03,3.079978590324e+02,2.162538661015e-02,3.318193350280e-04,9.886529789608e-05,2.261738836561e-01,1.804318189364e-03,7.499542216705e-01,6.459998023417e-03
1.800000000000e-03,3.085609883972e+02,2.161173271565e-02,3.420918495130e-04,1.012004940441e-04,2.261364732308e-01,1.843016644666e-03,7.499537122265e-01,6.755396233086e-03
1.900000000000e-03,3.091356197037e+02,2.159780694315e-02,3.526658233497e-04,1.035875023351e-04,2.260982135037e-01,1.882473227484e-03,7.499532055724e-01,7.065338262331e-03
2.000000000000e-03,3.097219549869e+02,2.158360467619e-02,3.635492875871e-04,1.060273317173e-04,2.260590875300e-01,1.922699946675e-03,7.499527020479e-01,7.390543791620e-03
2.100000000000e-03,3.103201985493e+02,2.156912124991e-02,3.747504489045e-04,1.085210051724e-04,2.260190781219e-01,1.963708894503e-03,7.499522020069e-01,7.731768491420e-03
2.200000000000e-03,3.109305569371e+02,2.155435195176e-02,3.862776917438e-04,1.110695596973e-04,2.259781678498e-01,2.005512243204e-03,7.499517058184e-01,8.089805805582e-03
2.300000000000e-03,3.115532389149e+02,2.153929202201e-02,3.981395803914e-04,1.136740462752e-04,2.259363390418e-01,2.048122241398e-03,7.499512138665e-01,8.465488823139e-03
2.400000000000e-03,3.121884554370e+02,2.152393665450e-02,4.103448610087e-04,1.163355298391e-04,2.258935737846e-01,2.091551210358e-03,7.499507265512e-01,8.859692243179e-03
2.500000000000e-03,3.128364196181e+02,2.150828099735e-02,4.229024636049e-04,1.190550892243e-04,2.258498539246e-01,2.135811540119e-03,7.499502442888e-01,9.273334437722e-03
2.600000000000e-03,3.134973467000e+02,2.149232015370e-02,4.358215039503e-04,1.218338171126e-04,2.258051610680e-01,2.180915685452e-03,7.499497675124e-01,9.707379617810e-03
2.700000000000e-03,3.141714540172e+02,2.147604918253e-02,4.491112854253e-04,1.246728199656e-04,2.257594765825e-01,2.226876161677e-03,7.499492966724e-01,1.016284010829e-02
2.800000000000e-03,3.148589609595e+02,2.145946309954e-02,4.627813008022e-04,1.275732179485e-04,2.257127815985e-01,2.273705540341e-03,7.499488322368e-01,1.064077873710e-02
2.900000000000e-03,3.155600889326e+02,2.144255687800e-02,4.768412339544e-04,1.305361448436e-04,2.256650570101e-01,2.321416444740e-03,7.499483746922e-01,1.114231134516e-02
