Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,5.412344864537e-02,1.975053958939e-12,-9.362825210828e-14,2.203033678472e-01,2.976359106153e-14,7.255731834569e-01,-2.123539248305e+03
6.400000000000e-03,2.999999998578e+02,5.412344848116e-02,-1.681629742603e-12,-9.649344578125e-12,2.203033675067e-01,2.831551995133e-12,7.255731821792e-01,-9.021358220413e-03
9.600000000000e-03,2.999999998586e+02,5.412344673842e-02,-1.681675654963e-12,-9.594581556675e-12,2.203033637267e-01,2.491669133146e-12,7.255731684726e-01,5.663115259459e-05
1.120000000000e-02,2.999999998646e+02,5.412343695104e-02,-1.681614693544e-12,-9.573451490221e-12,2.203033425069e-01,2.886835073337e-12,7.255730915239e-01,-8.687099397389e-05
1.160000000000e-02,2.999999998898e+02,5.412342407544e-02,-1.681301195942e-12,-9.456303139311e-12,2.203033145938e-01,5.099856371794e-12,7.255729903049e-01,-9.736166798449e-05
1.180000000000e-02,2.999999999587e+02,5.412340940464e-02,-1.680160923623e-12,-9.111217700379e-12,2.203032827932e-01,1.117486475770e-11,7.255728749915e-01,-9.975016396350e-05
1.190000000000e-02,3.000000000695e+02,5.412339737681e-02,-1.677797212756e-12,-8.523557762226e-12,2.203032567275e-01,2.092122614986e-11,7.255727804778e-01,-1.004665431685e-04
1.200000000000e-02,3.000000003446e+02,5.412338021615e-02,-1.670474681422e-12,-6.995754447091e-12,2.203032195509e-01,4.498251174575e-11,7.255726456850e-01,-1.008698740281e-04
1.210000000000e-02,3.000000010270e+02,5.412335572550e-02,-1.647789394383e-12,-3.025400862437e-12,2.203031665244e-01,1.043596972658e-10,7.255724534454e-01,-1.009988819455e-04
1.220000000000e-02,3.000000027197e+02,5.412332075759e-02,-1.577509375867e-12,7.290817084785e-12,2.203030908834e-01,2.508636321728e-10,7.255721792705e-01,-1.007789736667e-04
1.230000000000e-02,3.000000069182e+02,5.412327079072e-02,-1.359778259087e-12,3.409387733172e-11,2.203029829655e-01,6.123152723592e-10,7.255717882250e-01,-9.991364214136e-05
1.240000000000e-02,3.000000173318e+02,5.412319929614e-02,-6.852357792590e-13,1.037305126469e-10,2.203028289521e-01,1.504058216525e-09,7.255712304565e-01,-9.759951365857e-05
1.250000000000e-02,3.000000431603e+02,5.412309676992e-02,1.404533434973e-12,2.846509515552e-10,2.203026090369e-01,3.704070423775e-09,7.255704347946e-01,-9.192962695980e-05
1.260000000000e-02,3.000001072178e+02,5.412294919279e-02,7.878761992378e-12,7.546934439544e-10,2.203022947198e-01,9.131696077880e-09,7.255692995545e-01,-7.716234105750e-05
1.270000000000e-02,3.000002660779e+02,5.412273545008e-02,2.793637161807e-11,1.975897265840e-09,2.203018447033e-01,2.252217579214e-08,7.255676792539e-01,-4.029837364511e-05
1.280000000000e-02,3.000006600083e+02,5.412242272701e-02,9.007659545374e-11,5.148695086086e-09,2.203011984050e-01,5.555803128799e-08,7.255653652569e-01,5.474096966674e-05
1.290000000000e-02,3.000016367216e+02,5.412195771274e-02,2.825941181370e-10,1.339200594870e-08,2.203002650620e-01,1.370622209242e-07,7.255620571469e-01,3.147648811029e-04
1.295000000000e-02,3.000026668236e+02,5.412163369908e-02,5.303213804866e-10,2.245377538917e-08,2.202996379385e-01,2.226556331972e-07,7.255598670359e-01,6.340055721492e-04
1.300000000000e-02,3.000044585680e+02,5.412121705756e-02,1.037927265108e-09,3.875649473041e-08,2.202988606309e-01,3.710383503017e-07,7.255571999237e-01,1.296518940249e-03
1.305000000000e-02,3.000075747769e+02,5.412067142110e-02,2.078039523851e-09,6.808629127432e-08,2.202978878873e-01,6.282720228899e-07,7.255539466447e-01,2.783425093982e-03
1.310000000000e-02,3.000129938037e+02,5.411994095339e-02,4.209286007717e-09,1.208529512187e-07,2.202966541735e-01,1.074208571412e-06,7.255499693549e-01,6.403319457694e-03
1.315000000000e-02,3.000224158845e+02,5.411893794598e-02,8.576306223702e-09,2.157844889162e-07,2.202950607885e-01,1.847275717118e-06,7.255450915677e-01,1.588148683557e-02
1.320000000000e-02,3.000387948200e+02,5.411752196528e-02,1.752441156872e-08,3.865731719948e-07,2.202929533345e-01,3.187435028930e-06,7.255390833616e-01,4.213888965284e-02
1.322500000000e-02,3.000515175047e+02,5.411657348685e-02,2.551812209643e-08,5.231400262035e-07,2.202916130920e-01,4.226133060084e-06,7.255355407181e-01,7.206027274303e-02
1.325000000000e-02,3.000689333448e+02,5.411539421886e-02,3.770407276040e-08,7.142644503593e-07,2.202900037451e-01,5.645749103390e-06,7.255315609268e-01,1.261858621905e-01
1.327500000000e-02,3.000927709320e+02,5.411391391460e-02,5.628038906242e-08,9.817370829847e-07,2.202880457495e-01,7.585928391311e-06,7.255270763136e-01,2.252273615875e-01
1.330000000000e-02,3.001253939793e+02,5.411203880009e-02,8.459720293858e-08,1.356046863234e-06,2.202856305760e-01,1.023746424827e-05,7.255220046346e-01,4.080335774023e-01
1.332500000000e-02,3.001700336959e+02,5.410964344789e-02,1.277597881578e-07,1.879848212997e-06,2.202826093571e-01,1.386098953032e-05,7.255162449972e-01,7.476335872754e-01
1.335000000000e-02,3.002311055200e+02,5.410655983015e-02,1.935467823038e-07,2.612805499193e-06,2.202787770012e-01,1.881246023293e-05,7.255096724950e-01,1.381503866090e+00
1.337500000000e-02,3.003146403546e+02,5.410256258130e-02,2.938073444285e-07,3.638357423228e-06,2.202738499687e-01,2.557786544109e-05,7.255021311487e-01,2.568663116910e+00
1.340000000000e-02,3.004288708607e+02,5.409734917785e-02,4.465854739234e-07,5.073153664961e-06,2.202674351968e-01,3.482044032627e-05,7.254934246137e-01,4.797306682996e+00
1.341250000000e-02,3.005017139000e+02,5.409413400935e-02,5.529695825749e-07,6.005155335586e-06,2.202634650690e-01,4.071001131835e-05,7.254885409834e-01,6.605633976216e+00
1.342500000000e-02,3.005879187859e+02,5.409041070775e-02,6.871935152025e-07,7.122965635846e-06,2.202588438013e-01,4.767665227339e-05,7.254832440856e-01,9.131528099486e+00
1.343750000000e-02,3.006899243707e+02,5.408609335244e-02,8.565283672335e-07,8.463539776476e-06,2.202534482905e-01,5.591663911835e-05,7.254774856781e-01,1.266416778295e+01
1.345000000000e-02,3.008106105935e+02,5.408108125586e-02,1.070137127718e-06,1.007114509402e-05,2.202471311793e-01,6.566173303571e-05,7.254712105591e-01,1.761026173044e+01
1.346250000000e-02,3.009533768311e+02,5.407525644725e-02,1.339563406732e-06,1.199879186223e-05,2.202397160659e-01,7.718548244629e-05,7.254643554917e-01,2.454192942970e+01
1.347500000000e-02,3.011222336491e+02,5.406848074240e-02,1.679344678384e-06,1.430993737084e-05,2.202309917846e-01,9.081059886780e-05,7.254568479682e-01,3.426398071249e+01
1.348750000000e-02,3.013219100494e+02,5.406059233688e-02,2.107780914071e-06,1.708051266394e-05,2.202207055890e-01,1.069175715598e-04,7.254486047961e-01,4.790842621682e+01
1.350000000000e-02,3.015579785661e+02,5.405140185372e-02,2.647896722761e-06,2.040132908764e-05,2.202085550395e-01,1.259547038748e-04,7.254395304841e-01,6.706711612422e+01
1.351250000000e-02,3.018370008114e+02,5.404068776953e-02,3.328643854210e-06,2.438093027404e-05,2.201941783678e-01,1.484497710475e-04,7.254295154116e-01,9.397765846906e+01
1.352500000000e-02,3.021666963114e+02,5.402819113706e-02,4.186401366478e-06,2.914896421545e-05,2.201771430603e-01,1.750235130128e-04,7.254184337632e-01,1.317836123721e+02
1.353750000000e-02,3.025561376664e+02,5.401360951738e-02,5.266843095827e-06,3.486015935230e-05,2.201569323679e-01,2.064051841918e-04,7.254061412186e-01,1.848979252960e+02
1.355000000000e-02,3.030159751906e+02,5.399659003331e-02,6.627256418158e-06,4.169899760081e-05,2.201329294208e-01,2.434503814602e-04,7.253924723912e-01,2.595093792991e+02
1.356250000000e-02,3.035586941867e+02,5.397672145703e-02,8.339412660547e-06,4.988518520260e-05,2.201043985968e-01,2.871613568560e-04,7.253772380285e-01,3.642862949514e+02
1.357500000000e-02,3.041989078204e+02,5.395352525319e-02,1.049310771072e-05,5.968002804249e-05,2.200704637735e-01,3.387099865528e-04,7.253602219999e-01,5.113509602046e+02
1.358750000000e-02,3.049536881038e+02,5.392644551483e-02,1.320051086317e-05,7.139382004345e-05,2.200300830900e-01,3.994635040036e-04,7.253411781292e-01,7.176233891015e+02
1.360000000000e-02,3.058429366539e+02,5.389483775728e-02,1.660147973933e-05,8.539434922267e-05,2.199820198579e-01,4.710130027691e-04,7.253198269681e-01,1.006665045731e+03
1.361250000000e-02,3.068897955447e+02,5.385795657799e-02,2.087001755892e-05,1.021166131263e-04,2.199248093128e-01,5.552045614600e-04,7.252958526564e-01,1.411190299051e+03
1.361875000000e-02,3.074825096818e+02,5.383721318667e-02,2.341104081044e-05,1.116921413214e-04,2.198921198329e-01,6.028501731789e-04,7.252827455231e-01,1.671894715372e+03
1.362500000000e-02,3.081273173678e+02,5.381474628023e-02,2.627394307523e-05,1.221919983197e-04,2.198563196845e-01,6.546653192185e-04,7.252688147108e-01,1.981509476880e+03
1.363125000000e-02,3.088285942945e+02,5.379041704304e-02,2.949841237218e-05,1.337023825478e-04,2.198171172248e-01,7.109963709051e-04,7.252540049701e-01,2.349088157368e+03
1.363750000000e-02,3.095910487043e+02,5.376407651389e-02,3.312879140295e-05,1.463169616270e-04,2.197741952990e-01,7.722151735840e-04,7.252382579894e-01,2.785307582338e+03
1.364375000000e-02,3.104197406443e+02,5.373556502801e-02,3.721457200142e-05,1.601374148854e-04,2.197272093760e-01,8.387203421308e-04,7.252215123796e-01,3.302747007047e+03
1.365000000000e-02,3.113201012814e+02,5.370471166035e-02,4.181093125906e-05,1.752739962567e-04,2.196757856156e-01,9.109385192639e-04,7.252037036940e-01,3.916208831572e+03
1.365625000000e-02,3.122979520625e+02,5.367133367602e-02,4.697931056476e-05,1.918461146810e-04,2.196195188786e-01,9.893255741565e-04,7.251847644879e-01,4.643087771478e+03
1.366250000000e-02,3.133595234633e+02,5.363523599574e-02,5.278803830989e-05,2.099829283093e-04,2.195579706940e-01,1.074367715574e-03,7.251646244279e-01,5.503795301435e+03
1.366875000000e-02,3.145114730295e+02,5.359621068445e-02,5.931299639397e-05,2.298239479065e-04,2.194906671980e-01,1.166582490440e-03,7.251432104569e-01,6.522246688476e+03
1.367500000000e-02,3.157609023673e+02,5.355403647296e-02,6.663832991007e-05,2.515196438665e-04,2.194170970691e-01,1.266519635455e-03,7.251204470250e-01,7.726418688182e+03
1.368125000000e-02,3.171153726986e+02,5.350847832307e-02,7.485719848404e-05,2.752320502004e-04,2.193367094796e-01,1.374761746295e-03,7.250962563938e-01,9.148986924520e+03
1.368750000000e-02,3.185829185486e+02,5.345928704801e-02,8.407256668036e-05,3.011353577633e-04,2.192489120958e-01,1.491924726139e-03,7.250705590257e-01,1.082805313377e+04
1.369375000000e-02,3.201720590932e+02,5.340619900068e-02,9.439802967253e-05,3.294164878624e-04,2.191530691553e-01,1.618657973093e-03,7.250432740647e-01,1.280797389177e+04
1.370000000000e-02,3.218918066515e+02,5.334893584311e-02,1.059586690121e-04,3.602756362907e-04,2.190484996610e-01,1.755644264541e-03,7.250143199198e-01,1.514030426338e+04
1.370625000000e-02,3.237516717786e+02,5.328720441093e-02,1.188919318374e-04,3.939267767824e-04,2.189344757292e-01,1.903599296033e-03,7.249836149571e-01,1.788487215159e+04
1.371250000000e-02,3.257616643862e+02,5.322069668686e-02,1.333485252659e-04,4.305981119499e-04,2.188102211360e-01,2.063270833047e-03,7.249510783096e-01,2.111100215768e+04
1.371875000000e-02,3.279322903093e+02,5.314908989716e-02,1.494933160535e-04,4.705324590002e-04,2.186749101066e-01,2.235437436264e-03,7.249166308071e-01,2.489891169959e+04
1.372500000000e-02,3.302745427348e+02,5.307204674411e-02,1.675062239350e-04,5.139875569973e-04,2.185276663957e-01,2.420906725004e-03,7.248801960313e-01,2.934130718831e+04
1.373125000000e-02,3.327998879329e+02,5.298921578673e-02,1.875830954460e-04,5.612362822153e-04,2.183675627050e-01,2.620513149446e-03,7.248417014937e-01,3.454521437158e+04
1.373750000000e-02,3.355202447697e+02,5.290023197984e-02,2.099365435513e-04,6.125667582784e-04,2.181936204851e-01,2.835115250336e-03,7.248010799331e-01,4.063408414109e+04
