Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,2.265985877920e-02,2.276315279673e-01,7.497086132501e-01,-2.348598453467e-15,-2.012316305249e+01
6.400000000000e-03,2.999999999887e+02,2.265985859918e-02,2.276315280191e-01,7.497086133807e-01,-9.518599149641e-13,-4.519734562043e-03
1.120000000000e-02,3.000000004402e+02,2.265984232488e-02,2.276315324904e-01,7.497086251836e-01,-8.543495061922e-13,3.031554185429e-05
1.280000000000e-02,3.000000207912e+02,2.265946662024e-02,2.276316357022e-01,7.497088976684e-01,5.674327435338e-12,1.465148312024e-03
1.340000000000e-02,3.000003805713e+02,2.265602007220e-02,2.276325822865e-01,7.497113974309e-01,1.766113990700e-10,3.009842434839e-02
1.355000000000e-02,3.000018855643e+02,2.264826690784e-02,2.276347105772e-01,7.497170211018e-01,1.228089414001e-09,2.152204664137e-01
1.360000000000e-02,3.000044921206e+02,2.264017099276e-02,2.276369309788e-01,7.497228937303e-01,3.788545523723e-09,9.042698519240e-01
1.365000000000e-02,3.000125683246e+02,2.262344423510e-02,2.276415125930e-01,7.497350269981e-01,1.442256352751e-08,4.627963804496e+00
1.367500000000e-02,3.000229631403e+02,2.260839550757e-02,2.276456265355e-01,7.497459419187e-01,3.230992815442e-08,1.347223503041e+01
1.370000000000e-02,3.000442709732e+02,2.258533066244e-02,2.276519158400e-01,7.497626664480e-01,7.838606566208e-08,4.038222792982e+01
1.372500000000e-02,3.000879597055e+02,2.254998729531e-02,2.276615164760e-01,7.497882780708e-01,1.970388985996e-07,1.237437895497e+02
1.373750000000e-02,3.001270193738e+02,2.252526434055e-02,2.276681990260e-01,7.498061756304e-01,3.264235557585e-07,2.330556576702e+02
1.375000000000e-02,3.001866111318e+02,2.249397100932e-02,2.276766116561e-01,7.498288010804e-01,5.576334188849e-07,4.434545372748e+02
1.376250000000e-02,3.002775430237e+02,2.245436987180e-02,2.276871791281e-01,7.498573785855e-01,9.706903808363e-07,8.514518882242e+02
1.376875000000e-02,3.003409482376e+02,2.243063028771e-02,2.276934623391e-01,7.498744721772e-01,1.298997757481e-06,1.202405972400e+03
1.377500000000e-02,3.004210376945e+02,2.240374624626e-02,2.277005237172e-01,7.498937891877e-01,1.756292019265e-06,1.706219279881e+03
1.378125000000e-02,3.005222074040e+02,2.237330528226e-02,2.277084447981e-01,7.499156043103e-01,2.393138234383e-06,2.432805995892e+03
1.378750000000e-02,3.006500127411e+02,2.233884229811e-02,2.277173094944e-01,7.499402204252e-01,3.279844037130e-06,3.484950394942e+03
1.379062500000e-02,3.007265350658e+02,2.231990498839e-02,2.277221268438e-01,7.499537043041e-01,3.853605585599e-06,4.190901618006e+03
1.379375000000e-02,3.008131332926e+02,2.229971966602e-02,2.277272152280e-01,7.499680399973e-01,4.539798164861e-06,5.049299683115e+03
1.379687500000e-02,3.009111350290e+02,2.227820552172e-02,2.277325830591e-01,7.499832753233e-01,5.360374137798e-06,6.095374486174e+03
1.380000000000e-02,3.010220426296e+02,2.225527677536e-02,2.277382374140e-01,7.499994596043e-01,6.341545197356e-06,7.372764317096e+03
1.380312500000e-02,3.011475560583e+02,2.223084241954e-02,2.277441835695e-01,7.500166434567e-01,7.514599656658e-06,8.936056791122e+03
1.380625000000e-02,3.012895986852e+02,2.220480595982e-02,2.277504244319e-01,7.500348785151e-01,8.916873435674e-06,1.085411617696e+04
1.380937500000e-02,3.014503463730e+02,2.217706515384e-02,2.277569598405e-01,7.500542170744e-01,1.059290256940e-05,1.321454901544e+04
1.381250000000e-02,3.016322602481e+02,2.214751175222e-02,2.277637857180e-01,7.500747116350e-01,1.259578972411e-05,1.612980911498e+04
1.381562500000e-02,3.018381235872e+02,2.211603124479e-02,2.277708930384e-01,7.500964143338e-01,1.498882251710e-05,1.974567968232e+04
1.381875000000e-02,3.020710832912e+02,2.208250261653e-02,2.277782665765e-01,7.501193762416e-01,1.784738743180e-05,2.425324243392e+04
1.382187500000e-02,3.023346964573e+02,2.204679811913e-02,2.277858834006e-01,7.501436465187e-01,2.126122982514e-05,2.990603092433e+04
1.382343750000e-02,3.024795059742e+02,2.202807851930e-02,2.277897708288e-01,7.501562902638e-01,2.321664483129e-05,3.328467329511e+04
1.382500000000e-02,3.026338362364e+02,2.200875402541e-02,2.277937025224e-01,7.501692811017e-01,2.536157097980e-05,3.709588472936e+04
1.382656250000e-02,3.027983116224e+02,2.198880607162e-02,2.277976715426e-01,7.501826238306e-01,2.771420609560e-05,4.140471971268e+04
1.382812500000e-02,3.029735947732e+02,2.196821567841e-02,2.278016699132e-01,7.501963228371e-01,3.029441359139e-05,4.628750341504e+04
