Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.303462868231e-02,2.298733327479e-01,7.570920385885e-01,1.308102282777e-14,5.832060561212e+01
4.400000000000e-03,3.000000002468e+02,1.303455746864e-02,2.298733484144e-01,7.570920941327e-01,8.630828976299e-13,1.367641418093e-03
1.040000000000e-02,3.000000191000e+02,1.303205805225e-02,2.298738980787e-01,7.570940438092e-01,6.119112635321e-11,3.790772033265e-03
1.200000000000e-02,3.000002373051e+02,1.301934367896e-02,2.298766913529e-01,7.571039638922e-01,9.589871655825e-10,6.696128943160e-02
1.240000000000e-02,3.000009017153e+02,1.300104794048e-02,2.298807034942e-01,7.571182436523e-01,4.507221515090e-09,2.747624697978e-01
1.260000000000e-02,3.000023494657e+02,1.297885218101e-02,2.298855583276e-01,7.571355742600e-01,1.423287764995e-08,7.225356415901e-01
1.280000000000e-02,3.000070442241e+02,1.293555671834e-02,2.298949972040e-01,7.571693901092e-01,5.309044890219e-08,2.138978498193e+00
1.287500000000e-02,3.000115149353e+02,1.290872395231e-02,2.299008225592e-01,7.571903512875e-01,9.756283735694e-08,3.457144736594e+00
1.295000000000e-02,3.000197466145e+02,1.287234226572e-02,2.299086882784e-01,7.572187696942e-01,1.918663145174e-07,5.829111569559e+00
1.298750000000e-02,3.000264593308e+02,1.284929993841e-02,2.299136471006e-01,7.572367637834e-01,2.786016102974e-07,7.726109925258e+00
1.302500000000e-02,3.000359992915e+02,1.282216279494e-02,2.299194616598e-01,7.572579472137e-01,4.138944146449e-07,1.037729835581e+01
1.306250000000e-02,3.000495593607e+02,1.279020688890e-02,2.299262722321e-01,7.572828759843e-01,6.248741046303e-07,1.408198107701e+01
1.310000000000e-02,3.000688404741e+02,1.275258040194e-02,2.299342389242e-01,7.573121986683e-01,9.538731171593e-07,1.925731040974e+01
1.311875000000e-02,3.000815341148e+02,1.273126445958e-02,2.299387229320e-01,7.573287916357e-01,1.187392867499e-06,2.261781864606e+01
1.313750000000e-02,3.000969099348e+02,1.270805967203e-02,2.299435776032e-01,7.573468362218e-01,1.486208999586e-06,2.664336965996e+01
1.315625000000e-02,3.001155370858e+02,1.268279988798e-02,2.299488290985e-01,7.573664538677e-01,1.868562237159e-06,3.146758667676e+01
1.317500000000e-02,3.001381062234e+02,1.265530460661e-02,2.299545041915e-01,7.573877745849e-01,2.357780604757e-06,3.724916350819e+01
1.319375000000e-02,3.001654556623e+02,1.262537780010e-02,2.299606298732e-01,7.574109370924e-01,2.983694337072e-06,4.417856179101e+01
1.321250000000e-02,3.001986032250e+02,1.259280665493e-02,2.299672327987e-01,7.574360887953e-01,3.784442409396e-06,5.248471141288e+01
1.323125000000e-02,3.002387850354e+02,1.255736023096e-02,2.299743385281e-01,7.574633855456e-01,4.808778138864e-06,6.244316556667e+01
1.325000000000e-02,3.002875027947e+02,1.251878803800e-02,2.299819704950e-01,7.574929910960e-01,6.119010306836e-06,7.438662823102e+01
1.325937500000e-02,3.003157456240e+02,1.249822704561e-02,2.299859909976e-01,7.575087248275e-01,6.911280148641e-06,8.125692656339e+01
1.326875000000e-02,3.003469927065e+02,1.247676104462e-02,2.299901502646e-01,7.575251124941e-01,7.814055015502e-06,8.881137033697e+01
1.328750000000e-02,3.004194681422e+02,1.243099881520e-02,2.299988886180e-01,7.575599146834e-01,9.996979058190e-06,1.061860211695e+02
1.329687500000e-02,3.004614978431e+02,1.240660940611e-02,2.300034684606e-01,7.575783814851e-01,1.131669227562e-05,1.161930135256e+02
1.330625000000e-02,3.005080095287e+02,1.238114985084e-02,2.300081872037e-01,7.575975927601e-01,1.282023815697e-05,1.272062190751e+02
1.331562500000e-02,3.005594844689e+02,1.235457424345e-02,2.300130424134e-01,7.576175709330e-01,1.453314065368e-05,1.393344210094e+02
1.332500000000e-02,3.006164560511e+02,1.232683483491e-02,2.300180303630e-01,7.576383379864e-01,1.648444770288e-05,1.526961344032e+02
1.333437500000e-02,3.006795154742e+02,1.229788197502e-02,2.300231457995e-01,7.576599152241e-01,1.870721297210e-05,1.674238091029e+02
1.333906250000e-02,3.007135732953e+02,1.228293073653e-02,2.300257486235e-01,7.576710157502e-01,1.993458658929e-05,1.753566237122e+02
1.334375000000e-02,3.007494524107e+02,1.226765304088e-02,2.300283797406e-01,7.576823277974e-01,2.124728463440e-05,1.836954402169e+02
1.335312500000e-02,3.008269701458e+02,1.223609838239e-02,2.300337228768e-01,7.577055924769e-01,2.414613481001e-05,2.016596966502e+02
1.336250000000e-02,3.009127894758e+02,1.220316863788e-02,2.300391648413e-01,7.577297244617e-01,2.744759728199e-05,2.214981676190e+02
1.336718750000e-02,3.009591471228e+02,1.218616585650e-02,2.300419173614e-01,7.577421221851e-01,2.927030426396e-05,2.321997734169e+02
1.337187500000e-02,3.010079892578e+02,1.216879339147e-02,2.300446874859e-01,7.577547435665e-01,3.121948084773e-05,2.434612994539e+02
1.338125000000e-02,3.011135312673e+02,1.213291737648e-02,2.300502730005e-01,7.577806606114e-01,3.552300887708e-05,2.677646330788e+02
1.339062500000e-02,3.012304010304e+02,1.209548535687e-02,2.300559020215e-01,7.578074844997e-01,4.042289649310e-05,2.946733179078e+02
1.340000000000e-02,3.013598237943e+02,1.205643282724e-02,2.300615483608e-01,7.578352225956e-01,4.600119623140e-05,3.244964689250e+02
1.340937500000e-02,3.015031583079e+02,1.201569298891e-02,2.300671807266e-01,7.578638783348e-01,5.235110683793e-05,3.575928238711e+02
1.341875000000e-02,3.016619114074e+02,1.197319672061e-02,2.300727619311e-01,7.578934504934e-01,5.957845192637e-05,3.943781717198e+02
1.342343750000e-02,3.017476950590e+02,1.195126214334e-02,2.300755166063e-01,7.579085785581e-01,6.356668288432e-05,4.143335431779e+02
1.342812500000e-02,3.018380966351e+02,1.192885636190e-02,2.300782374994e-01,7.579239321430e-01,6.783007526667e-05,4.354201045906e+02
1.343281250000e-02,3.019333665696e+02,1.190596982565e-02,2.300809172571e-01,7.579395090482e-01,7.238743365907e-05,4.577169336921e+02
1.343750000000e-02,3.020337686590e+02,1.188259294612e-02,2.300835478778e-01,7.579553064890e-01,7.725881242164e-05,4.813083576542e+02
1.344218750000e-02,3.021395813831e+02,1.185871586546e-02,2.300861207031e-01,7.579713212245e-01,8.246562563984e-05,5.062851423416e+02
1.344687500000e-02,3.022510979928e+02,1.183432870265e-02,2.300886263302e-01,7.579875493456e-01,8.803069927275e-05,5.327462068644e+02
1.345156250000e-02,3.023686280017e+02,1.180942131567e-02,2.300910545967e-01,7.580039864011e-01,9.397839595294e-05,5.607990854559e+02
1.345625000000e-02,3.024924976681e+02,1.178398347732e-02,2.300933944892e-01,7.580206272254e-01,1.003347011719e-04,5.905615177389e+02
1.346093750000e-02,3.026230509711e+02,1.175800480091e-02,2.300956341025e-01,7.580374659524e-01,1.071273224847e-04,6.221624641226e+02
