Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,4.034298047431e-02,2.205286155027e-12,-1.284030739426e-13,2.235129654523e-01,-3.152982390457e-13,7.361440517154e-01,-8.315187306980e+03
6.400000000000e-03,2.999999999924e+02,4.034297801709e-02,1.828222382057e-11,-8.127788552883e-12,2.235129581586e-01,-1.837816697532e-11,7.361440216400e-01,-4.215884141278e-03
9.600000000000e-03,3.000000025502e+02,4.034296120832e-02,1.849400340446e-11,5.012855874774e-12,2.235129089395e-01,2.200537139198e-10,7.361438192322e-01,-7.678540175830e-04
1.120000000000e-02,3.000000317761e+02,4.034289953774e-02,2.185673102058e-11,1.657590286035e-10,2.235127305667e-01,2.919149634767e-09,7.361430871489e-01,-7.524980653277e-04
1.160000000000e-02,3.000001051788e+02,4.034284202894e-02,3.347330438252e-11,5.982082739902e-10,2.235125690118e-01,9.631501179492e-09,7.361424278842e-01,-7.462411818887e-04
1.180000000000e-02,3.000002414515e+02,4.034278786022e-02,6.161679078658e-11,1.447564847919e-09,2.235124233534e-01,2.199386837097e-08,7.361418397436e-01,-7.350357965618e-04
1.190000000000e-02,3.000004020101e+02,4.034274749873e-02,1.027441923779e-10,2.493993485851e-09,2.235123202150e-01,3.646834209132e-08,7.361414295097e-01,-7.222151437052e-04
1.200000000000e-02,3.000007077528e+02,4.034269246083e-02,1.965885892171e-10,4.561772907246e-09,2.235121870875e-01,6.388970858109e-08,7.361409102286e-01,-6.975772671420e-04
1.210000000000e-02,3.000012899486e+02,4.034261528235e-02,4.107224567502e-10,8.647779082223e-09,2.235120130311e-01,1.158384783425e-07,7.361402513802e-01,-6.497101544338e-04
1.220000000000e-02,3.000023985343e+02,4.034250338304e-02,8.993322291341e-10,1.672187711996e-08,2.235117811694e-01,2.142534847657e-07,7.361394126376e-01,-5.546180601110e-04
1.230000000000e-02,3.000045093656e+02,4.034233497516e-02,2.014238244858e-09,3.267658789186e-08,2.235114641056e-01,4.006968339233e-07,7.361383397397e-01,-3.575961098635e-04
1.240000000000e-02,3.000085283554e+02,4.034207150919e-02,4.558212171608e-09,6.420361466666e-08,2.235110151550e-01,7.539051597031e-07,7.361369579845e-01,6.492420794835e-05
1.250000000000e-02,3.000161799607e+02,4.034164367247e-02,1.036295722554e-08,1.265016780164e-07,2.235103513588e-01,1.423036095589e-06,7.361351616626e-01,1.166533301816e-03
1.260000000000e-02,3.000307462926e+02,4.034092537506e-02,2.360775394255e-08,2.496022108475e-07,2.235093202900e-01,2.690637265291e-06,7.361327964674e-01,4.559202128449e-03
1.270000000000e-02,3.000584727633e+02,4.033968534127e-02,5.382746379582e-08,4.928404880003e-07,2.235076348166e-01,5.091879284602e-06,7.361296296521e-01,1.593323423813e-02
1.280000000000e-02,3.001112395994e+02,4.033749696110e-02,1.227721716192e-07,9.734320859736e-07,2.235047444278e-01,9.640212591002e-06,7.361252987051e-01,5.601056668716e-02
1.290000000000e-02,3.002116338177e+02,4.033357041484e-02,2.800414812825e-07,1.922866108628e-06,2.234995809365e-01,1.825402433091e-05,7.361192223527e-01,2.009506527292e-01
1.295000000000e-02,3.002957915802e+02,4.033040563316e-02,4.342003650423e-07,2.744787506168e-06,2.234953631961e-01,2.544676710996e-05,7.361151713083e-01,3.977655895339e-01
1.300000000000e-02,3.004178794798e+02,4.032592905272e-02,6.870227890924e-07,3.967298202724e-06,2.234892844471e-01,3.585054775039e-05,7.361101447517e-01,8.066499265703e-01
1.305000000000e-02,3.005949447418e+02,4.031958090525e-02,1.101555020863e-06,5.785281615957e-06,2.234804569858e-01,5.089507310304e-05,7.361038377023e-01,1.665727402905e+00
1.310000000000e-02,3.008516492749e+02,4.031056157707e-02,1.780992059347e-06,8.488013624363e-06,2.234675612497e-01,7.264243285344e-05,7.360958370528e-01,3.483082266240e+00
1.312500000000e-02,3.010232501198e+02,4.030462175943e-02,2.283376561133e-06,1.033216513536e-05,2.234588515475e-01,8.714500339311e-05,7.360909909217e-01,5.098560157969e+00
1.315000000000e-02,3.012333517073e+02,4.029742266254e-02,2.945983254556e-06,1.262422217872e-05,2.234480864053e-01,1.048700574452e-04,7.360854376158e-01,7.515958325953e+00
1.317500000000e-02,3.014905334280e+02,4.028869551171e-02,3.819693057973e-06,1.547240450803e-05,2.234347680523e-01,1.265281651720e-04,7.360790560172e-01,1.114403784646e+01
1.320000000000e-02,3.018052588685e+02,4.027811476471e-02,4.971411419055e-06,1.901078362607e-05,2.234182783861e-01,1.529838721921e-04,7.360717034808e-01,1.660188694701e+01
