Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,1.282006506873e-02,1.013352710892e-11,2.689616656883e-12,2.286728765418e-01,3.883351441058e-11,7.531386161444e-01,1.198439489720e+05
4.400000000000e-03,3.000000315403e+02,1.282017603920e-02,8.323139858048e-12,4.212254359806e-11,2.286740116348e-01,5.575279045566e-10,7.531435766551e-01,1.445950893652e-02
6.600000000000e-03,3.000001787716e+02,1.282039864326e-02,9.493995538734e-12,8.565602204514e-11,2.286762899102e-01,3.379121179240e-09,7.531535478397e-01,4.049246824627e-03
7.150000000000e-03,3.000003471009e+02,1.282052390370e-02,1.153801877625e-11,1.463530552408e-10,2.286775737253e-01,7.024579983969e-09,7.531591776620e-01,3.598109551978e-03
7.700000000000e-03,3.000007562916e+02,1.282071140343e-02,1.846850450809e-11,3.180006358384e-10,2.286794995737e-01,1.675342332723e-08,7.531676398101e-01,3.190603877977e-03
8.250000000000e-03,3.000017522997e+02,1.282099132858e-02,4.204125906649e-11,8.041340096051e-10,2.286823866810e-01,4.275332482792e-08,7.531803585707e-01,2.827004401941e-03
8.800000000000e-03,3.000041773176e+02,1.282140710355e-02,1.221348788151e-10,2.179943713689e-09,2.286867083129e-01,1.121963400442e-07,7.531994633516e-01,2.504934695697e-03
8.950000000000e-03,3.000054433268e+02,1.282155456363e-02,1.773740089895e-10,2.992702099955e-09,2.286882566459e-01,1.512960808400e-07,7.532063365465e-01,2.422765175842e-03
9.100000000000e-03,3.000072054992e+02,1.282172031005e-02,2.687836320880e-10,4.211413578475e-09,2.286900110088e-01,2.082245326990e-07,7.532141471114e-01,2.344482191373e-03
9.250000000000e-03,3.000096588322e+02,1.282190600489e-02,4.200798535106e-10,6.039061845911e-09,2.286919971540e-01,2.911196704738e-07,7.532230212249e-01,2.270209563070e-03
9.400000000000e-03,3.000130747476e+02,1.282211314020e-02,6.704545588442e-10,8.779552870639e-09,2.286942430119e-01,4.118111930875e-07,7.532331002457e-01,2.200891374987e-03
9.550000000000e-03,3.000178321209e+02,1.282234288373e-02,1.084860364817e-09,1.288922015581e-08,2.286967789464e-01,5.875468024411e-07,7.532445439590e-01,2.137558532036e-03
9.700000000000e-03,3.000244586671e+02,1.282259574430e-02,1.770650403984e-09,1.905131321006e-08,2.286996367718e-01,8.433987093674e-07,7.532575302143e-01,2.082199026310e-03
9.850000000000e-03,3.000336914847e+02,1.282287117502e-02,2.905692382403e-09,2.829151777524e-08,2.287028494799e-01,1.215912669188e-06,7.532722585248e-01,2.038421706510e-03
1.000000000000e-02,3.000465580539e+02,1.282316685455e-02,4.783985192596e-09,4.214552180910e-08,2.287064489497e-01,1.758210499515e-06,7.532889484594e-01,2.011806946750e-03
1.003750000000e-02,3.000505663805e+02,1.282324314657e-02,5.445857980018e-09,4.669048643861e-08,2.287074136280e-01,1.932425146082e-06,7.532934658514e-01,2.009455149111e-03
1.007500000000e-02,3.000549693266e+02,1.282332002591e-02,6.216099098804e-09,5.180283523738e-08,2.287084050375e-01,2.126491105406e-06,7.532981314871e-01,2.009450678024e-03
1.015000000000e-02,3.000650765860e+02,1.282347492373e-02,8.134862671681e-09,6.394186624088e-08,2.287104685632e-01,2.580951161275e-06,7.533079204002e-01,2.017909629394e-03
1.030000000000e-02,3.000912717415e+02,1.282378499267e-02,1.385654089768e-08,9.730811597076e-08,2.287149209167e-01,3.800417721243e-06,7.533294069475e-01,2.080927446297e-03
1.037500000000e-02,3.001082472854e+02,1.282393486936e-02,1.812241848877e-08,1.202380433383e-07,2.287173091409e-01,4.618524298732e-06,7.533411859257e-01,2.148834226891e-03
1.045000000000e-02,3.001285760674e+02,1.282407622202e-02,2.378456668233e-08,1.488898253740e-07,2.287198006894e-01,5.622945818129e-06,7.533537110093e-01,2.255625586941e-03
1.052500000000e-02,3.001529232544e+02,1.282420425249e-02,3.129972029966e-08,1.846900072860e-07,2.287223883877e-01,6.856063492472e-06,7.533670198036e-01,2.418748394558e-03
1.060000000000e-02,3.001820866726e+02,1.282431288838e-02,4.127386824908e-08,2.294202563343e-07,2.287250611324e-01,8.369878617874e-06,7.533811495821e-01,2.664350213482e-03
1.067500000000e-02,3.002170234392e+02,1.282439448414e-02,5.451094677940e-08,2.853055294009e-07,2.287278027836e-01,1.022818760503e-05,7.533961366541e-01,3.031806192906e-03
1.075000000000e-02,3.002588819763e+02,1.282443945338e-02,7.207737385962e-08,3.551240232813e-07,2.287305907544e-01,1.250924500918e-05,7.534120155006e-01,3.580700953954e-03
1.078750000000e-02,3.002829229574e+02,1.282444370283e-02,8.301547353829e-08,3.965619374368e-07,2.287319905276e-01,1.384438745991e-05,7.534203016019e-01,3.952642806511e-03
1.082500000000e-02,3.003093475657e+02,1.282443299783e-02,9.574159762946e-08,4.431632356696e-07,2.287333863699e-01,1.533131364638e-05,7.534288239510e-01,4.410910399059e-03
1.086250000000e-02,3.003383937283e+02,1.282440513126e-02,1.105481423773e-07,4.955714494983e-07,2.287347719014e-01,1.698727443276e-05,7.534375856622e-01,4.976542487181e-03
1.090000000000e-02,3.003703223031e+02,1.282435763379e-02,1.277742931072e-07,5.545076276950e-07,2.287361397243e-01,1.883140293181e-05,7.534465891777e-01,5.675415577085e-03
1.093750000000e-02,3.004054213277e+02,1.282428773693e-02,1.478155437386e-07,6.207849301514e-07,2.287374813611e-01,2.088506908549e-05,7.534558366920e-01,6.540547072230e-03
1.097500000000e-02,3.004440065766e+02,1.282419234834e-02,1.711305844980e-07,6.953142466093e-07,2.287387870493e-01,2.317196766931e-05,7.534653295668e-01,7.612533244560e-03
1.101250000000e-02,3.004864268102e+02,1.282406800342e-02,1.982542217921e-07,7.791228058214e-07,2.287400456369e-01,2.571856219362e-05,7.534750687706e-01,8.943277590855e-03
1.105000000000e-02,3.005330643591e+02,1.282391083777e-02,2.298066010163e-07,8.733610372066e-07,2.287412443506e-01,2.855418711315e-05,7.534850542473e-01,1.059673823591e-02
1.108750000000e-02,3.005843413337e+02,1.282371652375e-02,2.665105799402e-07,9.793259117568e-07,2.287423686016e-01,3.171159558861e-05,7.534952853694e-01,1.265449890674e-02
1.112500000000e-02,3.006407214711e+02,1.282348023827e-02,3.092051211131e-07,1.098471662690e-06,2.287434018222e-01,3.522713265853e-05,7.535057603184e-01,1.521825448139e-02
1.116250000000e-02,3.007027152726e+02,1.282319659474e-02,3.588658252014e-07,1.232432968175e-06,2.287443251348e-01,3.914124800562e-05,7.535164762494e-01,1.841592637805e-02
1.120000000000e-02,3.007708845578e+02,1.282285958330e-02,4.166266038434e-07,1.383046161428e-06,2.287451170880e-01,4.349892386848e-05,7.535274290823e-01,2.240829565338e-02
