Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,5.307762197453e-02,-9.552889940912e-13,-1.512503809524e-13,2.205469505173e-01,6.443502514792e-13,7.263754275171e-01,-3.174430029629e+03
6.400000000000e-03,2.999999996468e+02,5.307762176382e-02,-5.026613534020e-12,-1.501173382216e-11,2.205469502605e-01,6.032569965322e-11,7.263754261812e-01,-2.746984955171e-02
9.600000000000e-03,2.999999996884e+02,5.307762001868e-02,-5.026094457023e-12,-1.509935513312e-11,2.205469463875e-01,5.647344538227e-11,7.263754119973e-01,-6.168401550307e-04
1.120000000000e-02,2.999999997169e+02,5.307761028153e-02,-5.025749982507e-12,-1.506311826285e-11,2.205469248286e-01,5.523440607534e-11,7.263753331376e-01,-4.810651473865e-04
1.160000000000e-02,2.999999997527e+02,5.307759757867e-02,-5.025273870946e-12,-1.491633830824e-11,2.205468967103e-01,5.751218350121e-11,7.263752302955e-01,-4.642317651966e-04
1.180000000000e-02,2.999999998381e+02,5.307758318990e-02,-5.023759603200e-12,-1.449774907217e-11,2.205468648660e-01,6.466246185797e-11,7.263751138300e-01,-4.595483965353e-04
1.190000000000e-02,2.999999999718e+02,5.307757144134e-02,-5.020695290508e-12,-1.379282504854e-11,2.205468388722e-01,7.628419968464e-11,7.263750187667e-01,-4.579169803367e-04
1.200000000000e-02,3.000000002997e+02,5.307755473087e-02,-5.011301652348e-12,-1.197365100406e-11,2.205468019152e-01,1.049513227979e-10,7.263748836194e-01,-4.567322228657e-04
1.210000000000e-02,3.000000011062e+02,5.307753095516e-02,-4.982435843064e-12,-7.278017946960e-12,2.205467493677e-01,1.754084798864e-10,7.263746914840e-01,-4.558418386055e-04
1.220000000000e-02,3.000000030925e+02,5.307749710833e-02,-4.893664380039e-12,4.843271901328e-12,2.205466746449e-01,3.483224040933e-10,7.263744183238e-01,-4.550545036139e-04
1.230000000000e-02,3.000000079870e+02,5.307744887951e-02,-4.620595488394e-12,3.613408662613e-11,2.205465683678e-01,7.724302369906e-10,7.263740299536e-01,-4.539956883301e-04
1.240000000000e-02,3.000000200505e+02,5.307738004998e-02,-3.780544242333e-12,1.169114997900e-10,2.205464171583e-01,1.812392051066e-09,7.263734777400e-01,-4.517680639853e-04
1.250000000000e-02,3.000000497845e+02,5.307728156277e-02,-1.196200332615e-12,3.254398269852e-10,2.205462018845e-01,4.362249291373e-09,7.263726924579e-01,-4.461305173836e-04
1.260000000000e-02,3.000001230724e+02,5.307714002378e-02,6.754374045596e-12,8.637610980703e-10,2.205458950576e-01,1.061394205973e-08,7.263715754779e-01,-4.314348446116e-04
1.270000000000e-02,3.000003037018e+02,5.307693514897e-02,3.121392720060e-11,2.253456945978e-09,2.205454568543e-01,2.594153098584e-08,7.263699860494e-01,-3.932548193886e-04
1.280000000000e-02,3.000007488528e+02,5.307663512388e-02,1.064628851856e-10,5.841029789159e-09,2.205448287473e-01,6.352093431215e-08,7.263677227528e-01,-2.929269420197e-04
1.290000000000e-02,3.000018457634e+02,5.307618758296e-02,3.379652058899e-10,1.510262757638e-08,2.205439226033e-01,1.556568353843e-07,7.263644959910e-01,-3.393461612395e-05
1.295000000000e-02,3.000029963538e+02,5.307587416246e-02,6.339790846881e-10,2.522631818805e-08,2.205433134906e-01,2.518838412969e-07,7.263623639948e-01,3.264744896507e-04
1.300000000000e-02,3.000049889046e+02,5.307546888328e-02,1.237323507764e-09,4.335571515896e-08,2.205425573459e-01,4.179602014114e-07,7.263597708505e-01,8.277780500172e-04
1.305000000000e-02,3.000084391772e+02,5.307493437688e-02,2.467078077779e-09,7.582173926242e-08,2.205416084116e-01,7.045887277681e-07,7.263566109585e-01,2.096557425537e-03
1.310000000000e-02,3.000144128689e+02,5.307421283233e-02,4.973594116490e-09,1.339618072527e-07,2.205403995487e-01,1.199276063823e-06,7.263527505143e-01,5.534026477139e-03
1.315000000000e-02,3.000247539206e+02,5.307321292390e-02,1.008239877283e-08,2.380786952192e-07,2.205388283807e-01,2.053043917884e-06,7.263480174003e-01,1.527519051964e-02
1.320000000000e-02,3.000426518208e+02,5.307178787888e-02,2.049503549563e-08,4.245289293930e-07,2.205367330606e-01,3.526516621507e-06,7.263421860682e-01,4.368873747468e-02
1.322500000000e-02,3.000565034757e+02,5.307082626289e-02,2.975470969027e-08,5.730389421930e-07,2.205353897903e-01,4.664274604459e-06,7.263387453381e-01,7.682429372095e-02
1.325000000000e-02,3.000754122472e+02,5.306962475419e-02,4.382027472938e-08,7.802609835088e-07,2.205337664849e-01,6.214882285987e-06,7.263348768220e-01,1.373750981898e-01
1.327500000000e-02,3.001012216576e+02,5.306810979109e-02,6.518545221704e-08,1.069400408300e-06,2.205317784393e-01,8.328089157426e-06,7.263305127654e-01,2.488908297879e-01
1.330000000000e-02,3.001364456122e+02,5.306618326298e-02,9.763725003236e-08,1.472828312571e-06,2.205293100025e-01,1.120790749388e-05,7.263255704875e-01,4.554437578463e-01
1.332500000000e-02,3.001845111327e+02,5.306371409923e-02,1.469259299901e-07,2.035696116850e-06,2.205262025359e-01,1.513222548825e-05,7.263199481771e-01,8.396027449758e-01
1.335000000000e-02,3.002500882698e+02,5.306052696711e-02,2.217812172447e-07,2.820970209355e-06,2.205222376128e-01,2.047946584401e-05,7.263135193753e-01,1.556191476268e+00
1.337500000000e-02,3.003395379927e+02,5.305638709631e-02,3.354527947001e-07,3.916439586323e-06,2.205171135831e-01,2.776478262766e-05,7.263061257320e-01,2.895624454579e+00
1.340000000000e-02,3.004615193453e+02,5.305097992486e-02,5.080437130094e-07,5.444460202067e-06,2.205104129034e-01,3.768913820839e-05,7.262975674998e-01,5.402670252003e+00
1.341250000000e-02,3.005391323790e+02,5.304764293887e-02,6.278686633180e-07,6.434610470774e-06,2.205062541153e-01,4.399855928986e-05,7.262927564749e-01,7.430719902117e+00
1.342500000000e-02,3.006308357631e+02,5.304377755719e-02,7.787209315179e-07,7.620076778276e-06,2.205014054262e-01,5.144941727634e-05,7.262875299731e-01,1.025696043335e+01
