Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,2.322020537620e-02,2.275010180826e-01,7.492787765401e-01,-3.490110563583e-16,-3.642855757736e+00
6.400000000000e-03,2.999999999994e+02,2.322020525696e-02,2.275010181161e-01,7.492787766263e-01,-1.467787013777e-13,-7.500194298933e-04
1.120000000000e-02,3.000000002940e+02,2.322019404945e-02,2.275010212250e-01,7.492787847248e-01,-9.504892541020e-14,2.044973304113e-05
1.280000000000e-02,3.000000139903e+02,2.321992498540e-02,2.275010958571e-01,7.492789791523e-01,3.400609844228e-12,8.681076456993e-04
1.340000000000e-02,3.000002636456e+02,2.321736079799e-02,2.275018069699e-01,7.492808321137e-01,9.821165467457e-11,1.876382023145e-02
1.355000000000e-02,3.000013391159e+02,2.321138473650e-02,2.275034636306e-01,7.492851508153e-01,7.020197212407e-10,1.463613786451e-01
1.360000000000e-02,3.000032494211e+02,2.320497219804e-02,2.275052400662e-01,7.492897851899e-01,2.219202438350e-09,6.675049012448e-01
1.365000000000e-02,3.000092951344e+02,2.319144583622e-02,2.275089834367e-01,7.492995608748e-01,8.697138656080e-09,3.614455358214e+00
1.367500000000e-02,3.000172267900e+02,2.317905664748e-02,2.275124068128e-01,7.493085141577e-01,1.987622299354e-08,1.085596278525e+01
1.370000000000e-02,3.000337478681e+02,2.315979914325e-02,2.275177172481e-01,7.493224283375e-01,4.932384745495e-08,3.338104915339e+01
1.372500000000e-02,3.000681672962e+02,2.312987107328e-02,2.275259450080e-01,7.493440422329e-01,1.268721257274e-07,1.045742557204e+02
1.373750000000e-02,3.000993650563e+02,2.310869152178e-02,2.275317444950e-01,7.493593262831e-01,2.131285992986e-07,1.995500042757e+02
1.375000000000e-02,3.001474752287e+02,2.308165171620e-02,2.275391161043e-01,7.493788201256e-01,3.697893711415e-07,3.845875804237e+02
1.376250000000e-02,3.002216771137e+02,2.304713670601e-02,2.275484691178e-01,7.494036654554e-01,6.542505985013e-07,7.476230907632e+02
1.376875000000e-02,3.002738732457e+02,2.302630371071e-02,2.275540768594e-01,7.494186353940e-01,8.834726624169e-07,1.062986135997e+03
1.377500000000e-02,3.003402319177e+02,2.300259623422e-02,2.275604184065e-01,7.494356417031e-01,1.206122355146e-06,1.518610830163e+03
1.378125000000e-02,3.004246004446e+02,2.297562080254e-02,2.275675785367e-01,7.494549504689e-01,1.660210308377e-06,2.179707336991e+03
1.378750000000e-02,3.005318723067e+02,2.294493126295e-02,2.275756470588e-01,7.494768580620e-01,2.299160311195e-06,3.142409781952e+03
1.379062500000e-02,3.005964299561e+02,2.292800329384e-02,2.275800567045e-01,7.494889103748e-01,2.716148927748e-06,3.791150672374e+03
1.379375000000e-02,3.006697526222e+02,2.290991237094e-02,2.275847337269e-01,7.495017630872e-01,3.217940526547e-06,4.582025716822e+03
1.379687500000e-02,3.007530311693e+02,2.289057975124e-02,2.275896889904e-01,7.495154646655e-01,3.821730538388e-06,5.548074291833e+03
1.380000000000e-02,3.008476181652e+02,2.286992157669e-02,2.275949325487e-01,7.495300655566e-01,4.548183031471e-06,6.730153974118e+03
1.380312500000e-02,3.009550497389e+02,2.284784858405e-02,2.276004732674e-01,7.495456180605e-01,5.422124052437e-06,8.179257557333e+03
1.380625000000e-02,3.010770703489e+02,2.282426580699e-02,2.276063183526e-01,7.495621761457e-01,6.473371304692e-06,9.959524278960e+03
1.380937500000e-02,3.012156608333e+02,2.279907227219e-02,2.276124727683e-01,7.495797951932e-01,7.737726167152e-06,1.215225111609e+04
1.381250000000e-02,3.013730701548e+02,2.277216069170e-02,2.276189385163e-01,7.495985316568e-01,9.258158724983e-06,1.486133612493e+04
1.381562500000e-02,3.015518512981e+02,2.274341715480e-02,2.276257137515e-01,7.496184426209e-01,1.108622188368e-05,1.822078552504e+04
1.381875000000e-02,3.017549018261e+02,2.271272082290e-02,2.276327916965e-01,7.496395852372e-01,1.328373684296e-05,2.240522895248e+04
1.382187500000e-02,3.019855096474e+02,2.267994363264e-02,2.276401593172e-01,7.496620160167e-01,1.592479928113e-05,2.764487855454e+04
1.382500000000e-02,3.022474045995e+02,2.264495001275e-02,2.276477957062e-01,7.496857899528e-01,1.909816358933e-05,3.424714536505e+04
1.382812500000e-02,3.025448164972e+02,2.260759662291e-02,2.276556701285e-01,7.497109594699e-01,2.291007140915e-05,4.262836847724e+04
1.382968750000e-02,3.027086411073e+02,2.258797715813e-02,2.276596804330e-01,7.497240865680e-01,2.510342051979e-05,4.769184000899e+04
1.383125000000e-02,3.028835655560e+02,2.256769918699e-02,2.276637284337e-01,7.497375834243e-01,2.751692740496e-05,5.344725999950e+04
1.383281250000e-02,3.030703377160e+02,2.254674184403e-02,2.276678050603e-01,7.497514548295e-01,3.017243541614e-05,6.000750122736e+04
1.383437500000e-02,3.032697550519e+02,2.252508372132e-02,2.276718998677e-01,7.497657050178e-01,3.309391147633e-05,6.750696273103e+04
1.383593750000e-02,3.034826677747e+02,2.250270286627e-02,2.276760008822e-01,7.497803375877e-01,3.630764506593e-05,7.610646869811e+04
1.383750000000e-02,3.037099821762e+02,2.247957678085e-02,2.276800944321e-01,7.497953554161e-01,3.984246457321e-05,8.599936330639e+04
1.383906250000e-02,3.039526641501e+02,2.245568242227e-02,2.276841649613e-01,7.498107605647e-01,4.372997230240e-05,9.741912320456e+04
1.384062500000e-02,3.042117429057e+02,2.243099620553e-02,2.276881948245e-01,7.498265541789e-01,4.800479948920e-05,1.106488955746e+05
1.384218750000e-02,3.044883148808e+02,2.240549400780e-02,2.276921640628e-01,7.498427363790e-01,5.270488272402e-05,1.260334798302e+05
1.384375000000e-02,3.047835478599e+02,2.237915117498e-02,2.276960501573e-01,7.498593061428e-01,5.787176322704e-05,1.439944111756e+05
1.384531250000e-02,3.050986853018e+02,2.235194253063e-02,2.276998277591e-01,7.498762611795e-01,6.355091045217e-05,1.650489822071e+05
1.384687500000e-02,3.054350508808e+02,2.232384238748e-02,2.277034683946e-01,7.498935977944e-01,6.979207151725e-05,1.898342640386e+05
1.384843750000e-02,3.057940532444e+02,2.229482456182e-02,2.277069401430e-01,7.499113107455e-01,7.664964796197e-05,2.191374728369e+05
1.385000000000e-02,3.061771909887e+02,2.226486239090e-02,2.277102072850e-01,7.499293930898e-01,8.418310131817e-05,2.539343854528e+05
1.385156250000e-02,3.065860578509e+02,2.223392875385e-02,2.277132299199e-01,7.499478360208e-01,9.245738893613e-05,2.954379563075e+05
1.385312500000e-02,3.070223481157e+02,2.220199609622e-02,2.277159635502e-01,7.499666286971e-01,1.015434314393e-04,3.451598474539e+05
1.385468750000e-02,3.074878622321e+02,2.216903645842e-02,2.277183586296e-01,7.499857580615e-01,1.115186130721e-04,4.049882790758e+05
1.385625000000e-02,3.079845126300e+02,2.213502150861e-02,2.277203600760e-01,7.500052086521e-01,1.224673160571e-04,4.772864668851e+05
1.385781250000e-02,3.085143297260e+02,2.209992258004e-02,2.277219067441e-01,7.500249624055e-01,1.344814898759e-04,5.650169681741e+05
1.385937500000e-02,3.090794681023e+02,2.206371071341e-02,2.277229308585e-01,7.500449984520e-01,1.476612561332e-04,6.718985457738e+05
1.386093750000e-02,3.096822128357e+02,2.202635670448e-02,2.277233574064e-01,7.500652929061e-01,1.621155493348e-04,8.026037181153e+05
1.386250000000e-02,3.103249859514e+02,2.198783115723e-02,2.277231034875e-01,7.500858186514e-01,1.779627935116e-04,9.630070352120e+05
1.386406250000e-02,3.110103529658e+02,2.194810454296e-02,2.277220776235e-01,7.501065451228e-01,1.953316141263e-04,1.160496345831e+06
1.386562500000e-02,3.117410294765e+02,2.190714726773e-02,2.277201790495e-01,7.501274381632e-01,2.143615841339e-04,1.404361938327e+06
1.386640625000e-02,3.121244468570e+02,2.188619485094e-02,2.277188601975e-01,7.501379330555e-01,2.245576456432e-04,1.547979386756e+06
1.386718750000e-02,3.125204930990e+02,2.186492110632e-02,2.277172719647e-01,7.501484522346e-01,2.352386052047e-04,1.707978478283e+06
1.386796875000e-02,3.129295657977e+02,2.184332230353e-02,2.277153978888e-01,7.501589899835e-01,2.464263860808e-04,1.886334413332e+06
1.386875000000e-02,3.133520736867e+02,2.182139472433e-02,2.277132207124e-01,7.501695402995e-01,2.581438107674e-04,2.085260688287e+06
1.386953125000e-02,3.137884368454e+02,2.179913466559e-02,2.277107223528e-01,7.501800968885e-01,2.704146304532e-04,2.307237149813e+06
1.387031250000e-02,3.142390869032e+02,2.177653844245e-02,2.277078838719e-01,7.501906531584e-01,2.832635548264e-04,2.555041098725e+06
1.387109375000e-02,3.147044672367e+02,2.175360239155e-02,2.277046854454e-01,7.502012022133e-01,2.967162821754e-04,2.831781734543e+06
1.387187500000e-02,3.151850331612e+02,2.173032287442e-02,2.277011063315e-01,7.502117368482e-01,3.107995297202e-04,3.140938251816e+06
1.387265625000e-02,3.156812521141e+02,2.170669628097e-02,2.276971248403e-01,7.502222495436e-01,3.255410641059e-04,3.486401919412e+06
1.387343750000e-02,3.161936038299e+02,2.168271903313e-02,2.276927183021e-01,7.502327324612e-01,3.409697319828e-04,3.872522493849e+06
1.387421875000e-02,3.167225805043e+02,2.165838758857e-02,2.276878630370e-01,7.502431774395e-01,3.571154905890e-04,4.304159337204e+06
1.387500000000e-02,3.172686869481e+02,2.163369844456e-02,2.276825343238e-01,7.502535759903e-01,3.740094382411e-04,4.786737628649e+06
1.387578125000e-02,3.178324407265e+02,2.160864814200e-02,2.276767063697e-01,7.502639192958e-01,3.916838446354e-04,5.326310075854e+06
1.387656250000e-02,3.184143722858e+02,2.158323326946e-02,2.276703522811e-01,7.502741982063e-01,4.101721808446e-04,5.929624547733e+06
1.387734375000e-02,3.190150250621e+02,2.155745046742e-02,2.276634440339e-01,7.502844032386e-01,4.295091488941e-04,6.604198062700e+06
1.387812500000e-02,3.196349555735e+02,2.153129643261e-02,2.276559524466e-01,7.502945245753e-01,4.497307107832e-04,7.358397575984e+06
1.387890625000e-02,3.202747334916e+02,2.150476792241e-02,2.276478471528e-01,7.503045520651e-01,4.708741168135e-04,8.201528014788e+06
1.387968750000e-02,3.209349416908e+02,2.147786175943e-02,2.276390965766e-01,7.503144752239e-01,4.929779330692e-04,9.143928010156e+06
1.388046875000e-02,3.216161762748e+02,2.145057483610e-02,2.276296679090e-01,7.503242832368e-01,5.160820678874e-04,1.019707376830e+07
1.388125000000e-02,3.223190465750e+02,2.142290412437e-02,2.276195271386e-01,7.503339651339e-01,5.402277972647e-04,1.137369151052e+07
1.388164062500e-02,3.226788326606e+02,2.140892337237e-02,2.276141758580e-01,7.503387542503e-01,5.527081289625e-04,1.201361590767e+07
1.388203125000e-02,3.230443101050e+02,2.139484518006e-02,2.276086303898e-01,7.503435066557e-01,5.654683406598e-04,1.268997710308e+07
1.388242187500e-02,3.234155590490e+02,2.138066921673e-02,2.276028860246e-01,7.503482208383e-01,5.785140649816e-04,1.340478180240e+07
1.388281250000e-02,3.237926627293e+02,2.136639510193e-02,2.275969378888e-01,7.503528952608e-01,5.918511477911e-04,1.416015621473e+07
1.388320312500e-02,3.241757043756e+02,2.135202246771e-02,2.275907810696e-01,7.503575283747e-01,6.054854778059e-04,1.495832314838e+07
1.388359375000e-02,3.245647669204e+02,2.133755100898e-02,2.275844105741e-01,7.503621186028e-01,6.194229890260e-04,1.580162207838e+07
1.388398437500e-02,3.249599349122e+02,2.132298039268e-02,2.275778213111e-01,7.503666643533e-01,6.336697479155e-04,1.669251095857e+07
1.388437500000e-02,3.253612937179e+02,2.130831029208e-02,2.275710081025e-01,7.503711640155e-01,6.482319163898e-04,1.763357119657e+07
1.388476562500e-02,3.257689295159e+02,2.129354038702e-02,2.275639656835e-01,7.503756159610e-01,6.631157523042e-04,1.862751299687e+07
1.388515625000e-02,3.261829292892e+02,2.127867036402e-02,2.275566887020e-01,7.503800185432e-01,6.783276098991e-04,1.967718086846e+07
1.388554687500e-02,3.266033808173e+02,2.126369991648e-02,2.275491717191e-01,7.503843700983e-01,6.938739402001e-04,2.078555929685e+07
1.388593750000e-02,3.270303726675e+02,2.124862874483e-02,2.275414092085e-01,7.503886689457e-01,7.097612913710e-04,2.195577857993e+07
