Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,2.405952148715e-02,2.273055336246e-01,7.486349448883e-01,5.696200021492e-17,8.673827492092e-01
6.400000000000e-03,3.000000000013e+02,2.405952141972e-02,2.273055336435e-01,7.486349449367e-01,2.506074350913e-14,1.481936756140e-04
1.120000000000e-02,3.000000001700e+02,2.405951473105e-02,2.273055355249e-01,7.486349497440e-01,4.702633997385e-14,7.148334340071e-06
1.280000000000e-02,3.000000083451e+02,2.405934531074e-02,2.273055831769e-01,7.486350715103e-01,1.604114578490e-12,4.322428699807e-04
1.340000000000e-02,3.000001636126e+02,2.405764411327e-02,2.273060616004e-01,7.486362942303e-01,4.591477170442e-11,1.003122735894e-02
1.355000000000e-02,3.000008594448e+02,2.405348160236e-02,2.273072318831e-01,7.486392861101e-01,3.417402563755e-10,8.924371905680e-02
1.360000000000e-02,3.000021383644e+02,2.404884298593e-02,2.273085353635e-01,7.486426203486e-01,1.117510750486e-09,4.553124306725e-01
1.365000000000e-02,3.000063041559e+02,2.403877057822e-02,2.273113636448e-01,7.486498605383e-01,4.557627947149e-09,2.648830523087e+00
1.367500000000e-02,3.000119137894e+02,2.402931034945e-02,2.273140169330e-01,7.486566604928e-01,1.070632612691e-08,8.279655100126e+00
1.370000000000e-02,3.000238570335e+02,2.401431135352e-02,2.273182171308e-01,7.486674403891e-01,2.740920297115e-08,2.631547039461e+01
1.372500000000e-02,3.000492891692e+02,2.399053414083e-02,2.273248598500e-01,7.486845236783e-01,7.276967644327e-08,8.488509230875e+01
1.373750000000e-02,3.000727793847e+02,2.397342921048e-02,2.273296237285e-01,7.486968062787e-01,1.246223275666e-07,1.648918997708e+02
1.375000000000e-02,3.001095428259e+02,2.395132397395e-02,2.273357589403e-01,7.487126677594e-01,2.209362215754e-07,3.234430518833e+02
1.376250000000e-02,3.001670866682e+02,2.392276125441e-02,2.273436487423e-01,7.487331390403e-01,3.997959113421e-07,6.397399242989e+02
1.376875000000e-02,3.002080590685e+02,2.390535274387e-02,2.273484319367e-01,7.487455986668e-01,5.466937571019e-07,9.184371552673e+02
1.377500000000e-02,3.002606150042e+02,2.388540567105e-02,2.273538850131e-01,7.487598558693e-01,7.564936399947e-07,1.324918427821e+03
1.378125000000e-02,3.003280364173e+02,2.386255127331e-02,2.273600939148e-01,7.487761628626e-01,1.056122147177e-06,1.920048685605e+03
1.378750000000e-02,3.004145267935e+02,2.383637005076e-02,2.273671514667e-01,7.487948026930e-01,1.483927757648e-06,2.793953868193e+03
1.379062500000e-02,3.004669488067e+02,2.382185076879e-02,2.273710357567e-01,7.488051178399e-01,1.766466551006e-06,3.386354095546e+03
1.379375000000e-02,3.005267858019e+02,2.380627651861e-02,2.273751762464e-01,7.488161631019e-01,2.109401072228e-06,4.110910409224e+03
1.380000000000e-02,3.006718612628e+02,2.377173673166e-02,2.273842645108e-01,7.488405873660e-01,3.015043199697e-06,6.049278196521e+03
1.380625000000e-02,3.008579962911e+02,2.373219024296e-02,2.273945050787e-01,7.488684252824e-01,4.307222120991e-06,8.929528587232e+03
1.380937500000e-02,3.009708182700e+02,2.371027034046e-02,2.274000925593e-01,7.488837876042e-01,5.159998701318e-06,1.090638562425e+04
1.381250000000e-02,3.010996049147e+02,2.368676691532e-02,2.274060052980e-01,7.489002002205e-01,6.194481671368e-06,1.335024839911e+04
1.381562500000e-02,3.012466140773e+02,2.366156806319e-02,2.274122492283e-01,7.489177246574e-01,7.449204705797e-06,1.638331535888e+04
1.381875000000e-02,3.014144217369e+02,2.363455447436e-02,2.274188268589e-01,7.489364238365e-01,8.970804464365e-06,2.016285967171e+04
1.382187500000e-02,3.016059662798e+02,2.360559904835e-02,2.274257361892e-01,7.489563615686e-01,1.081569893692e-05,2.489423305560e+04
1.382500000000e-02,3.018245987384e+02,2.357456651152e-02,2.274329693651e-01,7.489776018993e-01,1.305210382889e-05,3.084929717036e+04
