Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,1.465712665362e-02,1.129679464474e-12,-2.268508625542e-13,2.280655102465e-01,7.661538235057e-13,7.511379550785e-01,-4.542868760488e+02
4.400000000000e-03,3.000000017857e+02,1.465714146052e-02,2.657589383837e-12,-7.044281600503e-12,2.280656443026e-01,2.173806467565e-11,7.511385064644e-01,-9.286702330132e-04
8.800000000000e-03,3.000000452922e+02,1.465727879714e-02,2.846977913972e-12,5.917092789827e-12,2.280668879325e-01,6.478804214845e-10,7.511436258070e-01,-4.200144077734e-04
1.000000000000e-02,3.000002308073e+02,1.465751317693e-02,4.190560885478e-12,7.495158972378e-11,2.280690117104e-01,3.796391873070e-09,7.511523822944e-01,-3.512416476043e-04
1.060000000000e-02,3.000007599417e+02,1.465782759337e-02,1.026253000859e-11,3.208410850680e-10,2.280718656418e-01,1.418646653116e-08,7.511641780205e-01,-3.161238006035e-04
1.120000000000e-02,3.000029500616e+02,1.465849195252e-02,4.886765397461e-11,1.571618113357e-09,2.280779210434e-01,6.335594689990e-08,7.511892851596e-01,-2.642584891059e-04
1.135000000000e-02,3.000045725653e+02,1.465877172797e-02,9.084120364743e-11,2.683179475830e-09,2.280804903691e-01,1.043241666499e-07,7.511999838223e-01,-2.381627567399e-04
1.150000000000e-02,3.000074703068e+02,1.465912596009e-02,1.890348339153e-10,4.930509203444e-09,2.280837696297e-01,1.835143115795e-07,7.512136907073e-01,-1.948480899642e-04
1.165000000000e-02,3.000126474414e+02,1.465957167229e-02,4.187363389227e-10,9.473811395509e-09,2.280879471165e-01,3.365752172269e-07,7.512312421877e-01,-1.168199956742e-04
1.180000000000e-02,3.000219012028e+02,1.466012712498e-02,9.560257379549e-10,1.865792822312e-08,2.280932542908e-01,6.323872106881e-07,7.512536979201e-01,3.571703721112e-05
1.187500000000e-02,3.000292630089e+02,1.466045220750e-02,1.494491655268e-09,2.676808254726e-08,2.280964350432e-01,8.837524447794e-07,7.512672667592e-01,1.743956205574e-04
1.195000000000e-02,3.000395284129e+02,1.466081037468e-02,2.393432782239e-09,3.901953238576e-08,2.281000262195e-01,1.252306436975e-06,7.512827096244e-01,3.920872157749e-04
1.202500000000e-02,3.000538461838e+02,1.466120051218e-02,3.894090369517e-09,5.752594769194e-08,2.281040685556e-01,1.792651794616e-06,7.513002716712e-01,7.842058775213e-04
1.210000000000e-02,3.000738216250e+02,1.466161871835e-02,6.399069089753e-09,8.547894942094e-08,2.281086005347e-01,2.584806912994e-06,7.513202237703e-01,1.441249501364e-03
1.213750000000e-02,3.000867716144e+02,1.466183522696e-02,8.280309968560e-09,1.048066564269e-07,2.281110618818e-01,3.119326612775e-06,7.513312079336e-01,1.963130155564e-03
1.217500000000e-02,3.001022839703e+02,1.466205383796e-02,1.079096258639e-08,1.290661928690e-07,2.281136567128e-01,3.778358721402e-06,7.513429244308e-01,2.704944414318e-03
1.221250000000e-02,3.001208676488e+02,1.466227169896e-02,1.414150609800e-08,1.595150927483e-07,2.281163849551e-01,4.590879987627e-06,7.513554152402e-01,3.770699619913e-03
1.225000000000e-02,3.001431332181e+02,1.466248507084e-02,1.861275018812e-08,1.977311550423e-07,2.281192442257e-01,5.592599549711e-06,7.513687231432e-01,5.318019555403e-03
1.228750000000e-02,3.001698132775e+02,1.466268910868e-02,2.457930594983e-08,2.456938400723e-07,2.281222290991e-01,6.827518452129e-06,7.513828913098e-01,7.590548522952e-03
