Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,1.159021669868e-02,-8.869760169825e-12,1.781052686284e-10,2.290830193023e-01,6.680253670444e-09,7.544940883308e-01,3.157480126680e+05
1.100000000000e-03,3.000004297982e+02,1.159038119961e-02,-1.202005237579e-10,4.892551771031e-10,2.290848735475e-01,1.731542166023e-08,7.545025927085e-01,-2.221807017234e+00
2.200000000000e-03,3.000013848805e+02,1.159062238842e-02,-9.089087797849e-11,8.614412137042e-10,2.290876060214e-01,4.506571500492e-08,7.545151591514e-01,3.719122131542e-02
2.750000000000e-03,3.000023587861e+02,1.159078442797e-02,-5.105879893171e-11,1.291430385531e-09,2.290894554232e-01,7.551245597891e-08,7.545236922616e-01,3.180535459802e-02
3.300000000000e-03,3.000040079612e+02,1.159098260896e-02,3.432818867891e-11,2.096765389159e-09,2.290917376705e-01,1.302049620492e-07,7.545342580205e-01,2.703616929613e-02
3.850000000000e-03,3.000068025466e+02,1.159122360887e-02,2.175466290593e-10,3.605858439052e-09,2.290945503297e-01,2.285074943690e-07,7.545473366032e-01,2.309019293047e-02
4.400000000000e-03,3.000115390215e+02,1.159151411888e-02,6.104754663004e-10,6.432575033463e-09,2.290980091418e-01,4.051467088457e-07,7.545635147130e-01,1.976565512893e-02
4.675000000000e-03,3.000151430733e+02,1.159168002506e-02,9.758191987949e-10,8.772290948601e-09,2.291000314509e-01,5.462996075397e-07,7.545730367278e-01,1.826009870191e-02
4.950000000000e-03,3.000200013643e+02,1.159186006070e-02,1.550381035218e-09,1.213372423023e-08,2.291022774294e-01,7.437123656950e-07,7.545836774736e-01,1.687319636526e-02
5.225000000000e-03,3.000265521106e+02,1.159205370115e-02,2.454160960208e-09,1.696362438495e-08,2.291047670302e-01,1.019837046073e-06,7.545955633689e-01,1.558509652627e-02
5.500000000000e-03,3.000353859226e+02,1.159225947098e-02,3.875518625371e-09,2.390245878746e-08,2.291075195271e-01,1.406003727158e-06,7.546088317281e-01,1.437695621942e-02
5.637500000000e-03,3.000409582796e+02,1.159236583042e-02,4.891647220272e-09,2.850865167068e-08,2.291090009404e-01,1.656826865902e-06,7.546160412303e-01,1.379499379453e-02
5.775000000000e-03,3.000475026562e+02,1.159247358557e-02,6.198778606728e-09,3.412050612840e-08,2.291105550540e-01,1.957628942901e-06,7.546236645891e-01,1.322551606829e-02
5.912500000000e-03,3.000551893860e+02,1.159258184908e-02,7.880352988670e-09,4.095784130195e-08,2.291121830524e-01,2.318379771917e-06,7.546317234411e-01,1.266588431926e-02
6.050000000000e-03,3.000642182528e+02,1.159268948505e-02,1.004346248793e-08,4.928775361710e-08,2.291138854406e-01,2.751001283197e-06,7.546402397011e-01,1.211139572004e-02
6.187500000000e-03,3.000748247492e+02,1.159279506445e-02,1.282615457106e-08,5.943641440609e-08,2.291156620307e-01,3.269825779472e-06,7.546492362731e-01,1.155952670447e-02
