Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,4.462549771062e-02,-2.331265648599e-11,3.807243089147e-13,2.225155280968e-01,3.488051360193e-13,7.328589737587e-01,-4.892961458935e+03
6.400000000000e-03,3.000000007649e+02,4.462549703325e-02,1.844436715047e-11,3.067272109736e-11,2.225155263245e-01,2.586466170898e-11,7.328589669177e-01,3.827735819703e-02
9.600000000000e-03,3.000000008148e+02,4.462549151512e-02,1.844589262278e-11,3.089601979807e-11,2.225155116776e-01,3.148210046638e-11,7.328589091670e-01,7.109787710114e-04
1.120000000000e-02,3.000000014967e+02,4.462546682694e-02,1.847192516972e-11,3.430656801555e-11,2.225154461911e-01,9.557919700331e-11,7.328586509686e-01,6.973060876713e-04
1.160000000000e-02,3.000000036273e+02,4.462544016117e-02,1.858468694345e-11,4.575249647367e-11,2.225153756168e-01,2.928087283484e-10,7.328583727931e-01,6.980319957108e-04
1.180000000000e-02,3.000000083739e+02,4.462541346334e-02,1.891721616094e-11,7.282054625719e-11,2.225153052407e-01,7.284742225346e-10,7.328580955685e-01,6.992270309565e-04
1.190000000000e-02,3.000000148479e+02,4.462539334821e-02,1.949065552074e-11,1.115947298853e-10,2.225152525167e-01,1.318754058016e-09,7.328578880836e-01,7.006860332770e-04
1.200000000000e-02,3.000000287795e+02,4.462536632757e-02,2.100031458297e-11,1.985770378214e-10,2.225151822122e-01,2.581931173676e-09,7.328576118108e-01,7.036762805759e-04
1.210000000000e-02,3.000000587589e+02,4.462532984107e-02,2.497470401497e-11,3.937052380603e-10,2.225150883438e-01,5.285127215125e-09,7.328572438376e-01,7.099296839762e-04
1.220000000000e-02,3.000001232703e+02,4.462528017674e-02,3.543784929646e-11,8.314388524977e-10,2.225149627424e-01,1.107000879563e-08,7.328567534997e-01,7.231754795045e-04
1.230000000000e-02,3.000002620864e+02,4.462521175363e-02,6.298359664804e-11,1.813414269076e-09,2.225147940734e-01,2.344980851425e-08,7.328560996271e-01,7.515314601609e-04
1.240000000000e-02,3.000005607830e+02,4.462511579549e-02,1.355018822476e-10,4.016302257175e-09,2.225145662129e-01,4.994301145905e-08,7.328552266695e-01,8.130414586624e-04
1.250000000000e-02,3.000012034737e+02,4.462497778384e-02,3.264174450108e-10,8.958106768645e-09,2.225142553665e-01,1.066395951490e-07,7.328540591033e-01,9.494758881740e-04
1.260000000000e-02,3.000025862406e+02,4.462477242351e-02,8.290330778966e-10,2.004424402557e-08,2.225138246153e-01,2.279731170310e-07,7.328524930780e-01,1.265074570822e-03
1.270000000000e-02,3.000055610716e+02,4.462445348254e-02,2.152250137038e-09,4.491427740380e-08,2.225132130072e-01,4.876335241934e-07,7.328503834078e-01,2.053217061637e-03
1.280000000000e-02,3.000119603134e+02,4.462393299354e-02,5.635824676491e-09,1.007064062842e-07,2.225123128192e-01,1.043320284884e-06,7.328475223489e-01,4.304549533508e-03
1.290000000000e-02,3.000257238599e+02,4.462303827313e-02,1.480676660715e-08,2.258667838238e-07,2.225109207692e-01,2.232504980386e-06,7.328436032965e-01,1.171784897127e-02
1.295000000000e-02,3.000385437732e+02,4.462232054107e-02,2.500661370203e-08,3.467995248164e-07,2.225098881934e-01,3.335447587105e-06,7.328410706953e-01,2.212322581891e-02
