Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,2.489775097969e-02,2.271103022468e-01,7.479919467728e-01,-3.403195263105e-16,-3.081040202858e+00
6.400000000000e-03,2.999999999984e+02,2.489775093898e-02,2.271103022588e-01,7.479919468019e-01,-1.543556672334e-13,-8.082818536668e-04
1.120000000000e-02,3.000000001104e+02,2.489774669050e-02,2.271103034700e-01,7.479919498392e-01,-1.425252948139e-13,6.974439976554e-06
1.280000000000e-02,3.000000057482e+02,2.489763363529e-02,2.271103356976e-01,7.479920306657e-01,7.482207285171e-13,2.647240644890e-04
1.340000000000e-02,3.000001168766e+02,2.489644246540e-02,2.271106752186e-01,7.479928822822e-01,2.724920476436e-11,6.308263070921e-03
1.355000000000e-02,3.000006330312e+02,2.489339401278e-02,2.271115439356e-01,7.479950617982e-01,2.120523891043e-10,6.442489454273e-02
1.360000000000e-02,3.000016116173e+02,2.488987512002e-02,2.271125463182e-01,7.479975777186e-01,7.161748320666e-10,3.649013208687e-01
1.365000000000e-02,3.000048840639e+02,2.488202332057e-02,2.271147816040e-01,7.480031915530e-01,3.031421705953e-09,2.258377944155e+00
1.367500000000e-02,3.000093970642e+02,2.487447236704e-02,2.271169291633e-01,7.480085900311e-01,7.306454534385e-09,7.308393176788e+00
1.370000000000e-02,3.000192006902e+02,2.486227426106e-02,2.271203937953e-01,7.480173098121e-01,1.925680531443e-08,2.391624118866e+01
1.372500000000e-02,3.000404997617e+02,2.484257146871e-02,2.271259783726e-01,7.480313898469e-01,5.265239435550e-08,7.919854424336e+01
1.373750000000e-02,3.000605165660e+02,2.482817595938e-02,2.271300471932e-01,7.480416718041e-01,9.181290616678e-08,1.563812113794e+02
1.375000000000e-02,3.000922742980e+02,2.480935599771e-02,2.271353493967e-01,7.480551047016e-01,1.660959114508e-07,3.117168374160e+02
1.376250000000e-02,3.001426645661e+02,2.478475523920e-02,2.271422488599e-01,7.480726449586e-01,3.069735819583e-07,6.257177834167e+02
1.377500000000e-02,3.002226282115e+02,2.475260450231e-02,2.271512082237e-01,7.480955306848e-01,5.740722335653e-07,1.261950700064e+03
1.378750000000e-02,3.003495368307e+02,2.471059872530e-02,2.271628080249e-01,7.481253565688e-01,1.080279575209e-06,2.558578901697e+03
1.379375000000e-02,3.004409354410e+02,2.468477277923e-02,2.271698653590e-01,7.481436397798e-01,1.503210370645e-06,3.725923768281e+03
1.380000000000e-02,3.005591731748e+02,2.465499916985e-02,2.271779188213e-01,7.481646564816e-01,2.115222258648e-06,5.458258851046e+03
1.380625000000e-02,3.007121346682e+02,2.462068116829e-02,2.271870823974e-01,7.481887916075e-01,3.000612595297e-06,8.049505151377e+03
1.380937500000e-02,3.008054606958e+02,2.460156019913e-02,2.271921232048e-01,7.482021904699e-01,3.591540185499e-06,9.838193798942e+03
1.381250000000e-02,3.009124905553e+02,2.458098394034e-02,2.271974896793e-01,7.482165660088e-01,4.314288166808e-06,1.205640888084e+04
1.381562500000e-02,3.010352356857e+02,2.455884356751e-02,2.272031929974e-01,7.482319816089e-01,5.198150375797e-06,1.481652059409e+04
1.381875000000e-02,3.011760019119e+02,2.453502252541e-02,2.272092420575e-01,7.482485030277e-01,6.278886238619e-06,1.826247101106e+04
