Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,2.013032257230e-02,2.282206802719e-01,7.516489971573e-01,4.233704510807e-16,7.891540977785e+00
6.400000000000e-03,3.000000000237e+02,2.013032123705e-02,2.282206806215e-01,7.516489981426e-01,1.408382878576e-13,7.309022261226e-04
1.120000000000e-02,3.000000031286e+02,2.013022412177e-02,2.282207060743e-01,7.516490698029e-01,1.820890803178e-12,3.017618626292e-04
1.280000000000e-02,3.000001203526e+02,2.012841644064e-02,2.282211796675e-01,7.516504037846e-01,9.227398778407e-11,1.380789275105e-02
1.340000000000e-02,3.000018612345e+02,2.011496048623e-02,2.282247019836e-01,7.516603352370e-01,2.033191558633e-09,2.352168985024e-01
1.355000000000e-02,3.000080259264e+02,2.008998362987e-02,2.282312297391e-01,7.516787735206e-01,1.186457069275e-08,1.168326549212e+00
1.360000000000e-02,3.000172977025e+02,2.006739859081e-02,2.282371181548e-01,7.516954482614e-01,3.199925309404e-08,3.229644374057e+00
1.365000000000e-02,3.000428629215e+02,2.002548475527e-02,2.282480125929e-01,7.517263900418e-01,1.039174020170e-07,1.143003734412e+01
1.367500000000e-02,3.000725040028e+02,1.999108457247e-02,2.282569168020e-01,7.517517728779e-01,2.092208890481e-07,2.674043572523e+01
1.368750000000e-02,3.000971040578e+02,1.996837120233e-02,2.282627716363e-01,7.517685205630e-01,3.126350302846e-07,4.389979751652e+01
1.370000000000e-02,3.001325302750e+02,1.994080901656e-02,2.282698462661e-01,7.517888262941e-01,4.824797726787e-07,7.391149205273e+01
1.370625000000e-02,3.001560935289e+02,1.992482191710e-02,2.282739316722e-01,7.518005933666e-01,6.083293238879e-07,9.766534021322e+01
1.371250000000e-02,3.001848459559e+02,1.990713030586e-02,2.282784352136e-01,7.518136036787e-01,7.745894133804e-07,1.299197429175e+02
1.372500000000e-02,3.002613610458e+02,1.986609317445e-02,2.282888147935e-01,7.518437346715e-01,1.267198819724e-06,2.293627438044e+02
1.373125000000e-02,3.003122706219e+02,1.984229783304e-02,2.282947850238e-01,7.518611698488e-01,1.632065521737e-06,3.090428914059e+02
1.373750000000e-02,3.003744097119e+02,1.981597216802e-02,2.283013430901e-01,7.518804224385e-01,2.113951602147e-06,4.181075420629e+02
1.374375000000e-02,3.004502609778e+02,1.978684990620e-02,2.283085365370e-01,7.519016710667e-01,2.750309297852e-06,5.679883167593e+02
1.375000000000e-02,3.005428573440e+02,1.975463755792e-02,2.283164132519e-01,7.519251084048e-01,3.590533451676e-06,7.745499482286e+02
1.375625000000e-02,3.006559041581e+02,1.971901187768e-02,2.283250200060e-01,7.519509410872e-01,4.699744596808e-06,1.060136546496e+03
1.376250000000e-02,3.007939284005e+02,1.967961716429e-02,2.283344003537e-01,7.519793891108e-01,6.163755884270e-06,1.456640817459e+03
1.376562500000e-02,3.008743793290e+02,1.965835857618e-02,2.283393945115e-01,7.519946821982e-01,7.071313870307e-06,1.713699097255e+03
1.376875000000e-02,3.009637221769e+02,1.963597852620e-02,2.283445961317e-01,7.520107337729e-01,8.123843639761e-06,2.019260094733e+03
1.377187500000e-02,3.010629414646e+02,1.961241922740e-02,2.283500069577e-01,7.520275750578e-01,9.344400000672e-06,2.383193417751e+03
1.377500000000e-02,3.011731307327e+02,1.958762011755e-02,2.283556273337e-01,7.520452375150e-01,1.075967597575e-05,2.817432155961e+03
1.377812500000e-02,3.012955045525e+02,1.956151775692e-02,2.283614558890e-01,7.520637526461e-01,1.240056916423e-05,3.336523128482e+03
1.378125000000e-02,3.014314118347e+02,1.953404572756e-02,2.283674891683e-01,7.520831517528e-01,1.430283410649e-05,3.958313157137e+03
1.378437500000e-02,3.015823505667e+02,1.950513453505e-02,2.283737211963e-01,7.521034656508e-01,1.650783310431e-05,4.704824987185e+03
1.378750000000e-02,3.017499841254e+02,1.947471151404e-02,2.283801429688e-01,7.521247243309e-01,1.906339958022e-05,5.603391759570e+03
1.379062500000e-02,3.019361593177e+02,1.944270073904e-02,2.283867418563e-01,7.521469565597e-01,2.202482985340e-05,6.688142648018e+03
1.379375000000e-02,3.021429263178e+02,1.940902294233e-02,2.283935009085e-01,7.521701894116e-01,2.545602116766e-05,8.001967377966e+03
1.379687500000e-02,3.023725606800e+02,1.937359544099e-02,2.284003980419e-01,7.521944477246e-01,2.943077592296e-05,9.599138877884e+03
1.380000000000e-02,3.026275876160e+02,1.933633207542e-02,2.284074050945e-01,7.522197534682e-01,3.403429432301e-05,1.154884939339e+04
1.380312500000e-02,3.029108087397e+02,1.929714316132e-02,2.284144867160e-01,7.522461249804e-01,3.936488002858e-05,1.394002898352e+04
1.380468750000e-02,3.030641579365e+02,1.927679065298e-02,2.284180389584e-01,7.522597163924e-01,4.234569463155e-05,1.534243036532e+04
1.380625000000e-02,3.032259797546e+02,1.925591468924e-02,2.284215886268e-01,7.522735798629e-01,4.556137002805e-05,1.690389638600e+04
1.380781250000e-02,3.033967404157e+02,1.923450275319e-02,2.284251278592e-01,7.522877159127e-01,4.903016193759e-05,1.864518688287e+04
1.380937500000e-02,3.035769314266e+02,1.921254210000e-02,2.284286479629e-01,7.523021246025e-01,5.277171162980e-05,2.059010444345e+04
1.381093750000e-02,3.037670708952e+02,1.919001975847e-02,2.284321393440e-01,7.523168054906e-01,5.680714658092e-05,2.276602387796e+04
1.381250000000e-02,3.039677049091e+02,1.916692253320e-02,2.284355914310e-01,7.523317575874e-01,6.115918783415e-05,2.520451851508e+04
