Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.843667761123e-02,2.286151457958e-01,7.529481765932e-01,8.717770949382e-17,5.958147974676e-01
8.800000000000e-03,3.000000000314e+02,1.843667297515e-02,2.286151469688e-01,7.529481800562e-01,3.301271782146e-14,5.311613200142e-05
1.200000000000e-02,3.000000020619e+02,1.843652834231e-02,2.286151835636e-01,7.529482880927e-01,1.214138190996e-12,2.894279995022e-04
1.280000000000e-02,3.000000328106e+02,1.843547018532e-02,2.286154512389e-01,7.529490785443e-01,2.614507964295e-11,5.275974564349e-03
1.310000000000e-02,3.000002333061e+02,1.843198910742e-02,2.286163313486e-01,7.529516792501e-01,2.548032092313e-10,3.940817152986e-02
1.340000000000e-02,3.000022264840e+02,1.841375159513e-02,2.286209377423e-01,7.529653068429e-01,3.421062721107e-09,3.887052205753e-01
1.347500000000e-02,3.000055101060e+02,1.839711496114e-02,2.286251323980e-01,7.529777410291e-01,1.057135801309e-08,9.911235361725e-01
1.355000000000e-02,3.000161401903e+02,1.836285902765e-02,2.286337502720e-01,7.530033466440e-01,4.071297653991e-08,3.043138846580e+00
1.357500000000e-02,3.000249710899e+02,1.834338119068e-02,2.286386354245e-01,7.530179056081e-01,7.229874030191e-08,4.946052141301e+00
1.360000000000e-02,3.000403952793e+02,1.831703380171e-02,2.286452230597e-01,7.530375958245e-01,1.377358929604e-07,8.539406739736e+00
1.362500000000e-02,3.000673434785e+02,1.828139996026e-02,2.286540950041e-01,7.530642142083e-01,2.732846452142e-07,1.557740812255e+01
1.365000000000e-02,3.001144441413e+02,1.823321791495e-02,2.286660222053e-01,7.531001726916e-01,5.540026710612e-07,2.994966461774e+01
1.366250000000e-02,3.001512130069e+02,1.820276911031e-02,2.286735098183e-01,7.531228671983e-01,8.070834492803e-07,4.336223977758e+01
1.367500000000e-02,3.002017519697e+02,1.816696936168e-02,2.286822565792e-01,7.531495112413e-01,1.195591554141e-06,6.425054476527e+01
1.368125000000e-02,3.002341227936e+02,1.814671166671e-02,2.286871742110e-01,7.531645649763e-01,1.467800075473e-06,7.931995395826e+01
1.368750000000e-02,3.002725614324e+02,1.812467675614e-02,2.286924941042e-01,7.531809172425e-01,1.812798897389e-06,9.863946876279e+01
1.369375000000e-02,3.003182085016e+02,1.810071013924e-02,2.286982440006e-01,7.531986743881e-01,2.250021415566e-06,1.235398724561e+02
1.370000000000e-02,3.003724198065e+02,1.807464422460e-02,2.287044521281e-01,7.532179499370e-01,2.804074898195e-06,1.557688687984e+02
1.370625000000e-02,3.004368071002e+02,1.804629728928e-02,2.287111467343e-01,7.532388646427e-01,3.506111245684e-06,1.976534891657e+02
1.371250000000e-02,3.005132865831e+02,1.801547238758e-02,2.287183554425e-01,7.532615463977e-01,4.395557745245e-06,2.523157224521e+02
1.371875000000e-02,3.006041366040e+02,1.798195620167e-02,2.287261043806e-01,7.532861299506e-01,5.522300843066e-06,3.239751223422e+02
1.372500000000e-02,3.007120663018e+02,1.794551783873e-02,2.287344170157e-01,7.533127563658e-01,6.949439254955e-06,4.183914419958e+02
1.372812500000e-02,3.007736427414e+02,1.792610829821e-02,2.287387918117e-01,7.533268915194e-01,7.805668388813e-06,4.770999667960e+02
1.373125000000e-02,3.008410111711e+02,1.790585457977e-02,2.287433144936e-01,7.533416030894e-01,8.775923705076e-06,5.449986929240e+02
1.373750000000e-02,3.009947666853e+02,1.786270928222e-02,2.287528059275e-01,7.533728109084e-01,1.110359065504e-05,7.131858859218e+02
1.374062500000e-02,3.010824988042e+02,1.783973252482e-02,2.287577747704e-01,7.533893515155e-01,1.249966064970e-05,8.187273998401e+02
1.374375000000e-02,3.011784912803e+02,1.781576067212e-02,2.287628902272e-01,7.534065453878e-01,1.408124902129e-05,9.415639798758e+02
1.374687500000e-02,3.012835238824e+02,1.779075195375e-02,2.287681493017e-01,7.534244114343e-01,1.587287064591e-05,1.084832767333e+03
1.375000000000e-02,3.013984500414e+02,1.776466300846e-02,2.287735476085e-01,7.534429681480e-01,1.790224841059e-05,1.252271225596e+03
1.375312500000e-02,3.015242037704e+02,1.773744884454e-02,2.287790791442e-01,7.534622334365e-01,2.020072578921e-05,1.448361666608e+03
1.375625000000e-02,3.016618072202e+02,1.770906280222e-02,2.287847360255e-01,7.534822244271e-01,2.280373080601e-05,1.678507389216e+03
1.375937500000e-02,3.018123789247e+02,1.767945651864e-02,2.287905081914e-01,7.535029572449e-01,2.575129739603e-05,1.949251629086e+03
1.376250000000e-02,3.019771427946e+02,1.764857989592e-02,2.287963830634e-01,7.535244467606e-01,2.908865078172e-05,2.268552929869e+03
1.376562500000e-02,3.021574379211e+02,1.761638107320e-02,2.288023451590e-01,7.535467063043e-01,3.286686413377e-05,2.646134289164e+03
1.376875000000e-02,3.023547292553e+02,1.758280640323e-02,2.288083756534e-01,7.535697473423e-01,3.714359446820e-05,3.093928793776e+03
1.377187500000e-02,3.025706192332e+02,1.754780043461e-02,2.288144518801e-01,7.535935791133e-01,4.198390644514e-05,3.626651969113e+03
1.377500000000e-02,3.028068604183e+02,1.751130590048e-02,2.288205467663e-01,7.536182082201e-01,4.746119346815e-05,4.262541588440e+03
1.377812500000e-02,3.030653692382e+02,1.747326371502e-02,2.288266281927e-01,7.536436381722e-01,5.365820622452e-05,5.024320566233e+03
1.378125000000e-02,3.033482408938e+02,1.743361297868e-02,2.288326582678e-01,7.536698688738e-01,6.066819953865e-05,5.940459904298e+03
1.378281250000e-02,3.034996717863e+02,1.741315994961e-02,2.288356372023e-01,7.536832835456e-01,6.451790203644e-05,6.469202383908e+03
1.378437500000e-02,3.036582357222e+02,1.739227651501e-02,2.288385822301e-01,7.536968960577e-01,6.861955282791e-05,7.051514407683e+03
1.378593750000e-02,3.038242674946e+02,1.737095439703e-02,2.288414860055e-01,7.537107047974e-01,7.298938043329e-05,7.693585854514e+03
1.378750000000e-02,3.039981173757e+02,1.734918520767e-02,2.288443405862e-01,7.537247077736e-01,7.764462951541e-05,8.402391318353e+03
1.378906250000e-02,3.041801518019e+02,1.732696045060e-02,2.288471373921e-01,7.537389025906e-01,8.260362123204e-05,9.185805933267e+03
1.379062500000e-02,3.043707540850e+02,1.730427152338e-02,2.288498671622e-01,7.537532864211e-01,8.788581680355e-05,1.005273827488e+04
1.379218750000e-02,3.045703251521e+02,1.728110971981e-02,2.288525199080e-01,7.537678559775e-01,9.351188442495e-05,1.101328352045e+04
1.379375000000e-02,3.047792843123e+02,1.725746623271e-02,2.288550848648e-01,7.537826074830e-01,9.950376965130e-05,1.207890057204e+04
1.379531250000e-02,3.049980700525e+02,1.723333215703e-02,2.288575504394e-01,7.537975366396e-01,1.058847693846e-04,1.326261749717e+04
1.379687500000e-02,3.052271408632e+02,1.720869849331e-02,2.288599041547e-01,7.538126385966e-01,1.126796095887e-04,1.457927044294e+04
