Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.645334311381e-02,2.290770826883e-01,7.544695742012e-01,2.652333729698e-15,1.015889871950e+01
8.800000000000e-03,3.000000001719e+02,1.645331322011e-02,2.290770899111e-01,7.544695968703e-01,7.542612439631e-13,1.060656050774e-03
1.200000000000e-02,3.000000084176e+02,1.645261681892e-02,2.290772581780e-01,7.544701249932e-01,9.460660931825e-12,1.774396367621e-03
1.280000000000e-02,3.000001054909e+02,1.644878302771e-02,2.290781841041e-01,7.544730326926e-01,1.489034364131e-10,2.554519987353e-02
1.310000000000e-02,3.000006035559e+02,1.643903539359e-02,2.290805361643e-01,7.544804271562e-01,1.130114808213e-09,1.513900573932e-01
1.325000000000e-02,3.000021450672e+02,1.642263893206e-02,2.290844862114e-01,7.544928690934e-01,5.202386072572e-09,5.437691724732e-01
1.340000000000e-02,3.000090323804e+02,1.638039516492e-02,2.290946405399e-01,7.545249326869e-01,2.916474974908e-08,2.294662602019e+00
1.343750000000e-02,3.000144673780e+02,1.635945390322e-02,2.290996589079e-01,7.545408299189e-01,5.326933300627e-08,3.679850774485e+00
1.347500000000e-02,3.000245998671e+02,1.633027948088e-02,2.291066304378e-01,7.545629764500e-01,1.065765117493e-07,6.251916174646e+00
1.349375000000e-02,3.000329479028e+02,1.631139484625e-02,2.291111285074e-01,7.545773095421e-01,1.574021362120e-07,8.374633129972e+00
1.351250000000e-02,3.000449054332e+02,1.628880224154e-02,2.291164928126e-01,7.545944522975e-01,2.389744022719e-07,1.140974462598e+01
1.353125000000e-02,3.000620332991e+02,1.626177711618e-02,2.291228844629e-01,7.546149489171e-01,3.698401467478e-07,1.575988634436e+01
1.355000000000e-02,3.000865759044e+02,1.622945222659e-02,2.291304922386e-01,7.546394469743e-01,5.798096743618e-07,2.200783625818e+01
1.356250000000e-02,3.001088409975e+02,1.620438348719e-02,2.291363607616e-01,7.546584280560e-01,7.902383550571e-07,2.770798763209e+01
1.357500000000e-02,3.001375387646e+02,1.617604235310e-02,2.291429591235e-01,7.546798638847e-01,1.085381897174e-06,3.508590925301e+01
1.358750000000e-02,3.001745338225e+02,1.614400455460e-02,2.291503693173e-01,7.547040615188e-01,1.499306097271e-06,4.466600144562e+01
1.360000000000e-02,3.002222338448e+02,1.610779178287e-02,2.291586791721e-01,7.547313620887e-01,2.079747894500e-06,5.714981805108e+01
1.360625000000e-02,3.002512629208e+02,1.608791673842e-02,2.291632058959e-01,7.547463186488e-01,2.457533283441e-06,6.484740211901e+01
1.361250000000e-02,3.002844968757e+02,1.606674872683e-02,2.291679979741e-01,7.547622242763e-01,2.911268448315e-06,7.372542100845e+01
1.362500000000e-02,3.003654184442e+02,1.602028701366e-02,2.291784138753e-01,7.547970467107e-01,4.092155514764e-06,9.563049044553e+01
1.363125000000e-02,3.004146827732e+02,1.599479314662e-02,2.291840634330e-01,7.548160953755e-01,4.860535492443e-06,1.092832659532e+02
1.363750000000e-02,3.004710978866e+02,1.596764602422e-02,2.291900229348e-01,7.548363278913e-01,5.783172286235e-06,1.251551650536e+02
1.364375000000e-02,3.005357063628e+02,1.593874021500e-02,2.291963013710e-01,7.548578087866e-01,6.890947969032e-06,1.436707757815e+02
1.365000000000e-02,3.006097035976e+02,1.590796387671e-02,2.292029061237e-01,7.548806042459e-01,8.220897531467e-06,1.653413939511e+02
1.365625000000e-02,3.006944603168e+02,1.587519842488e-02,2.292098424258e-01,7.549047817235e-01,9.817424416411e-06,1.907954031204e+02
1.366250000000e-02,3.007915484101e+02,1.584031819604e-02,2.292171126950e-01,7.549304094413e-01,1.173375250926e-05,2.208145255054e+02
1.366875000000e-02,3.009027705700e+02,1.580319010822e-02,2.292247157202e-01,7.549575557459e-01,1.403365925839e-05,2.563821072716e+02
1.367500000000e-02,3.010301942887e+02,1.576367332175e-02,2.292326456574e-01,7.549862882641e-01,1.679354255698e-05,2.987513525104e+02
1.367812500000e-02,3.011008695064e+02,1.574296238881e-02,2.292367286956e-01,7.550012750170e-01,1.838046054737e-05,3.230827963544e+02
1.368125000000e-02,3.011766961612e+02,1.572158703291e-02,2.292408867086e-01,7.550166873359e-01,2.012588939609e-05,3.498139933974e+02
1.368750000000e-02,3.013449386087e+02,1.567678354793e-02,2.292494181087e-01,7.550488092093e-01,2.413900086490e-05,4.114044675504e+02
1.369062500000e-02,3.014382645695e+02,1.565330645245e-02,2.292537826513e-01,7.550655360637e-01,2.644588678333e-05,4.471723640695e+02
1.369375000000e-02,3.015384007120e+02,1.562907971670e-02,2.292582053010e-01,7.550827166550e-01,2.898266153251e-05,4.867783227928e+02
1.369687500000e-02,3.016458459252e+02,1.560408045358e-02,2.292626796016e-01,7.551003567788e-01,3.177206185321e-05,5.307407901704e+02
1.370000000000e-02,3.017611356987e+02,1.557828517428e-02,2.292671980488e-01,7.551184615775e-01,3.483904368872e-05,5.796580561044e+02
1.370312500000e-02,3.018848447895e+02,1.555166978212e-02,2.292717519720e-01,7.551370354442e-01,3.821099368764e-05,6.342250105581e+02
1.370625000000e-02,3.020175900783e+02,1.552420956731e-02,2.292763314040e-01,7.551560819177e-01,4.191795997519e-05,6.952524911454e+02
1.370937500000e-02,3.021600336274e+02,1.549587920290e-02,2.292809249374e-01,7.551756035683e-01,4.599290379164e-05,7.636901991259e+02
1.371250000000e-02,3.023128859518e+02,1.546665274208e-02,2.292855195667e-01,7.551956018728e-01,5.047197370095e-05,8.406542047847e+02
1.371562500000e-02,3.024769095183e+02,1.543650361698e-02,2.292901005142e-01,7.552160770775e-01,5.539480417809e-05,9.274602044429e+02
1.371875000000e-02,3.026529224858e+02,1.540540463910e-02,2.292946510387e-01,7.552370280510e-01,6.080484048981e-05,1.025663916579e+03
1.372187500000e-02,3.028418027011e+02,1.537332800173e-02,2.292991522254e-01,7.552584521232e-01,6.674969188755e-05,1.137110315375e+03
