Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,2.573383530082e-02,2.269155705051e-01,7.473505941951e-01,3.252198641639e-16,6.350751196910e+00
6.400000000000e-03,3.000000000031e+02,2.573383527575e-02,2.269155705119e-01,7.473505942129e-01,1.576082713471e-13,1.078891978466e-03
1.120000000000e-02,3.000000000751e+02,2.573383254223e-02,2.269155713011e-01,7.473505961572e-01,1.629199638383e-13,-9.590034492600e-06
1.280000000000e-02,3.000000038195e+02,2.573375656261e-02,2.269155932364e-01,7.473506502009e-01,6.271401152018e-13,1.287157640219e-04
1.340000000000e-02,3.000000800177e+02,2.573292120606e-02,2.269158343870e-01,7.473512443892e-01,1.499535566780e-11,3.766457407030e-03
1.355000000000e-02,3.000004449963e+02,2.573069626400e-02,2.269164765820e-01,7.473528270111e-01,1.190152209161e-10,4.396129704817e-02
1.360000000000e-02,3.000011558126e+02,2.572804541036e-02,2.269172414826e-01,7.473547126156e-01,4.126214426391e-10,2.712618115286e-01
1.365000000000e-02,3.000035878765e+02,2.572198279530e-02,2.269189900239e-01,7.473590250581e-01,1.802820595873e-09,1.762935778721e+00
1.367500000000e-02,3.000070125399e+02,2.571602568333e-02,2.269207068310e-01,7.473632622842e-01,4.443700541358e-09,5.869336176658e+00
1.370000000000e-02,3.000145844853e+02,2.570623601476e-02,2.269235251577e-01,7.473702248338e-01,1.201371958889e-08,1.968519434030e+01
1.372500000000e-02,3.000313277914e+02,2.569014968955e-02,2.269281484448e-01,7.473816627371e-01,3.370615742666e-08,6.668156395792e+01
1.373750000000e-02,3.000473056379e+02,2.567822757988e-02,2.269315670367e-01,7.473901361407e-01,5.972040579371e-08,1.335909489779e+02
1.375000000000e-02,3.000729636293e+02,2.566247397749e-02,2.269360721817e-01,7.474013263930e-01,1.099935089661e-07,2.702014613579e+02
1.376250000000e-02,3.001141699276e+02,2.564166002681e-02,2.269420018895e-01,7.474160980960e-01,2.071299832867e-07,5.502893147670e+02
1.377500000000e-02,3.001803529704e+02,2.561416496844e-02,2.269497927634e-01,7.474355846369e-01,3.947675061471e-07,1.125653958082e+03
1.378750000000e-02,3.002866633710e+02,2.557785320731e-02,2.269600027027e-01,7.474612655391e-01,7.570967388452e-07,2.313719766292e+03
1.379375000000e-02,3.003639934841e+02,2.555533497457e-02,2.269662774625e-01,7.474771510918e-01,1.064688599584e-06,3.394884048537e+03
1.380000000000e-02,3.004647742586e+02,2.552921443956e-02,2.269734918925e-01,7.474955319672e-01,1.515337220355e-06,5.009600569568e+03
1.380625000000e-02,3.005961198338e+02,2.549892060993e-02,2.269817653396e-01,7.475167816470e-01,2.175423535811e-06,7.436334745327e+03
1.381250000000e-02,3.007673010226e+02,2.546379433936e-02,2.269912216111e-01,7.475413208944e-01,3.141995365436e-06,1.110486251704e+04
1.381875000000e-02,3.009903963346e+02,2.542307579975e-02,2.270019828077e-01,7.475696196221e-01,4.556818869668e-06,1.669903099365e+04
1.382187500000e-02,3.011273112933e+02,2.540028949861e-02,2.270078939784e-01,7.475853751510e-01,5.510083129308e-06,2.063390941571e+04
1.382500000000e-02,3.012849805390e+02,2.537569604678e-02,2.270141736453e-01,7.476023081526e-01,6.684001725101e-06,2.558596766053e+04
1.382812500000e-02,3.014665448557e+02,2.534915545043e-02,2.270208264177e-01,7.476204932939e-01,8.129381552658e-06,3.185532366457e+04
1.383125000000e-02,3.016756175122e+02,2.532051760795e-02,2.270278513725e-01,7.476400068741e-01,9.908617025838e-06,3.984393530566e+04
1.383437500000e-02,3.019163541530e+02,2.528962174796e-02,2.270352402194e-01,7.476609260363e-01,1.209828761674e-05,5.010093327234e+04
1.383750000000e-02,3.021935325745e+02,2.525629587665e-02,2.270429749976e-01,7.476833277371e-01,1.479231914927e-05,6.339114626964e+04
1.384062500000e-02,3.025126436170e+02,2.522035624801e-02,2.270510252089e-01,7.477072874678e-01,1.810582356920e-05,8.080092872294e+04
1.384218750000e-02,3.026902921659e+02,2.520133160116e-02,2.270551510834e-01,7.477198795196e-01,2.004800471053e-05,9.161898470215e+04
1.384375000000e-02,3.028813637799e+02,2.518156441430e-02,2.270593313511e-01,7.477328924536e-01,2.221293568667e-05,1.041580204672e+05
1.384531250000e-02,3.030868656504e+02,2.516102718422e-02,2.270635550611e-01,7.477463340374e-01,2.462588147040e-05,1.187526189449e+05
1.384687500000e-02,3.033078791831e+02,2.513969155163e-02,2.270678092816e-01,7.477602114123e-01,2.731491704471e-05,1.358134884766e+05
1.384843750000e-02,3.035455652227e+02,2.511752829303e-02,2.270720788442e-01,7.477745309789e-01,3.031122905294e-05,1.558474513766e+05
1.385000000000e-02,3.038011696017e+02,2.509450731494e-02,2.270763460579e-01,7.477892982722e-01,3.364944769254e-05,1.794829149984e+05
1.385156250000e-02,3.040760290280e+02,2.507059765079e-02,2.270805903914e-01,7.478045178235e-01,3.736801146070e-05,2.075023964137e+05
1.385312500000e-02,3.043715773212e+02,2.504576746096e-02,2.270847881196e-01,7.478201930092e-01,4.150956749750e-05,2.408841109082e+05
1.385468750000e-02,3.046893520096e+02,2.501998403613e-02,2.270889119313e-01,7.478363258865e-01,4.612141039801e-05,2.808551936869e+05
1.385625000000e-02,3.050310012949e+02,2.499321380467e-02,2.270929304944e-01,7.478529170142e-01,5.125596247138e-05,3.289598333059e+05
1.385781250000e-02,3.053982913915e+02,2.496542234435e-02,2.270968079753e-01,7.478699652585e-01,5.697129850584e-05,3.871464906722e+05
