Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.074199267074e-02,2.304073011705e-01,7.588507061557e-01,1.968604994142e-12,4.638410435149e+00
7.400000000000e-03,3.000000168025e+02,1.073819370204e-02,2.304080753225e-01,7.588537308785e-01,9.216178967786e-11,2.889932843688e-04
8.900000000000e-03,3.000000930501e+02,1.073077513420e-02,2.304095850800e-01,7.588596391568e-01,6.114978436268e-10,2.851283235538e-03
1.040000000000e-02,3.000007194660e+02,1.070177241563e-02,2.304154757737e-01,7.588827457502e-01,5.943187996577e-09,2.753548649473e-02
1.080000000000e-02,3.000016502798e+02,1.067979125132e-02,2.304199268920e-01,7.589002659010e-01,1.570948858049e-08,6.989678736124e-02
1.120000000000e-02,3.000043753270e+02,1.064077101028e-02,2.304278037625e-01,7.589313749736e-01,4.963174441931e-08,1.948719268177e-01
1.130000000000e-02,3.000058779220e+02,1.062629121644e-02,2.304307161798e-01,7.589429205485e-01,7.122529933290e-08,2.639843021957e-01
1.140000000000e-02,3.000081057308e+02,1.060900763955e-02,2.304341833595e-01,7.589567016783e-01,1.061752058518e-07,3.652105615583e-01
1.150000000000e-02,3.000114094847e+02,1.058837858945e-02,2.304383084373e-01,7.589731485977e-01,1.627410624037e-07,5.132514066466e-01
1.160000000000e-02,3.000163100783e+02,1.056375826372e-02,2.304432125749e-01,7.589927724890e-01,2.542877797895e-07,7.294953077837e-01
1.165000000000e-02,3.000196491832e+02,1.054966222929e-02,2.304460095942e-01,7.590040039673e-01,3.212931448193e-07,8.749278619990e-01
1.170000000000e-02,3.000237962677e+02,1.053420355619e-02,2.304490670450e-01,7.590163167865e-01,4.090150140681e-07,1.053566748168e+00
1.175000000000e-02,3.000289474183e+02,1.051725103593e-02,2.304524075165e-01,7.590298131194e-01,5.238557535733e-07,1.272937922320e+00
1.180000000000e-02,3.000353465139e+02,1.049866094051e-02,2.304560550937e-01,7.590446041720e-01,6.741949541301e-07,1.542251266899e+00
1.185000000000e-02,3.000432969470e+02,1.047827585453e-02,2.304600353099e-01,7.590608107843e-01,8.709993506612e-07,1.872793899289e+00
1.190000000000e-02,3.000531762442e+02,1.045592340516e-02,2.304643750407e-01,7.590785640036e-01,1.128620527962e-06,2.278398017036e+00
1.195000000000e-02,3.000654543130e+02,1.043141488274e-02,2.304691023131e-01,7.590980056039e-01,1.465838043027e-06,2.776015195041e+00
1.200000000000e-02,3.000807162250e+02,1.040454374500e-02,2.304742460043e-01,7.591192885145e-01,1.907223179452e-06,3.386423158445e+00
1.202500000000e-02,3.000897389763e+02,1.039013701254e-02,2.304769847910e-01,7.591306826968e-01,2.179053869534e-06,3.743586955214e+00
1.205000000000e-02,3.000998594953e+02,1.037503653162e-02,2.304798401088e-01,7.591426118256e-01,2.492860538817e-06,4.141115048831e+00
1.210000000000e-02,3.001237976573e+02,1.034265608561e-02,2.304859110152e-01,7.591681430007e-01,3.265761560607e-06,5.070808527414e+00
1.215000000000e-02,3.001535716584e+02,1.030716148766e-02,2.304924826912e-01,7.591960473400e-01,4.277215514187e-06,6.210998605498e+00
1.220000000000e-02,3.001906130833e+02,1.026825662447e-02,2.304995794676e-01,7.592265225973e-01,5.600734556736e-06,7.609414512736e+00
1.222500000000e-02,3.002125273859e+02,1.024740309916e-02,2.305033317286e-01,7.592428032069e-01,6.415651334073e-06,8.427761538706e+00
1.225000000000e-02,3.002371208586e+02,1.022554938246e-02,2.305072218202e-01,7.592598196231e-01,7.356226993514e-06,9.338774096641e+00
