Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,2.503219172126e-02,1.867686689920e-06,1.597159803391e-06,2.270516762724e-01,4.140792334109e-05,7.478695235853e-01,-5.557311152013e+03
1.600000000000e-03,3.005730756000e+02,2.501670943109e-02,4.720238711812e-06,3.454114731122e-06,2.270238164007e-01,8.542891350405e-05,7.478635161280e-01,3.880182953650e-05
3.200000000000e-03,3.017608831988e+02,2.498508603129e-02,1.191144306821e-05,7.461096588202e-06,2.269633123774e-01,1.759830559972e-04,7.478529667365e-01,1.901011559423e-03
4.000000000000e-03,3.028305333712e+02,2.495696218886e-02,1.959063148166e-05,1.119696316237e-05,2.269065378439e-01,2.569509569400e-04,7.478448106252e-01,4.190088171722e-03
4.800000000000e-03,3.044678121219e+02,2.491432962644e-02,3.304901328424e-05,1.707344805433e-05,2.268167361655e-01,3.801212867775e-04,7.478338256621e-01,9.516591234154e-03
5.200000000000e-03,3.056103899370e+02,2.488481426801e-02,4.355443530033e-05,2.126720686282e-05,2.267523375244e-01,4.655963822996e-04,7.478269674249e-01,1.464751380047e-02
5.600000000000e-03,3.070523534119e+02,2.484778143320e-02,5.796542717879e-05,2.664803445860e-05,2.266694010519e-01,5.729836027971e-04,7.478190247053e-01,2.285929728143e-02
6.000000000000e-03,3.088694144745e+02,2.480138593777e-02,7.769656561311e-05,3.354137654299e-05,2.265627468520e-01,7.076406691040e-04,7.478098844142e-01,3.608299958453e-02
6.400000000000e-03,3.111548730565e+02,2.474336891164e-02,1.046485420416e-04,4.235563331687e-05,2.264258472203e-01,8.760902346494e-04,7.477994482614e-01,5.747241401580e-02
6.600000000000e-03,3.125167750569e+02,2.470895554333e-02,1.217944127314e-04,4.767667265737e-05,2.263429455537e-01,9.759998597972e-04,7.477937061125e-01,7.290838335575e-02
6.800000000000e-03,3.140514226902e+02,2.467030186342e-02,1.420305820540e-04,5.372785554657e-05,2.262484584721e-01,1.088185652106e-03,7.477876009815e-01,9.278346567624e-02
6.900000000000e-03,3.148913509257e+02,2.464919895579e-02,1.535092183237e-04,5.706318197867e-05,2.261962880336e-01,1.149410702874e-03,7.477844090289e-01,1.048191001320e-01
7.000000000000e-03,3.157839970373e+02,2.462680957847e-02,1.660123071856e-04,6.062509657876e-05,2.261405064100e-01,1.214346451734e-03,7.477811232897e-01,1.185228115153e-01
7.200000000000e-03,3.177362542928e+02,2.457796320029e-02,1.943458884888e-04,6.847045061883e-05,2.260174317489e-01,1.355925681176e-03,7.477742784932e-01,1.517835522862e-01
7.400000000000e-03,3.199299364423e+02,2.452325137251e-02,2.276655841673e-04,7.736679008660e-05,2.258775618168e-01,1.514337758714e-03,7.477670826178e-01,1.947129015129e-01
7.500000000000e-03,3.211277427484e+02,2.449345104444e-02,2.465082352065e-04,8.225860096457e-05,2.258005202429e-01,1.600535968855e-03,7.477633557857e-01,2.207518924003e-01
7.600000000000e-03,3.223985430241e+02,2.446188766856e-02,2.669867111889e-04,8.747361449641e-05,2.257182919217e-01,1.691762302043e-03,7.477595461028e-01,2.504198243007e-01
7.700000000000e-03,3.237463232283e+02,2.442846821301e-02,2.892331589949e-04,9.303125412965e-05,2.256305587447e-01,1.788269030988e-03,7.477556575076e-01,2.842243262927e-01
7.800000000000e-03,3.251752317864e+02,2.439309604622e-02,3.133889773969e-04,9.895187311060e-05,2.255369870267e-01,1.890316365276e-03,7.477516947780e-01,3.227429068489e-01
7.900000000000e-03,3.266895801888e+02,2.435567093339e-02,3.396052806348e-04,1.052567730555e-04,2.254372271839e-01,1.998172196127e-03,7.477476636212e-01,3.666324878560e-01
8.000000000000e-03,3.282938420661e+02,2.431608906902e-02,3.680433384113e-04,1.119682159153e-04,2.253309135181e-01,2.112111723702e-03,7.477435707682e-01,4.166399931047e-01
8.100000000000e-03,3.299926521728e+02,2.427424310753e-02,3.988750311342e-04,1.191094365623e-04,2.252176639962e-01,2.232417071762e-03,7.477394240727e-01,4.736144947289e-01
8.200000000000e-03,3.317908028610e+02,2.423002225284e-02,4.322832574396e-04,1.267046447363e-04,2.250970802073e-01,2.359376705629e-03,7.477352326296e-01,5.385207706293e-01
8.300000000000e-03,3.336932418245e+02,2.418331231166e-02,4.684623742201e-04,1.347790325876e-04,2.249687472250e-01,2.493284969947e-03,7.477310068658e-01,6.124548219797e-01
8.400000000000e-03,3.357050670156e+02,2.413399581171e-02,5.076185820241e-04,1.433587706910e-04,2.248322336673e-01,2.634441402443e-03,7.477267586602e-01,6.966613696898e-01
8.500000000000e-03,3.378315208232e+02,2.408195213215e-02,5.499702930329e-04,1.524710010032e-04,2.246870918084e-01,2.783150009148e-03,7.477225014597e-01,7.925537065332e-01
8.600000000000e-03,3.400779830037e+02,2.402705765827e-02,5.957484677118e-04,1.621438246052e-04,2.245328577797e-01,2.939718462501e-03,7.477182503959e-01,9.017362154854e-01
8.700000000000e-03,3.424499623184e+02,2.396918596052e-02,6.451969148243e-04,1.724062839503e-04,2.243690518655e-01,3.104457224345e-03,7.477140224017e-01,1.026029905839e+00
8.800000000000e-03,3.449530868459e+02,2.390820799835e-02,6.985725495109e-04,1.832883393865e-04,2.241951788968e-01,3.277678597243e-03,7.477098363302e-01,1.167501172587e+00
8.850000000000e-03,3.462561323531e+02,2.387650174797e-02,7.268379845564e-04,1.889738492519e-04,2.241042660225e-01,3.367598651681e-03,7.477077647010e-01,1.245500718509e+00
8.900000000000e-03,3.475946576442e+02,2.384395718671e-02,7.562108840590e-04,1.948286367302e-04,2.240105978641e-01,3.459789341156e-03,7.477057107652e-01,1.328769189404e+00
9.000000000000e-03,3.503800704269e+02,2.377630831042e-02,8.183831715779e-04,2.070571410114e-04,2.238148131050e-01,3.651079095900e-03,7.477016693030e-01,1.512296272068e+00
9.100000000000e-03,3.533142364979e+02,2.370514997296e-02,8.853425203299e-04,2.200010389619e-04,2.236073757133e-01,3.851795519899e-03,7.476977383415e-01,1.721080547047e+00
9.150000000000e-03,3.548395438599e+02,2.366819938408e-02,9.207390203318e-04,2.267544831675e-04,2.234990675563e-01,3.955818348425e-03,7.476958219875e-01,1.836159102459e+00
9.200000000000e-03,3.564048802732e+02,2.363030638150e-02,9.574777630316e-04,2.337024127677e-04,2.233875863744e-01,4.062348526348e-03,7.476939429355e-01,1.958981924852e+00
9.250000000000e-03,3.580110239678e+02,2.359145314671e-02,9.956015189186e-04,2.408492373242e-04,2.232728590011e-01,4.171425115190e-03,7.476921049304e-01,2.090065882895e+00
9.300000000000e-03,3.596587552913e+02,2.355162180379e-02,1.035153956426e-03,2.481994087314e-04,2.231548115534e-01,4.283086842945e-03,7.476903118662e-01,2.229962188676e+00
9.350000000000e-03,3.613488561846e+02,2.351079442876e-02,1.076179640266e-03,2.557574195339e-04,2.230333694609e-01,4.397372068239e-03,7.476885677876e-01,2.379258847786e+00
9.400000000000e-03,3.630821094809e+02,2.346895306332e-02,1.118724022333e-03,2.635278002961e-04,2.229084575095e-01,4.514318733782e-03,7.476868768902e-01,2.538583193258e+00
9.450000000000e-03,3.648592983526e+02,2.342607972462e-02,1.162833437585e-03,2.715151177481e-04,2.227799998731e-01,4.633964330887e-03,7.476852435216e-01,2.708604656516e+00
9.500000000000e-03,3.666812053897e+02,2.338215642369e-02,1.208555087951e-03,2.797239712266e-04,2.226479201741e-01,4.756345837825e-03,7.476836721838e-01,2.890037680897e+00
9.550000000000e-03,3.685486123390e+02,2.333716516823e-02,1.255937043065e-03,2.881589919326e-04,2.225121414953e-01,4.881499710815e-03,7.476821675279e-01,3.083644950663e+00
9.600000000000e-03,3.704622992587e+02,2.329108797891e-02,1.305028225042e-03,2.968248397006e-04,2.223725864345e-01,5.009461830241e-03,7.476807343556e-01,3.290240832726e+00
9.650000000000e-03,3.724230438351e+02,2.324390690173e-02,1.355878396358e-03,3.057262004196e-04,2.222291771486e-01,5.140267461073e-03,7.476793776181e-01,3.510695173058e+00
9.700000000000e-03,3.744316206911e+02,2.319560402050e-02,1.408538146527e-03,3.148677833959e-04,2.220818353977e-01,5.273951214003e-03,7.476781024151e-01,3.745937666464e+00
9.800000000000e-03,3.785939454117e+02,2.309559158498e-02,1.519422939727e-03,3.338834219064e-04,2.217751606714e-01,5.550013694637e-03,7.476758197208e-01,4.264008924306e+00
