Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,2.547801160066e-02,1.125802722961e-12,-4.587724904539e-15,2.244895275493e-01,-9.771887921173e-15,7.393603772253e-01,-2.122961591275e+03
6.400000000000e-03,2.999999999425e+02,2.547801164078e-02,-5.529231307913e-13,-1.003327213615e-12,2.244895277713e-01,-1.913164305989e-12,7.393603779027e-01,-8.215406871429e-03
1.120000000000e-02,2.999999999722e+02,2.547801325164e-02,-5.529641462865e-13,-9.897142674660e-13,2.244895364788e-01,-1.786629376256e-12,7.393604053904e-01,3.504715928301e-04
1.240000000000e-02,3.000000004656e+02,2.547802510983e-02,-5.529448377161e-13,-9.736739407157e-13,2.244896005790e-01,-1.021549580200e-12,7.393606077428e-01,3.213677730859e-04
1.265000000000e-02,3.000000022959e+02,2.547804456169e-02,-5.528157702048e-13,-8.932814477739e-13,2.244897057279e-01,2.533884935406e-12,7.393609397072e-01,3.277206028396e-04
1.290000000000e-02,3.000000147413e+02,2.547811011416e-02,-5.512857797111e-13,-1.461095762434e-13,2.244900600808e-01,3.303243358203e-11,7.393620586025e-01,4.090977976731e-04
1.300000000000e-02,3.000000399309e+02,2.547817982475e-02,-5.460225966460e-13,1.889384891170e-12,2.244904369201e-01,1.100259443283e-10,7.393632488348e-01,5.742310903645e-04
1.310000000000e-02,3.000001235657e+02,2.547831557181e-02,-5.179025041730e-13,1.068352171570e-11,2.244911707808e-01,4.207273838191e-10,7.393655676863e-01,1.099221245642e-03
1.320000000000e-02,3.000004012772e+02,2.547857981107e-02,-3.676678169846e-13,4.867645279828e-11,2.244925995063e-01,1.674521500069e-09,7.393700852745e-01,2.764909221201e-03
1.330000000000e-02,3.000013236003e+02,2.547909381379e-02,4.349310416956e-13,2.128056157714e-10,2.244953798513e-01,6.733758070930e-09,7.393788857031e-01,8.136387445174e-03
1.335000000000e-02,3.000025878281e+02,2.547953252018e-02,2.143126830355e-12,4.992034759994e-10,2.244977548261e-01,1.502148265869e-08,7.393864137969e-01,1.577544012402e-02
1.340000000000e-02,3.000053203901e+02,2.548017709509e-02,7.559655983980e-12,1.260952133667e-09,2.245012487177e-01,3.588455483465e-08,7.393975074081e-01,3.390554936254e-02
1.345000000000e-02,3.000112285660e+02,2.548112229524e-02,2.473356746401e-11,3.286837230990e-09,2.245063838093e-01,8.839927839577e-08,7.394138499547e-01,8.281632716198e-02
1.347500000000e-02,3.000167588641e+02,2.548175853053e-02,4.730007909895e-11,5.560502456405e-09,2.245098514089e-01,1.445321644185e-07,7.394249168349e-01,1.475278007690e-01
1.350000000000e-02,3.000255064557e+02,2.548253956847e-02,9.435515987892e-11,9.720399473764e-09,2.245141239168e-01,2.432355546820e-07,7.394385926119e-01,2.821244047909e-01
1.352500000000e-02,3.000393464958e+02,2.548349552172e-02,1.924662376259e-10,1.733077925037e-08,2.245193808585e-01,4.167804676372e-07,7.394554839853e-01,5.770561708774e-01
