Pos,T,H2,O2,N2,H2O,Q
0.000000000000e+00,3.000000000000e+02,1.332042977833e-02,2.298067670564e-01,7.568728031733e-01,1.931278781260e-14,6.413908951492e+01
4.400000000000e-03,3.000000002352e+02,1.332037609421e-02,2.298067789675e-01,7.568728449422e-01,1.374792678491e-12,2.323997021781e-03
1.040000000000e-02,3.000000188552e+02,1.331833791039e-02,2.298072310904e-01,7.568744309288e-01,6.100734322593e-11,3.872356135851e-03
1.200000000000e-02,3.000002506230e+02,1.330713413931e-02,2.298097135575e-01,7.568831511480e-01,1.020742247207e-09,7.255236519890e-02
1.240000000000e-02,3.000010062923e+02,1.328987882709e-02,2.298135279661e-01,7.568965876341e-01,5.104613708676e-09,3.137531109476e-01
1.280000000000e-02,3.000054076288e+02,1.323702409274e-02,2.298251734034e-01,7.569377646049e-01,3.557065282902e-08,1.700638656659e+00
1.295000000000e-02,3.000125386111e+02,1.318910846339e-02,2.298356823599e-01,7.569751062106e-01,9.776656122749e-08,3.912863339433e+00
1.302500000000e-02,3.000209542491e+02,1.315126894745e-02,2.298439421424e-01,7.570045948812e-01,1.854581046676e-07,6.463686167940e+00
1.306250000000e-02,3.000280270107e+02,1.312687128462e-02,2.298492443352e-01,7.570236037420e-01,2.692114284900e-07,8.567509638352e+00
1.310000000000e-02,3.000383141221e+02,1.309776724661e-02,2.298555427678e-01,7.570462705468e-01,4.037965217924e-07,1.157726679588e+01
1.311875000000e-02,3.000452108064e+02,1.308111107952e-02,2.298591323289e-01,7.570592363936e-01,5.016924788257e-07,1.356968513719e+01
1.313750000000e-02,3.000536762264e+02,1.306285003311e-02,2.298630538798e-01,7.570734447419e-01,6.292782196383e-07,1.598947758125e+01
1.315625000000e-02,3.000640676828e+02,1.304283041960e-02,2.298673357414e-01,7.570890118014e-01,7.955335170409e-07,1.892936595204e+01
1.317500000000e-02,3.000768255849e+02,1.302088363943e-02,2.298720080506e-01,7.571060640770e-01,1.012190071657e-06,2.250096730590e+01
1.319375000000e-02,3.000924899064e+02,1.299682553732e-02,2.298771025614e-01,7.571247384475e-01,1.294484214857e-06,2.683967978539e+01
1.321250000000e-02,3.001117264574e+02,1.297045421437e-02,2.298826525661e-01,7.571451832569e-01,1.662313675052e-06,3.211023641871e+01
1.323125000000e-02,3.001353520841e+02,1.294154923783e-02,2.298886924999e-01,7.571675581985e-01,2.141518297860e-06,3.851277297335e+01
1.325000000000e-02,3.001643744208e+02,1.290986912898e-02,2.298952575753e-01,7.571920351973e-01,2.765827701589e-06,4.629155143266e+01
1.325937500000e-02,3.001813725025e+02,1.289288899687e-02,2.298987500494e-01,7.572051316354e-01,3.148853675699e-06,5.081133575019e+01
1.326875000000e-02,3.002003140909e+02,1.287509480088e-02,2.299023886923e-01,7.572188369440e-01,3.589836659233e-06,5.581512895193e+01
1.328750000000e-02,3.002447000320e+02,1.283695001985e-02,2.299101168888e-01,7.572481492956e-01,4.671833961445e-06,6.743421996033e+01
1.329687500000e-02,3.002707049820e+02,1.281650764417e-02,2.299142149382e-01,7.572638165394e-01,5.335589098041e-06,7.419027600688e+01
1.330625000000e-02,3.002996900253e+02,1.279508747863e-02,2.299184736625e-01,7.572801987547e-01,6.099697737807e-06,8.167325470488e+01
1.331562500000e-02,3.003319981949e+02,1.277264346336e-02,2.299228956094e-01,7.572973240844e-01,6.979277640116e-06,8.996557670852e+01
1.332500000000e-02,3.003680132641e+02,1.274912746213e-02,2.299274826634e-01,7.573152210596e-01,7.991760678078e-06,9.915711846240e+01
1.333437500000e-02,3.004081626046e+02,1.272448918709e-02,2.299322359462e-01,7.573339185148e-01,9.157147741096e-06,1.093476167034e+02
1.334375000000e-02,3.004529241574e+02,1.269867607136e-02,2.299371556109e-01,7.573534454519e-01,1.049848291760e-05,1.206484343330e+02
1.336250000000e-02,3.005578905978e+02,1.264336420414e-02,2.299474922434e-01,7.573950704052e-01,1.378793820774e-05,1.469519406259e+02
1.337187500000e-02,3.006194350200e+02,1.261373441072e-02,2.299529040812e-01,7.574172346840e-01,1.580487580678e-05,1.622904773131e+02
1.338125000000e-02,3.006880693889e+02,1.258269755983e-02,2.299584707694e-01,7.574403420534e-01,1.812578538633e-05,1.793198554249e+02
1.339062500000e-02,3.007646163808e+02,1.255018867813e-02,2.299641843076e-01,7.574644191202e-01,2.079628409959e-05,1.982446413132e+02
1.340000000000e-02,3.008499949294e+02,1.251614003795e-02,2.299700339896e-01,7.574894910435e-01,2.386878421855e-05,2.192916164652e+02
1.340937500000e-02,3.009452315751e+02,1.248048107594e-02,2.299760059185e-01,7.575155810852e-01,2.740349191060e-05,2.427178923832e+02
1.341875000000e-02,3.010514731542e+02,1.244313831492e-02,2.299820824448e-01,7.575427100879e-01,3.146954920445e-05,2.688170918864e+02
1.342812500000e-02,3.011700009851e+02,1.240403529036e-02,2.299882415146e-01,7.575708958726e-01,3.614633868318e-05,2.979262681638e+02
1.343750000000e-02,3.013022467241e+02,1.236309248256e-02,2.299944559158e-01,7.576001525450e-01,4.152497283165e-05,3.304344836347e+02
1.344687500000e-02,3.014498100809e+02,1.232022725572e-02,2.300006923906e-01,7.576304896534e-01,4.770999256367e-05,3.667942695222e+02
1.345156250000e-02,3.015300045783e+02,1.229804054229e-02,2.300038035543e-01,7.576460658261e-01,5.115027876381e-05,3.866153909675e+02
1.345625000000e-02,3.016148478298e+02,1.227533467259e-02,2.300069007516e-01,7.576619132612e-01,5.484811952271e-05,4.076293361686e+02
1.346093750000e-02,3.017046111989e+02,1.225209809586e-02,2.300099769812e-01,7.576780310753e-01,5.882262692640e-05,4.299235249384e+02
1.346562500000e-02,3.017995819213e+02,1.222831919067e-02,2.300130245298e-01,7.576944177419e-01,6.309431475859e-05,4.535915474971e+02
1.347031250000e-02,3.019000640548e+02,1.220398600686e-02,2.300160349845e-01,7.577110712510e-01,6.768518201898e-05,4.787344002118e+02
1.347500000000e-02,3.020063796579e+02,1.217908645024e-02,2.300189991149e-01,7.577279889038e-01,7.261884878351e-05,5.054624898044e+02
1.347968750000e-02,3.021188695888e+02,1.215360820559e-02,2.300219068419e-01,7.577451673336e-01,7.792064271538e-05,5.338967221842e+02
1.348437500000e-02,3.022378946902e+02,1.212753875117e-02,2.300247471613e-01,7.577626024357e-01,8.361772772886e-05,5.641698617478e+02
1.348906250000e-02,3.023638369527e+02,1.210086535997e-02,2.300275080700e-01,7.577802893090e-01,8.973923249679e-05,5.964280389717e+02
1.349375000000e-02,3.024971007433e+02,1.207357510144e-02,2.300301764872e-01,7.577982221940e-01,9.631638733568e-05,6.308324474250e+02
1.349843750000e-02,3.026381141036e+02,1.204565484370e-02,2.300327381691e-01,7.578163944070e-01,1.033826699308e-04,6.675612764514e+02
1.350312500000e-02,3.027873301190e+02,1.201709125626e-02,2.300351776175e-01,7.578347982703e-01,1.109739603775e-04,7.068119275419e+02
1.350781250000e-02,3.029452283639e+02,1.198787081341e-02,2.300374779818e-01,7.578534250389e-01,1.191287060275e-04,7.488035753419e+02
1.351250000000e-02,3.031123164264e+02,1.195797979816e-02,2.300396209541e-01,7.578722648230e-01,1.278880966383e-04,7.937801646972e+02
1.351718750000e-02,3.032891315145e+02,1.192740430525e-02,2.300415866241e-01,7.578913064011e-01,1.372962503139e-04,8.420140038785e+02
1.351953125000e-02,3.033813994737e+02,1.191185416109e-02,2.300424947459e-01,7.579008984930e-01,1.422617263327e-04,8.674618358148e+02
1.352187500000e-02,3.034763532590e+02,1.189612659804e-02,2.300433486960e-01,7.579105354915e-01,1.474108042846e-04,8.938488611274e+02
1.352656250000e-02,3.036745560046e+02,1.186413456293e-02,2.300448850069e-01,7.579299380359e-01,1.582789698447e-04,9.495886324324e+02
1.353125000000e-02,3.038843032658e+02,1.183141526828e-02,2.300461729762e-01,7.579495002569e-01,1.699490965972e-04,1.009619972270e+03
1.353359375000e-02,3.039937587810e+02,1.181477686598e-02,2.300467133237e-01,7.579593352057e-01,1.761071996250e-04,1.041396947453e+03
1.353593750000e-02,3.041064018793e+02,1.179795008706e-02,2.300471790327e-01,7.579692025087e-01,1.824921040419e-04,1.074421744799e+03
1.354062500000e-02,3.043415319974e+02,1.176372675650e-02,2.300478750561e-01,7.579890260979e-01,1.959657339950e-04,1.144426912512e+03
1.354531250000e-02,3.045903623911e+02,1.172873178651e-02,2.300482323488e-01,7.580089528329e-01,2.104293531590e-04,1.220184686430e+03
1.355000000000e-02,3.048536918557e+02,1.169295016741e-02,2.300482159822e-01,7.580289602267e-01,2.259540181558e-04,1.302305895621e+03
1.355312500000e-02,3.050377688367e+02,1.166864975142e-02,2.300479762232e-01,7.580423299180e-01,2.369361709512e-04,1.360958861888e+03
1.355625000000e-02,3.052289956139e+02,1.164398709672e-02,2.300475383309e-01,7.580557148400e-01,2.484540398274e-04,1.422996071183e+03
1.355937500000e-02,3.054276495441e+02,1.161895764671e-02,2.300468893954e-01,7.580691065268e-01,2.605330821856e-04,1.488671238202e+03
1.356250000000e-02,3.056340185622e+02,1.159355682855e-02,2.300460158240e-01,7.580824960368e-01,2.731999069128e-04,1.558259708079e+03
1.356562500000e-02,3.058484015624e+02,1.156778005542e-02,2.300449033081e-01,7.580958739349e-01,2.864823214159e-04,1.632060997696e+03
1.356875000000e-02,3.060711087906e+02,1.154162272888e-02,2.300435367896e-01,7.581092302740e-01,3.004093801326e-04,1.710401400876e+03
1.357187500000e-02,3.063024622478e+02,1.151508024141e-02,2.300419004254e-01,7.581225545773e-01,3.150114345278e-04,1.793636753681e+03
1.357500000000e-02,3.065427961063e+02,1.148814797908e-02,2.300399775502e-01,7.581358358193e-01,3.303201845729e-04,1.882155425527e+03
1.357812500000e-02,3.067924571370e+02,1.146082132439e-02,2.300377506385e-01,7.581490624073e-01,3.463687317069e-04,1.976381586654e+03
1.358125000000e-02,3.070518051482e+02,1.143309565923e-02,2.300352012649e-01,7.581622221623e-01,3.631916332683e-04,2.076778795789e+03
1.358437500000e-02,3.073212134376e+02,1.140496636800e-02,2.300323100622e-01,7.581753023001e-01,3.808249583830e-04,2.183853949941e+03
1.358750000000e-02,3.076010692548e+02,1.137642884098e-02,2.300290566788e-01,7.581882894116e-01,3.993063452852e-04,2.298161639246e+03
1.359062500000e-02,3.078917742763e+02,1.134747847776e-02,2.300254197344e-01,7.582011694444e-01,4.186750600422e-04,2.420308952424e+03
1.359375000000e-02,3.081937450928e+02,1.131811069090e-02,2.300213767733e-01,7.582139276827e-01,4.389720566448e-04,2.550960782361e+03
1.359687500000e-02,3.085074137073e+02,1.128832090979e-02,2.300169042171e-01,7.582265487288e-01,4.602400384169e-04,2.690845686161e+03
1.360000000000e-02,3.088332280452e+02,1.125810458465e-02,2.300119773151e-01,7.582390164838e-01,4.825235206889e-04,2.840762359677e+03
1.360312500000e-02,3.091716524761e+02,1.122745719077e-02,2.300065700930e-01,7.582513141291e-01,5.058688946674e-04,3.001586792996e+03
1.360625000000e-02,3.095231683458e+02,1.119637423288e-02,2.300006553004e-01,7.582634241074e-01,5.303244924259e-04,3.174280180655e+03
1.360937500000e-02,3.098882745201e+02,1.116485124981e-02,2.299942043562e-01,7.582753281053e-01,5.559406529261e-04,3.359897668544e+03
