Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
0.000000000000e+00,3.000000000000e+02,2.666039429934e-02,5.362332898886e-12,-5.953968811138e-14,2.240987868400e-01,2.610714214136e-15,7.380734655181e-01,-1.202678025576e+05
6.400000000000e-03,2.999999999063e+02,2.666039431829e-02,7.440662485828e-12,-1.356248111004e-11,2.240987869534e-01,5.303904471352e-13,7.380734658198e-01,-1.432287802219e-02
1.120000000000e-02,2.999999999000e+02,2.666039514450e-02,7.440689525461e-12,-1.361913786503e-11,2.240987912288e-01,-2.673396513990e-13,7.380734790048e-01,-3.121111383349e-03
1.240000000000e-02,3.000000000758e+02,2.666040168549e-02,7.440692700889e-12,-1.362046237617e-11,2.240988250708e-01,-2.769004118372e-13,7.380735834336e-01,-2.877630846937e-03
1.265000000000e-02,3.000000007832e+02,2.666041314999e-02,7.440715299311e-12,-1.360146505277e-11,2.240988843884e-01,6.268842852881e-13,7.380737664893e-01,-2.826112440857e-03
1.290000000000e-02,3.000000058682e+02,2.666045391680e-02,7.441000201871e-12,-1.340609052229e-11,2.240990953227e-01,9.232887535776e-12,7.380744175071e-01,-2.740266559080e-03
1.300000000000e-02,3.000000167052e+02,2.666049939305e-02,7.442044160096e-12,-1.283805375286e-11,2.240993306312e-01,3.243322410715e-11,7.380751438841e-01,-2.631562657018e-03
1.310000000000e-02,3.000000543406e+02,2.666059133905e-02,7.447962111707e-12,-1.024073158309e-11,2.240998064057e-01,1.314279425337e-10,7.380766129616e-01,-2.307692853499e-03
1.320000000000e-02,3.000001850438e+02,2.666077719567e-02,7.481517201501e-12,1.631868940466e-12,2.241007681923e-01,5.536436491115e-10,7.380795840551e-01,-1.267733077448e-03
1.330000000000e-02,3.000006390033e+02,2.666115272445e-02,7.671780916244e-12,5.589551545667e-11,2.241027118953e-01,2.354102107130e-09,7.380855924725e-01,2.194286517263e-03
1.335000000000e-02,3.000012870776e+02,2.666148398594e-02,8.100119153389e-12,1.556762753668e-10,2.241044271481e-01,5.458072797946e-09,7.380908997053e-01,7.227899078949e-03
1.340000000000e-02,3.000027369093e+02,2.666198360347e-02,9.528550711745e-12,4.335513146449e-10,2.241070157949e-01,1.362702406404e-08,7.380989183999e-01,1.923835028024e-02
1.345000000000e-02,3.000059810842e+02,2.666273626744e-02,1.429170004295e-11,1.207319775726e-09,2.241109201949e-01,3.512381148403e-08,7.381110314067e-01,5.130451068591e-02
1.347500000000e-02,3.000091093742e+02,2.666325473790e-02,2.084301681660e-11,2.111995790216e-09,2.241136143661e-01,5.902349854123e-08,7.381194054080e-01,9.303611320204e-02
1.350000000000e-02,3.000141750617e+02,2.666390272181e-02,3.504008034224e-11,3.823730408182e-09,2.241169884135e-01,1.024149594220e-07,7.381299129685e-01,1.794197371018e-01
1.352500000000e-02,3.000223795634e+02,2.666471110181e-02,6.580371418053e-11,7.062264399706e-09,2.241212101461e-01,1.811891332084e-07,7.381430935651e-01,3.685382598801e-01
